data_name,tag,train_size,y_shape,X_shape,y_train_shape,y_test_shape,X_train_shape,X_test_shape
b1.csv,jans-split,0.46047540077390825,"(3618,)","(3618, 2)","(1666, 1)","(1952, 1)","(1666, 2)","(1952, 2)"
