order,state,s_prev,s_curr,mu,sigma,phi_1
1,1,,1,400.0,10.33926814237967,0.5791586660753407
1,2,,2,648.524122595725,31.918445617962888,1.0
1,3,,3,652.7681393430639,173.78650868015157,0.7151627016198832
1,4,,4,1477.013028815201,52.498584306598396,0.7537563232916473
