order,state,s_prev,s_curr,mu,sigma,phi_1,phi_2
1,1,,1,400.0,10.432091580245512,0.6576399576132106,-0.029900724758240238
1,2,,2,594.9879522313179,33.35202388393208,0.9999999999989999,0.04007727288616092
1,3,,3,676.0963414083922,133.63803364193515,0.9999716336038191,-0.4058391002419077
1,4,,4,1437.3025065151671,62.37079207322,0.905838927160918,-0.14683277894888036
