order,state,s_prev,s_curr,mu,sigma,phi_1
1,1,,1,400.0,11.952925682067871,0.58240807056427
1,2,,2,559.1099853515625,134.0223388671875,0.5670534372329712
1,3,,3,1271.44189453125,27.404281616210938,1.0
1,4,,4,1434.717529296875,93.31453704833984,0.7984910011291504
