datetime,co2,temperature,humidity,closed_frac
2023-11-01 14:00:00,1114.3333333333333,21.766666666666666,45.70000000000001,1.0
2023-11-01 14:30:00,1075.3333333333333,21.766666666666666,45.70000000000001,1.0
2023-11-01 15:00:00,1055.6666666666667,21.8,45.70000000000001,1.0
2023-11-01 15:30:00,1007.3333333333334,21.899999999999995,45.830000000000005,1.0
2023-11-01 16:00:00,958.0,21.833333333333332,46.09,1.0
2023-11-01 16:30:00,933.6666666666666,21.899999999999995,46.35,1.0
2023-11-01 17:00:00,933.6666666666666,21.899999999999995,46.48,1.0
2023-11-01 17:30:00,905.6666666666666,21.8,46.74666666666667,1.0
2023-11-01 18:00:00,870.6666666666666,21.866666666666664,47.01,1.0
2023-11-01 18:30:00,870.6666666666666,21.866666666666664,47.27,1.0
2023-11-01 19:00:00,845.3333333333334,21.866666666666664,47.53,1.0
2023-11-01 19:30:00,829.0,21.866666666666664,47.79,1.0
2023-11-01 20:00:00,854.0,21.866666666666664,48.04999999999999,1.0
2023-11-01 20:30:00,813.0,21.8,48.31,1.0
2023-11-01 21:00:00,787.3333333333334,21.733333333333334,48.56999999999999,1.0
2023-11-01 21:30:00,802.6666666666666,21.733333333333334,48.830000000000005,1.0
2023-11-01 22:00:00,796.6666666666666,21.7,49.089999999999996,1.0
2023-11-01 22:30:00,766.6666666666666,21.733333333333334,49.22,1.0
2023-11-01 23:00:00,756.3333333333334,21.7,49.35,1.0
2023-11-01 23:30:00,767.3333333333334,21.7,49.60999999999999,1.0
2023-11-02 00:00:00,744.3333333333334,21.666666666666668,49.60999999999999,1.0
2023-11-02 00:30:00,738.3333333333334,21.666666666666668,49.74,1.0
2023-11-02 01:00:00,730.0,21.7,49.61,1.0
2023-11-02 01:30:00,715.0,21.600000000000005,50.0,1.0
2023-11-02 02:00:00,707.3333333333334,21.600000000000005,50.0,1.0
2023-11-02 02:30:00,676.6666666666666,21.600000000000005,50.0,1.0
2023-11-02 03:00:00,713.0,21.666666666666668,50.0,1.0
2023-11-02 03:30:00,692.0,21.633333333333336,50.26,1.0
2023-11-02 04:00:00,667.6666666666666,21.7,50.39000000000001,1.0
2023-11-02 04:30:00,653.6666666666666,21.7,50.39000000000001,1.0
2023-11-02 05:00:00,643.6666666666666,21.666666666666668,50.39000000000001,1.0
2023-11-02 05:30:00,609.3333333333334,21.600000000000005,50.39000000000001,1.0
2023-11-02 06:00:00,639.0,21.633333333333336,50.78,1.0
2023-11-02 06:30:00,646.6666666666666,21.600000000000005,50.78,1.0
2023-11-02 07:00:00,618.6666666666666,21.633333333333336,50.78,1.0
2023-11-02 07:30:00,611.6666666666666,21.666666666666668,50.78,1.0
2023-11-02 08:00:00,620.6666666666666,21.666666666666668,51.04,1.0
2023-11-02 08:30:00,617.6666666666666,21.633333333333336,51.169999999999995,1.0
2023-11-02 09:00:00,605.0,21.7,51.169999999999995,1.0
2023-11-02 09:30:00,629.0,21.633333333333336,51.169999999999995,1.0
2023-11-02 10:00:00,631.3333333333334,21.7,51.169999999999995,1.0
2023-11-02 10:30:00,666.6666666666666,21.7,51.43000000000001,1.0
2023-11-02 11:00:00,689.0,21.733333333333334,51.56,1.0
2023-11-02 11:30:00,691.3333333333334,21.733333333333334,51.56,1.0
2023-11-02 12:00:00,704.0,21.7,51.56,1.0
2023-11-02 12:30:00,709.0,21.8,51.56,1.0
2023-11-02 13:00:00,728.6666666666666,21.733333333333334,51.56,1.0
2023-11-02 13:30:00,705.0,21.7,51.56,1.0
2023-11-02 14:00:00,720.3333333333334,21.899999999999995,51.300000000000004,1.0
2023-11-02 14:30:00,752.6666666666666,21.8,51.56,1.0
2023-11-02 15:00:00,766.6666666666666,21.833333333333332,51.56,1.0
2023-11-02 15:30:00,752.6666666666666,21.733333333333334,51.69,1.0
2023-11-02 16:00:00,742.6666666666666,21.733333333333334,51.95000000000001,1.0
2023-11-02 16:30:00,716.6666666666666,21.8,51.56,1.0
2023-11-02 17:00:00,703.6666666666666,21.833333333333332,51.56,1.0
2023-11-02 17:30:00,701.3333333333334,21.866666666666664,51.56,1.0
2023-11-02 18:00:00,686.0,21.733333333333334,51.95000000000001,1.0
2023-11-02 18:30:00,658.3333333333334,21.766666666666666,51.95000000000001,1.0
2023-11-02 19:00:00,657.3333333333334,21.766666666666666,51.69,1.0
2023-11-02 19:30:00,644.6666666666666,21.8,51.56,1.0
2023-11-02 20:00:00,677.6666666666666,21.766666666666666,51.56,1.0
2023-11-02 20:30:00,667.3333333333334,21.733333333333334,51.95000000000001,1.0
2023-11-02 21:00:00,651.0,21.733333333333334,51.95000000000001,1.0
2023-11-02 21:30:00,655.0,21.666666666666668,52.080000000000005,1.0
2023-11-02 22:00:00,632.0,21.666666666666668,52.080000000000005,1.0
2023-11-02 22:30:00,600.3333333333334,21.633333333333336,52.21,1.0
2023-11-02 23:00:00,637.3333333333334,21.633333333333336,52.34,1.0
2023-11-02 23:30:00,623.0,21.666666666666668,52.34,1.0
2023-11-03 00:00:00,619.6666666666666,21.600000000000005,52.34,1.0
2023-11-03 00:30:00,611.3333333333334,21.666666666666668,52.34,1.0
2023-11-03 01:00:00,618.0,21.633333333333336,52.34,1.0
2023-11-03 01:30:00,613.0,21.666666666666668,52.34,1.0
2023-11-03 02:00:00,593.0,21.633333333333336,52.34,1.0
2023-11-03 02:30:00,587.3333333333334,21.666666666666668,52.34,1.0
2023-11-03 03:00:00,594.3333333333334,21.633333333333336,52.34,1.0
2023-11-03 03:30:00,588.6666666666666,21.633333333333336,52.34,1.0
2023-11-03 04:00:00,601.3333333333334,21.633333333333336,52.34,1.0
2023-11-03 04:30:00,572.3333333333334,21.600000000000005,52.34,1.0
2023-11-03 05:00:00,576.0,21.633333333333336,52.47,1.0
2023-11-03 05:30:00,546.6666666666666,21.633333333333336,52.6,1.0
2023-11-03 06:00:00,569.3333333333334,21.666666666666668,52.73,1.0
2023-11-03 06:30:00,567.6666666666666,21.633333333333336,52.73,1.0
2023-11-03 07:00:00,551.3333333333334,21.600000000000005,52.6,0.0
2023-11-03 07:30:00,567.6666666666666,21.766666666666666,51.69,0.0
2023-11-03 08:00:00,553.3333333333334,21.333333333333332,52.21,1.0
2023-11-03 08:30:00,754.6666666666666,21.566666666666666,53.123333333333335,1.0
2023-11-03 09:00:00,874.3333333333334,21.766666666666666,53.12,1.0
2023-11-03 09:30:00,835.6666666666666,21.733333333333334,52.99,0.0
2023-11-03 10:00:00,754.3333333333334,21.733333333333334,51.82,1.0
2023-11-03 10:30:00,854.0,21.866666666666664,51.95000000000001,1.0
2023-11-03 11:00:00,966.3333333333334,22.03333333333333,52.34,1.0
2023-11-03 11:30:00,975.0,21.933333333333334,52.34,1.0
2023-11-03 12:00:00,933.6666666666666,21.866666666666664,52.080000000000005,1.0
2023-11-03 12:30:00,910.6666666666666,21.8,52.34,1.0
2023-11-03 13:00:00,897.0,21.8,52.34,1.0
2023-11-03 13:30:00,917.6666666666666,21.766666666666666,52.34,1.0
2023-11-03 14:00:00,914.0,21.75,52.34,1.0
2023-11-03 14:30:00,923.6666666666666,21.733333333333334,52.34,1.0
2023-11-03 15:00:00,902.0,21.7,52.34,1.0
2023-11-03 15:30:00,923.6666666666666,21.733333333333334,52.34,1.0
2023-11-03 16:00:00,966.3333333333334,21.766666666666666,52.47,1.0
2023-11-03 16:30:00,923.0,21.8,52.34,1.0
2023-11-03 17:00:00,892.0,21.7,52.34,1.0
2023-11-03 17:30:00,899.3333333333334,21.8,52.34,1.0
2023-11-03 18:00:00,835.3333333333334,21.733333333333334,52.34,1.0
2023-11-03 18:30:00,833.3333333333334,21.7,52.34,1.0
2023-11-03 19:00:00,827.0,21.833333333333332,52.34,1.0
2023-11-03 19:30:00,822.0,21.8,52.34,1.0
2023-11-03 20:00:00,781.6666666666666,21.8,52.34,1.0
2023-11-03 20:30:00,789.3333333333334,21.7,52.34,1.0
2023-11-03 21:00:00,759.3333333333334,21.766666666666666,52.34,1.0
2023-11-03 21:30:00,732.0,21.8,52.34,1.0
2023-11-03 22:00:00,734.6666666666666,21.733333333333334,52.34,1.0
2023-11-03 22:30:00,728.0,21.733333333333334,52.34,1.0
2023-11-03 23:00:00,732.3333333333334,21.8,52.34,1.0
2023-11-03 23:30:00,720.6666666666666,21.766666666666666,52.21,1.0
2023-11-04 00:00:00,691.6666666666666,21.8,52.080000000000005,1.0
2023-11-04 00:30:00,677.6666666666666,21.899999999999995,51.95000000000001,1.0
2023-11-04 01:00:00,673.6666666666666,21.833333333333332,51.95000000000001,1.0
2023-11-04 01:30:00,668.6666666666666,21.900000000000002,51.82,1.0
2023-11-04 02:00:00,641.3333333333334,22.0,51.69,1.0
2023-11-04 02:30:00,649.3333333333334,22.03333333333333,51.69,1.0
2023-11-04 03:00:00,626.6666666666666,22.0,51.69,1.0
2023-11-04 03:30:00,637.0,22.066666666666666,51.56,1.0
2023-11-04 04:00:00,604.3333333333334,22.0,51.69,1.0
2023-11-04 04:30:00,612.0,22.03333333333333,51.69,1.0
2023-11-04 05:00:00,621.6666666666666,22.100000000000005,51.82,1.0
2023-11-04 05:30:00,589.6666666666666,22.066666666666666,51.82,1.0
2023-11-04 06:00:00,607.6666666666666,22.03333333333333,51.69,1.0
2023-11-04 06:30:00,594.3333333333334,22.03333333333333,51.56,1.0
2023-11-04 07:00:00,593.3333333333334,22.100000000000005,51.56,1.0
2023-11-04 07:30:00,602.0,22.066666666666666,51.69,1.0
2023-11-04 08:00:00,585.0,22.03333333333333,51.95000000000001,1.0
2023-11-04 08:30:00,583.6666666666666,22.100000000000005,51.95000000000001,1.0
2023-11-04 09:00:00,580.3333333333334,22.100000000000005,51.95000000000001,1.0
2023-11-04 09:30:00,581.6666666666666,22.100000000000005,51.95000000000001,1.0
2023-11-04 10:00:00,579.0,22.133333333333336,51.95000000000001,1.0
2023-11-04 10:30:00,598.3333333333334,22.166666666666668,51.95000000000001,1.0
2023-11-04 11:00:00,589.6666666666666,22.166666666666668,51.95000000000001,1.0
2023-11-04 11:30:00,576.0,22.133333333333336,51.82,1.0
2023-11-04 12:00:00,574.0,22.166666666666668,51.82,1.0
2023-11-04 12:30:00,577.3333333333334,22.166666666666668,51.82,1.0
2023-11-04 13:00:00,576.6666666666666,22.2,51.69,1.0
2023-11-04 13:30:00,570.6666666666666,22.2,51.69,1.0
2023-11-04 14:00:00,553.3333333333334,22.2,51.56,1.0
2023-11-04 14:30:00,582.3333333333334,22.133333333333336,51.56,1.0
2023-11-04 15:00:00,572.6666666666666,22.166666666666668,51.56,1.0
2023-11-04 15:30:00,560.0,22.166666666666668,51.56,1.0
2023-11-04 16:00:00,561.6666666666666,22.166666666666668,51.56,1.0
2023-11-04 16:30:00,553.6666666666666,22.100000000000005,51.56,1.0
2023-11-04 17:00:00,541.3333333333334,22.166666666666668,51.56,1.0
2023-11-04 17:30:00,565.6666666666666,22.100000000000005,51.56,1.0
2023-11-04 18:00:00,547.0,22.166666666666668,51.56,1.0
2023-11-04 18:30:00,558.6666666666666,22.133333333333336,51.56,1.0
2023-11-04 19:00:00,551.3333333333334,22.133333333333336,51.56,1.0
2023-11-04 19:30:00,574.3333333333334,22.133333333333336,51.43000000000001,1.0
