datetime,co2,temperature,humidity,closed
2023-11-01 00:07:58,1242.0,24.7,45.7,
2023-11-01 00:18:04,1177.0,24.7,45.7,
2023-11-01 00:27:46,,,,True
2023-11-01 00:27:52,,,,True
2023-11-01 00:28:11,1190.0,24.7,45.7,
2023-11-01 00:38:17,1142.0,24.6,45.7,
2023-11-01 00:48:23,1159.0,24.6,45.7,
2023-11-01 00:57:47,,,,True
2023-11-01 00:57:52,,,,True
2023-11-01 00:58:30,1212.0,24.6,45.7,
2023-11-01 01:08:36,1128.0,24.6,45.7,
2023-11-01 01:18:38,1175.0,24.6,45.7,
2023-11-01 01:27:46,,,,True
2023-11-01 01:27:53,,,,True
2023-11-01 01:28:41,1161.0,24.6,45.7,
2023-11-01 01:38:47,1176.0,24.6,45.7,
2023-11-01 01:48:54,1148.0,24.6,45.7,
2023-11-01 01:57:46,,,,True
2023-11-01 01:57:52,,,,True
2023-11-01 01:59:00,1159.0,24.6,45.7,
2023-11-01 02:09:06,1103.0,24.5,45.7,
2023-11-01 02:19:13,1099.0,24.6,45.7,
2023-11-01 02:27:46,,,,True
2023-11-01 02:27:52,,,,True
2023-11-01 02:29:19,1124.0,24.6,45.7,
2023-11-01 02:39:26,1099.0,24.5,45.7,
2023-11-01 02:49:00,1099.0,24.5,45.7,
2023-11-01 02:57:46,,,,True
2023-11-01 02:57:52,,,,True
2023-11-01 02:59:14,1063.0,24.5,45.7,
2023-11-01 03:09:34,1100.0,24.5,45.7,
2023-11-01 03:19:54,1070.0,24.5,45.7,
2023-11-01 03:27:46,,,,True
2023-11-01 03:27:52,,,,True
2023-11-01 03:29:58,1102.0,24.5,46.09,
2023-11-01 03:40:05,1042.0,24.5,45.7,
2023-11-01 03:50:11,1049.0,24.5,46.09,
2023-11-01 03:57:46,,,,True
2023-11-01 03:57:51,,,,True
2023-11-01 04:00:17,1107.0,24.5,46.09,
2023-11-01 04:10:24,1072.0,24.5,45.7,
2023-11-01 04:20:29,1024.0,24.5,45.7,
2023-11-01 04:27:45,,,,True
2023-11-01 04:27:51,,,,True
2023-11-01 04:30:35,1023.0,24.5,46.09,
2023-11-01 04:40:42,990.0,24.4,45.7,
2023-11-01 04:50:48,1034.0,24.5,45.7,
2023-11-01 04:57:45,,,,True
2023-11-01 04:57:51,,,,True
2023-11-01 05:00:55,994.0,24.4,45.7,
2023-11-01 05:11:01,984.0,24.5,45.7,
2023-11-01 05:21:07,941.0,24.4,45.7,
2023-11-01 05:27:45,,,,True
2023-11-01 05:27:51,,,,True
2023-11-01 05:31:14,967.0,24.4,45.7,
2023-11-01 05:41:20,979.0,24.4,45.7,
2023-11-01 05:51:26,968.0,24.4,45.7,
2023-11-01 05:57:45,,,,True
2023-11-01 05:57:51,,,,True
2023-11-01 06:01:33,979.0,24.4,45.7,
2023-11-01 06:11:39,892.0,24.4,45.7,
2023-11-01 06:21:44,945.0,24.4,45.7,
2023-11-01 06:27:45,,,,True
2023-11-01 06:27:51,,,,True
2023-11-01 06:31:51,955.0,24.4,45.7,
2023-11-01 06:41:57,921.0,24.4,45.7,
2023-11-01 06:52:03,914.0,24.4,45.7,
2023-11-01 06:57:45,,,,True
2023-11-01 06:57:51,,,,True
2023-11-01 07:02:10,896.0,24.4,45.7,
2023-11-01 07:12:16,951.0,24.4,45.7,
2023-11-01 07:22:19,827.0,24.4,44.92,
2023-11-01 07:27:45,,,,True
2023-11-01 07:27:50,,,,True
2023-11-01 07:32:25,984.0,24.3,44.53,
2023-11-01 07:42:28,843.0,24.3,43.36,
2023-11-01 07:52:30,788.0,24.4,41.8,
2023-11-01 07:57:44,,,,True
2023-11-01 07:57:50,,,,True
2023-11-01 08:02:33,950.0,24.4,42.19,
2023-11-01 08:12:39,1077.0,24.4,42.97,
2023-11-01 08:22:41,1088.0,24.4,42.97,
2023-11-01 08:27:44,,,,True
2023-11-01 08:27:50,,,,True
2023-11-01 08:32:44,1054.0,24.4,43.36,
2023-11-01 08:42:50,1147.0,24.5,43.36,
2023-11-01 08:52:57,1193.0,24.5,43.75,
2023-11-01 08:57:44,,,,True
2023-11-01 08:57:50,,,,True
2023-11-01 09:03:03,1216.0,24.5,43.75,
2023-11-01 09:13:09,1282.0,24.4,43.75,
2023-11-01 09:22:44,1282.0,24.4,43.75,
2023-11-01 09:27:44,,,,True
2023-11-01 09:27:50,,,,True
2023-11-01 09:32:58,1286.0,24.4,43.36,
2023-11-01 09:43:18,1402.0,24.5,43.36,
2023-11-01 09:53:38,1561.0,24.6,44.14,
2023-11-01 09:57:44,,,,True
2023-11-01 09:57:50,,,,True
2023-11-01 10:03:38,1797.0,24.6,44.92,
2023-11-01 10:13:42,1905.0,24.6,45.31,
2023-11-01 10:23:46,1905.0,24.6,44.92,
2023-11-01 10:27:44,,,,True
2023-11-01 10:27:50,,,,True
2023-11-01 10:33:51,1968.0,24.6,44.92,
2023-11-01 10:34:42,,,,False
2023-11-01 10:43:55,1884.0,24.6,44.92,
