datetime,closed,motor_position,motor_range,trv_temperature,target_temperature,co2,temperature,humidity
2023-11-01 06:21:16,,550.0,550.0,27.1,16.0,,,
2023-11-01 06:26:20,,,,,,844.0,21.9,53.91
2023-11-01 06:31:17,,550.0,550.0,27.1,16.0,,,
2023-11-01 06:36:22,,,,,,787.0,21.8,53.91
2023-11-01 06:38:16,True,,,,,,,
2023-11-01 06:38:22,True,,,,,,,
2023-11-01 06:41:18,,550.0,550.0,27.1,16.0,,,
2023-11-01 06:46:25,,,,,,820.0,21.8,53.91
2023-11-01 06:51:19,,550.0,550.0,27.1,16.0,,,
2023-11-01 06:56:27,,,,,,808.0,21.8,53.91
2023-11-01 07:01:20,,550.0,550.0,27.1,16.0,,,
2023-11-01 07:06:29,,,,,,793.0,21.8,53.52
2023-11-01 07:08:16,True,,,,,,,
2023-11-01 07:08:22,True,,,,,,,
2023-11-01 07:11:21,,550.0,550.0,27.1,16.0,,,
2023-11-01 07:16:32,,,,,,828.0,21.8,53.52
2023-11-01 07:21:22,,550.0,550.0,27.1,16.0,,,
2023-11-01 07:26:34,,,,,,768.0,21.8,53.52
2023-11-01 07:31:23,,550.0,550.0,27.1,16.0,,,
2023-11-01 07:36:37,,,,,,777.0,21.8,53.52
2023-11-01 07:38:16,True,,,,,,,
2023-11-01 07:38:22,True,,,,,,,
2023-11-01 07:41:24,,550.0,550.0,27.1,16.0,,,
2023-11-01 07:46:39,,,,,,756.0,21.8,53.52
2023-11-01 07:51:25,,550.0,550.0,27.3,16.0,,,
2023-11-01 07:56:41,,,,,,755.0,21.9,52.34
2023-11-01 08:01:26,,550.0,550.0,27.6,16.0,,,
2023-11-01 08:06:43,,,,,,808.0,22.0,50.78
2023-11-01 08:08:16,True,,,,,,,
2023-11-01 08:08:22,True,,,,,,,
2023-11-01 08:11:27,,550.0,550.0,27.8,16.0,,,
2023-11-01 08:16:49,,,,,,984.0,22.1,52.34
2023-11-01 08:21:28,,550.0,550.0,27.8,16.0,,,
2023-11-01 08:26:51,,,,,,886.0,22.2,51.17
2023-11-01 08:31:29,,550.0,550.0,27.8,16.0,,,
2023-11-01 08:36:58,,,,,,829.0,22.3,50.0
2023-11-01 08:38:16,True,,,,,,,
2023-11-01 08:38:22,True,,,,,,,
2023-11-01 08:41:30,,550.0,550.0,27.8,16.0,,,
2023-11-01 08:47:00,,,,,,823.0,22.4,50.0
2023-11-01 08:51:31,,550.0,550.0,27.8,16.0,,,
2023-11-01 08:57:03,,,,,,869.0,22.4,50.0
2023-11-01 09:01:32,,550.0,550.0,27.6,16.0,,,
2023-11-01 09:07:09,,,,,,957.0,22.4,50.39
2023-11-01 09:08:16,True,,,,,,,
2023-11-01 09:08:22,True,,,,,,,
2023-11-01 09:11:32,,550.0,550.0,27.8,16.0,,,
2023-11-01 09:17:12,,,,,,931.0,22.4,50.39
2023-11-01 09:21:33,,550.0,550.0,27.8,16.0,,,
2023-11-01 09:27:18,,,,,,928.0,22.4,50.78
2023-11-01 09:31:34,,550.0,550.0,27.6,16.0,,,
2023-11-01 09:37:24,,,,,,953.0,22.4,50.78
2023-11-01 09:38:15,True,,,,,,,
2023-11-01 09:38:21,True,,,,,,,
2023-11-01 09:41:35,,550.0,550.0,27.5,16.0,,,
2023-11-01 09:47:31,,,,,,919.0,22.3,50.78
2023-11-01 09:51:36,,550.0,550.0,27.5,16.0,,,
2023-11-01 09:57:38,,,,,,911.0,22.3,50.78
2023-11-01 10:01:37,,550.0,550.0,27.5,16.0,,,
2023-11-01 10:07:42,,,,,,925.0,22.3,51.17
2023-11-01 10:08:15,True,,,,,,,
2023-11-01 10:08:21,True,,,,,,,
2023-11-01 10:11:38,,550.0,550.0,27.3,16.0,,,
2023-11-01 10:17:49,,,,,,873.0,22.3,51.17
2023-11-01 10:21:39,,550.0,550.0,27.3,16.0,,,
2023-11-01 10:27:55,,,,,,922.0,22.3,51.17
2023-11-01 10:31:40,,550.0,550.0,27.3,16.0,,,
2023-11-01 10:38:01,,,,,,906.0,22.3,51.17
2023-11-01 10:38:15,True,,,,,,,
2023-11-01 10:38:21,True,,,,,,,
2023-11-01 10:41:41,,550.0,550.0,27.3,16.0,,,
2023-11-01 10:48:08,,,,,,889.0,22.3,51.17
2023-11-01 10:51:42,,550.0,550.0,27.3,16.0,,,
2023-11-01 10:58:14,,,,,,892.0,22.3,51.17
2023-11-01 11:01:43,,550.0,550.0,27.3,16.0,,,
2023-11-01 11:08:15,True,,,,,,,
2023-11-01 11:08:21,,,,,,868.0,22.3,51.17
2023-11-01 11:08:21,True,,,,,,,
2023-11-01 11:11:44,,550.0,550.0,27.1,16.0,,,
2023-11-01 11:17:55,,,,,,868.0,22.3,51.17
2023-11-01 11:21:45,,550.0,550.0,27.1,16.0,,,
2023-11-01 11:28:10,,,,,,879.0,22.3,51.17
2023-11-01 11:31:46,,550.0,550.0,27.1,16.0,,,
2023-11-01 11:38:15,True,,,,,,,
2023-11-01 11:38:21,True,,,,,,,
2023-11-01 11:38:29,,,,,,867.0,22.3,51.56
2023-11-01 11:41:47,,550.0,550.0,27.1,16.0,,,
2023-11-01 11:48:49,,,,,,913.0,22.3,51.17
2023-11-01 11:51:48,,550.0,550.0,27.1,16.0,,,
2023-11-01 11:58:54,,,,,,914.0,22.3,51.17
2023-11-01 12:01:49,,550.0,550.0,27.1,16.0,,,
2023-11-01 12:08:15,True,,,,,,,
2023-11-01 12:08:21,True,,,,,,,
2023-11-01 12:08:59,,,,,,856.0,22.3,51.56
2023-11-01 12:11:49,,550.0,550.0,27.1,16.0,,,
2023-11-01 12:19:05,,,,,,901.0,22.3,51.56
2023-11-01 12:21:50,,550.0,550.0,26.8,16.0,,,
2023-11-01 12:29:12,,,,,,1155.0,22.4,50.39
2023-11-01 12:31:51,,550.0,550.0,26.6,16.0,,,
2023-11-01 12:38:15,True,,,,,,,
2023-11-01 12:39:18,,,,,,1174.0,22.5,50.39
2023-11-01 12:41:52,,550.0,550.0,26.2,16.0,,,
2023-11-01 12:49:24,,,,,,1293.0,22.6,51.17
2023-11-01 12:51:53,,550.0,550.0,26.2,16.0,,,
2023-11-01 12:59:31,,,,,,1363.0,22.7,50.78
2023-11-01 13:01:54,,550.0,550.0,26.1,16.0,,,
2023-11-01 13:08:14,True,,,,,,,
2023-11-01 13:08:20,True,,,,,,,
2023-11-01 13:09:37,,,,,,1357.0,22.8,50.78
2023-11-01 13:11:55,,550.0,550.0,26.1,16.0,,,
2023-11-01 13:19:43,,,,,,1483.0,22.9,51.56
2023-11-01 13:21:56,,550.0,550.0,26.1,16.0,,,
2023-11-01 13:29:50,,,,,,1607.0,22.9,51.56
2023-11-01 13:31:57,,550.0,550.0,26.1,16.0,,,
2023-11-01 13:38:14,True,,,,,,,
2023-11-01 13:38:20,True,,,,,,,
2023-11-01 13:39:52,,,,,,1646.0,23.0,51.95
2023-11-01 13:41:58,,550.0,550.0,26.1,16.0,,,
2023-11-01 13:49:55,,,,,,1876.0,23.1,52.73
2023-11-01 13:51:59,,550.0,550.0,26.1,16.0,,,
2023-11-01 14:02:00,,550.0,550.0,26.1,16.0,,,
2023-11-01 14:08:14,True,,,,,,,
2023-11-01 14:08:20,True,,,,,,,
2023-11-01 14:10:07,,,,,,1770.0,23.1,51.17
2023-11-01 14:12:01,,550.0,550.0,26.1,16.0,,,
2023-11-01 14:20:14,,,,,,1675.0,23.2,50.78
2023-11-01 14:22:02,,550.0,550.0,26.1,16.0,,,
2023-11-01 14:30:04,,,,,,1681.0,23.2,50.39
2023-11-01 14:32:03,,550.0,550.0,26.1,16.0,,,
2023-11-01 14:38:14,True,,,,,,,
2023-11-01 14:38:20,True,,,,,,,
2023-11-01 14:40:27,,,,,,1537.0,23.2,49.61
2023-11-01 14:42:04,,550.0,550.0,26.1,16.0,,,
2023-11-01 14:50:33,,,,,,1500.0,23.2,48.83
2023-11-01 14:52:04,,550.0,550.0,25.9,16.0,,,
2023-11-01 15:00:39,,,,,,1535.0,23.2,48.83
2023-11-01 15:02:05,,550.0,550.0,25.9,16.0,,,
2023-11-01 15:08:14,True,,,,,,,
2023-11-01 15:08:20,True,,,,,,,
2023-11-01 15:10:46,,,,,,1587.0,23.2,49.22
2023-11-01 15:12:06,,550.0,550.0,25.9,16.0,,,
2023-11-01 15:20:52,,,,,,1618.0,23.3,49.22
2023-11-01 15:22:07,,550.0,550.0,25.9,16.0,,,
2023-11-01 15:30:59,,,,,,1537.0,23.3,48.83
2023-11-01 15:32:08,,550.0,550.0,25.9,16.0,,,
2023-11-01 15:38:14,True,,,,,,,
2023-11-01 15:38:20,True,,,,,,,
2023-11-01 15:41:05,,,,,,1549.0,23.3,48.83
2023-11-01 15:42:09,,550.0,550.0,25.9,16.0,,,
2023-11-01 15:51:11,,,,,,1529.0,23.3,48.44
2023-11-01 15:52:10,,550.0,550.0,25.9,16.0,,,
2023-11-01 16:01:18,,,,,,1509.0,23.3,48.44
2023-11-01 16:02:11,,550.0,550.0,25.9,16.0,,,
2023-11-01 16:08:13,True,,,,,,,
2023-11-01 16:08:19,True,,,,,,,
2023-11-01 16:11:28,,,,,,1445.0,23.2,48.83
2023-11-01 16:12:12,,550.0,550.0,26.1,16.0,,,
2023-11-01 16:21:14,,,,,,1423.0,23.1,48.83
2023-11-01 16:22:13,,550.0,550.0,26.2,16.0,,,
2023-11-01 16:31:33,,,,,,1484.0,23.0,49.22
2023-11-01 16:32:14,,550.0,550.0,26.4,16.0,,,
2023-11-01 16:38:13,True,,,,,,,
2023-11-01 16:38:19,True,,,,,,,
2023-11-01 16:41:39,,,,,,1425.0,23.0,49.22
2023-11-01 16:42:15,,550.0,550.0,26.8,16.0,,,
2023-11-01 16:51:46,,,,,,1446.0,22.9,49.22
2023-11-01 16:52:16,,550.0,550.0,26.9,16.0,,,
2023-11-01 17:01:52,,,,,,1450.0,22.8,49.61
2023-11-01 17:02:17,,550.0,550.0,27.1,16.0,,,
2023-11-01 17:08:13,True,,,,,,,
2023-11-01 17:08:19,True,,,,,,,
2023-11-01 17:11:58,,,,,,1391.0,22.8,50.0
2023-11-01 17:12:18,,550.0,550.0,27.1,16.0,,,
2023-11-01 17:22:05,,,,,,1395.0,22.7,50.0
2023-11-01 17:22:19,,550.0,550.0,27.3,16.0,,,
2023-11-01 17:32:11,,,,,,1367.0,22.7,50.0
2023-11-01 17:32:20,,550.0,550.0,27.5,16.0,,,
2023-11-01 17:38:13,True,,,,,,,
2023-11-01 17:38:19,True,,,,,,,
2023-11-01 17:42:17,,,,,,1331.0,22.6,50.0
2023-11-01 17:42:20,,550.0,550.0,27.5,16.0,,,
2023-11-01 17:51:52,,,,,,1331.0,22.6,50.0
2023-11-01 17:52:21,,550.0,550.0,27.5,16.0,,,
2023-11-01 18:02:06,,,,,,1403.0,22.5,50.39
2023-11-01 18:02:22,,550.0,550.0,27.3,16.0,,,
2023-11-01 18:08:13,True,,,,,,,
2023-11-01 18:08:19,True,,,,,,,
2023-11-01 18:12:23,,550.0,550.0,27.3,16.0,,,
2023-11-01 18:12:27,,,,,,1341.0,22.5,50.39
2023-11-01 18:22:24,,550.0,550.0,27.3,16.0,,,
2023-11-01 18:22:46,,,,,,1287.0,22.5,50.39
2023-11-01 18:32:25,,550.0,550.0,27.1,16.0,,,
2023-11-01 18:32:50,,,,,,1274.0,22.4,50.39
2023-11-01 18:38:13,True,,,,,,,
2023-11-01 18:38:19,True,,,,,,,
2023-11-01 18:42:26,,550.0,550.0,27.1,16.0,,,
2023-11-01 18:42:57,,,,,,1313.0,22.4,50.39
2023-11-01 18:52:27,,550.0,550.0,27.1,16.0,,,
2023-11-01 18:53:03,,,,,,1285.0,22.4,50.78
2023-11-01 19:02:28,,550.0,550.0,27.1,16.0,,,
2023-11-01 19:03:10,,,,,,1252.0,22.3,50.78
2023-11-01 19:08:12,True,,,,,,,
2023-11-01 19:08:18,True,,,,,,,
2023-11-01 19:12:29,,550.0,550.0,27.1,16.0,,,
2023-11-01 19:13:16,,,,,,1279.0,22.3,50.78
2023-11-01 19:22:30,,550.0,550.0,27.1,16.0,,,
2023-11-01 19:23:22,,,,,,1263.0,22.3,50.78
2023-11-01 19:32:31,,550.0,550.0,27.1,16.0,,,
2023-11-01 19:33:29,,,,,,1243.0,22.2,50.78
2023-11-01 19:38:12,True,,,,,,,
2023-11-01 19:38:18,True,,,,,,,
2023-11-01 19:42:32,,550.0,550.0,27.1,16.0,,,
2023-11-01 19:43:35,,,,,,1265.0,22.2,50.78
2023-11-01 19:52:33,,550.0,550.0,27.1,16.0,,,
2023-11-01 19:53:41,,,,,,1249.0,22.2,50.78
2023-11-01 20:02:34,,550.0,550.0,26.9,16.0,,,
2023-11-01 20:03:48,,,,,,1253.0,22.2,51.17
2023-11-01 20:08:12,True,,,,,,,
2023-11-01 20:08:18,True,,,,,,,
2023-11-01 20:12:35,,550.0,550.0,26.9,16.0,,,
2023-11-01 20:13:54,,,,,,1201.0,22.2,51.17
2023-11-01 20:22:35,,550.0,550.0,26.8,16.0,,,
2023-11-01 20:23:59,,,,,,1266.0,22.1,51.17
2023-11-01 20:32:36,,550.0,550.0,26.8,16.0,,,
2023-11-01 20:34:06,,,,,,1212.0,22.1,51.17
2023-11-01 20:38:12,True,,,,,,,
2023-11-01 20:38:18,True,,,,,,,
2023-11-01 20:42:37,,550.0,550.0,26.8,16.0,,,
2023-11-01 20:44:12,,,,,,1149.0,22.1,51.17
2023-11-01 20:52:38,,550.0,550.0,26.6,16.0,,,
2023-11-01 20:54:19,,,,,,1205.0,22.1,51.56
2023-11-01 21:02:39,,550.0,550.0,26.6,16.0,,,
2023-11-01 21:04:25,,,,,,1152.0,22.1,51.17
2023-11-01 21:08:12,True,,,,,,,
2023-11-01 21:08:18,True,,,,,,,
2023-11-01 21:12:40,,550.0,550.0,26.4,16.0,,,
2023-11-01 21:14:31,,,,,,1175.0,22.1,51.56
2023-11-01 21:22:41,,550.0,550.0,26.4,16.0,,,
2023-11-01 21:24:38,,,,,,1142.0,22.1,51.56
2023-11-01 21:32:42,,550.0,550.0,26.4,16.0,,,
2023-11-01 21:34:44,,,,,,1219.0,22.0,51.56
2023-11-01 21:38:12,True,,,,,,,
2023-11-01 21:38:18,True,,,,,,,
2023-11-01 21:42:43,,550.0,550.0,26.4,16.0,,,
2023-11-01 21:44:51,,,,,,1145.0,22.0,51.56
2023-11-01 21:52:44,,550.0,550.0,26.2,16.0,,,
2023-11-01 21:54:57,,,,,,1163.0,22.0,51.56
2023-11-01 22:02:45,,550.0,550.0,26.2,16.0,,,
2023-11-01 22:05:03,,,,,,1150.0,22.0,51.56
2023-11-01 22:08:12,True,,,,,,,
2023-11-01 22:08:18,True,,,,,,,
2023-11-01 22:12:46,,550.0,550.0,26.2,16.0,,,
2023-11-01 22:15:10,,,,,,1125.0,22.0,51.56
2023-11-01 22:22:47,,550.0,550.0,26.2,16.0,,,
2023-11-01 22:25:16,,,,,,1138.0,22.0,51.56
2023-11-01 22:32:48,,550.0,550.0,26.2,16.0,,,
2023-11-01 22:35:22,,,,,,1149.0,22.0,51.95
2023-11-01 22:38:11,True,,,,,,,
2023-11-01 22:38:17,True,,,,,,,
2023-11-01 22:42:49,,550.0,550.0,26.2,16.0,,,
2023-11-01 22:45:29,,,,,,1133.0,22.0,51.95
2023-11-01 22:52:50,,550.0,550.0,26.1,16.0,,,
2023-11-01 22:55:31,,,,,,1159.0,21.9,51.95
2023-11-01 23:02:51,,550.0,550.0,26.1,16.0,,,
2023-11-01 23:05:34,,,,,,1121.0,21.9,51.95
2023-11-01 23:08:11,True,,,,,,,
2023-11-01 23:08:17,True,,,,,,,
2023-11-01 23:12:52,,550.0,550.0,26.1,16.0,,,
2023-11-01 23:15:40,,,,,,1125.0,21.9,51.95
2023-11-01 23:22:52,,550.0,550.0,26.1,16.0,,,
2023-11-01 23:25:46,,,,,,1084.0,21.9,51.95
2023-11-01 23:32:54,,550.0,550.0,26.1,16.0,,,
2023-11-01 23:35:53,,,,,,1132.0,21.9,51.95
2023-11-01 23:38:11,True,,,,,,,
2023-11-01 23:38:17,True,,,,,,,
2023-11-01 23:42:54,,550.0,550.0,26.1,16.0,,,
2023-11-01 23:45:59,,,,,,1064.0,21.9,51.95
2023-11-01 23:52:55,,550.0,550.0,25.9,16.0,,,
2023-11-01 23:56:06,,,,,,1069.0,21.9,51.95
2023-11-02 00:02:56,,550.0,550.0,25.9,16.0,,,
2023-11-02 00:06:12,,,,,,1058.0,21.9,51.95
2023-11-02 00:08:11,True,,,,,,,
2023-11-02 00:08:17,True,,,,,,,
2023-11-02 00:12:57,,550.0,550.0,25.9,16.0,,,
2023-11-02 00:16:18,,,,,,1089.0,21.9,51.95
2023-11-02 00:22:58,,550.0,550.0,25.7,16.0,,,
2023-11-02 00:25:53,,,,,,1089.0,21.9,51.95
2023-11-02 00:32:59,,550.0,550.0,25.7,16.0,,,
2023-11-02 00:36:07,,,,,,1075.0,21.9,51.95
2023-11-02 00:38:11,True,,,,,,,
2023-11-02 00:38:17,True,,,,,,,
2023-11-02 00:43:00,,550.0,550.0,25.7,16.0,,,
2023-11-02 00:46:27,,,,,,1005.0,21.8,51.95
2023-11-02 00:53:01,,550.0,550.0,25.7,16.0,,,
2023-11-02 00:56:47,,,,,,1094.0,21.8,51.95
2023-11-02 01:03:02,,550.0,550.0,25.5,16.0,,,
2023-11-02 01:06:51,,,,,,1017.0,21.8,51.95
2023-11-02 01:08:11,True,,,,,,,
2023-11-02 01:08:17,True,,,,,,,
2023-11-02 01:13:03,,550.0,550.0,25.5,16.0,,,
2023-11-02 01:16:58,,,,,,1053.0,21.8,51.95
2023-11-02 01:23:04,,550.0,550.0,25.5,16.0,,,
2023-11-02 01:27:04,,,,,,1012.0,21.8,52.34
2023-11-02 01:33:05,,550.0,550.0,25.5,16.0,,,
2023-11-02 01:37:10,,,,,,1102.0,21.8,51.95
2023-11-02 01:38:11,True,,,,,,,
2023-11-02 01:38:16,True,,,,,,,
2023-11-02 01:43:06,,550.0,550.0,25.5,16.0,,,
2023-11-02 01:47:17,,,,,,1017.0,21.8,51.95
2023-11-02 01:53:07,,550.0,550.0,25.4,16.0,,,
2023-11-02 01:57:23,,,,,,983.0,21.8,52.34
2023-11-02 02:03:07,,550.0,550.0,25.4,16.0,,,
2023-11-02 02:07:30,,,,,,981.0,21.8,52.34
2023-11-02 02:08:10,True,,,,,,,
2023-11-02 02:08:16,True,,,,,,,
2023-11-02 02:13:08,,550.0,550.0,25.4,16.0,,,
2023-11-02 02:17:36,,,,,,971.0,21.8,52.34
2023-11-02 02:23:09,,550.0,550.0,25.4,16.0,,,
2023-11-02 02:27:42,,,,,,982.0,21.7,52.34
2023-11-02 02:33:10,,550.0,550.0,25.4,16.0,,,
2023-11-02 02:37:49,,,,,,979.0,21.7,52.34
2023-11-02 02:38:10,True,,,,,,,
2023-11-02 02:38:16,True,,,,,,,
2023-11-02 02:43:11,,550.0,550.0,25.5,16.0,,,
2023-11-02 02:47:55,,,,,,956.0,21.7,52.34
2023-11-02 02:53:12,,550.0,550.0,25.5,16.0,,,
2023-11-02 02:58:01,,,,,,939.0,21.7,52.34
2023-11-02 03:03:13,,550.0,550.0,25.5,16.0,,,
2023-11-02 03:08:08,,,,,,937.0,21.7,52.34
2023-11-02 03:08:10,True,,,,,,,
2023-11-02 03:08:16,True,,,,,,,
2023-11-02 03:13:14,,550.0,550.0,25.5,16.0,,,
2023-11-02 03:18:14,,,,,,945.0,21.7,52.34
2023-11-02 03:23:15,,550.0,550.0,25.5,16.0,,,
2023-11-02 03:28:21,,,,,,921.0,21.7,52.34
2023-11-02 03:33:16,,550.0,550.0,25.5,16.0,,,
2023-11-02 03:38:10,True,,,,,,,
2023-11-02 03:38:16,True,,,,,,,
2023-11-02 03:38:27,,,,,,927.0,21.7,52.34
2023-11-02 03:43:17,,550.0,550.0,25.7,16.0,,,
2023-11-02 03:48:33,,,,,,899.0,21.7,52.34
2023-11-02 03:53:18,,550.0,550.0,25.7,16.0,,,
2023-11-02 03:58:40,,,,,,934.0,21.7,52.34
2023-11-02 04:03:19,,550.0,550.0,25.7,16.0,,,
2023-11-02 04:08:10,True,,,,,,,
2023-11-02 04:08:16,True,,,,,,,
2023-11-02 04:08:46,,,,,,920.0,21.7,52.34
2023-11-02 04:13:20,,550.0,550.0,25.7,16.0,,,
2023-11-02 04:18:53,,,,,,932.0,21.7,52.34
2023-11-02 04:23:21,,550.0,550.0,25.7,16.0,,,
2023-11-02 04:28:58,,,,,,905.0,21.7,52.34
2023-11-02 04:33:22,,550.0,550.0,25.7,16.0,,,
2023-11-02 04:38:10,True,,,,,,,
2023-11-02 04:38:16,True,,,,,,,
2023-11-02 04:39:04,,,,,,948.0,21.7,52.34
2023-11-02 04:43:23,,550.0,550.0,25.7,16.0,,,
2023-11-02 04:49:11,,,,,,889.0,21.7,52.73
2023-11-02 04:53:23,,550.0,550.0,25.7,16.0,,,
2023-11-02 04:59:17,,,,,,896.0,21.6,52.34
2023-11-02 05:03:24,,550.0,550.0,25.7,16.0,,,
2023-11-02 05:08:09,True,,,,,,,
2023-11-02 05:08:15,True,,,,,,,
2023-11-02 05:09:23,,,,,,872.0,21.6,52.73
2023-11-02 05:13:25,,550.0,550.0,25.7,16.0,,,
2023-11-02 05:19:30,,,,,,892.0,21.6,52.73
2023-11-02 05:23:26,,550.0,550.0,25.7,16.0,,,
2023-11-02 05:29:32,,,,,,871.0,21.6,52.73
2023-11-02 05:33:27,,550.0,550.0,25.7,16.0,,,
2023-11-02 05:38:09,True,,,,,,,
2023-11-02 05:38:15,True,,,,,,,
2023-11-02 05:39:35,,,,,,846.0,21.6,52.34
2023-11-02 05:43:28,,550.0,550.0,25.7,16.0,,,
