datetime,closed,motor_position,motor_range,trv_temperature,target_temperature,co2,temperature,humidity
2023-11-20 04:26:52,,,,,,426.0,21.8,42.97
2023-11-20 04:27:27,1.0,,,,,,,
2023-11-20 04:32:27,1.0,,,,,,,
2023-11-20 04:34:44,,532.0,532.0,26.2,21.0,,,
2023-11-20 04:37:16,,,,,,477.0,21.8,42.97
2023-11-20 04:37:27,1.0,,,,,,,
2023-11-20 04:42:27,1.0,,,,,,,
2023-11-20 04:44:45,,532.0,532.0,26.2,21.0,,,
2023-11-20 04:47:16,,,,,,436.0,21.7,42.97
2023-11-20 04:47:27,1.0,,,,,,,
2023-11-20 04:52:27,1.0,,,,,,,
2023-11-20 04:54:46,,532.0,532.0,26.2,21.0,,,
2023-11-20 04:57:24,,,,,,448.0,21.8,42.97
2023-11-20 04:57:27,1.0,,,,,,,
2023-11-20 05:02:27,1.0,,,,,,,
2023-11-20 05:04:47,,532.0,532.0,26.2,21.0,,,
2023-11-20 05:07:27,1.0,,,,,,,
2023-11-20 05:07:32,,,,,,521.0,21.8,42.97
2023-11-20 05:12:27,1.0,,,,,,,
2023-11-20 05:14:48,,532.0,532.0,26.2,21.0,,,
2023-11-20 05:17:24,,,,,,417.0,21.7,42.97
2023-11-20 05:17:27,1.0,,,,,,,
2023-11-20 05:22:27,1.0,,,,,,,
2023-11-20 05:24:49,,532.0,532.0,26.2,21.0,,,
2023-11-20 05:27:27,1.0,,,,,,,
2023-11-20 05:27:48,,,,,,513.0,21.8,42.97
2023-11-20 05:32:27,1.0,,,,,,,
2023-11-20 05:34:50,,532.0,532.0,26.2,21.0,,,
2023-11-20 05:37:27,1.0,,,,,,,
2023-11-20 05:37:40,,,,,,480.0,21.8,42.97
2023-11-20 05:42:27,1.0,,,,,,,
2023-11-20 05:44:51,,532.0,532.0,26.2,21.0,,,
2023-11-20 05:47:27,1.0,,,,,,,
2023-11-20 05:48:04,,,,,,504.0,21.8,42.97
2023-11-20 05:52:27,1.0,,,,,,,
2023-11-20 05:57:26,1.0,,,,,,,
2023-11-20 05:58:06,,,,,,449.0,21.7,42.97
2023-11-20 06:02:26,1.0,,,,,,,
2023-11-20 06:04:53,,532.0,532.0,26.2,21.0,,,
2023-11-20 06:07:27,1.0,,,,,,,
2023-11-20 06:08:07,,,,,,426.0,21.8,42.97
2023-11-20 06:12:26,1.0,,,,,,,
2023-11-20 06:14:54,,532.0,532.0,26.2,21.0,,,
2023-11-20 06:17:26,1.0,,,,,,,
2023-11-20 06:18:08,,,,,,477.0,21.7,42.97
2023-11-20 06:22:26,1.0,,,,,,,
2023-11-20 06:24:55,,532.0,532.0,26.2,21.0,,,
2023-11-20 06:27:26,1.0,,,,,,,
2023-11-20 06:28:09,,,,,,454.0,21.8,42.97
2023-11-20 06:32:26,1.0,,,,,,,
2023-11-20 06:34:55,,532.0,532.0,26.2,21.0,,,
2023-11-20 06:37:26,1.0,,,,,,,
2023-11-20 06:38:12,,,,,,458.0,21.8,42.97
2023-11-20 06:42:26,1.0,,,,,,,
2023-11-20 06:44:56,,532.0,532.0,26.1,21.0,,,
2023-11-20 06:47:26,1.0,,,,,,,
2023-11-20 06:48:14,,,,,,423.0,21.8,42.97
2023-11-20 06:52:26,1.0,,,,,,,
2023-11-20 06:54:57,,532.0,532.0,26.1,21.0,,,
2023-11-20 06:57:26,1.0,,,,,,,
2023-11-20 06:58:16,,,,,,442.0,21.8,42.97
2023-11-20 07:02:26,1.0,,,,,,,
2023-11-20 07:04:58,,532.0,532.0,26.1,21.0,,,
2023-11-20 07:07:26,1.0,,,,,,,
2023-11-20 07:08:19,,,,,,479.0,21.7,42.97
2023-11-20 07:12:26,1.0,,,,,,,
2023-11-20 07:14:59,,532.0,532.0,26.2,21.0,,,
2023-11-20 07:17:26,1.0,,,,,,,
2023-11-20 07:18:21,,,,,,477.0,21.8,42.97
2023-11-20 07:22:26,1.0,,,,,,,
2023-11-20 07:25:00,,532.0,532.0,26.2,21.0,,,
2023-11-20 07:27:26,1.0,,,,,,,
2023-11-20 07:28:24,,,,,,464.0,21.8,42.97
2023-11-20 07:32:26,1.0,,,,,,,
2023-11-20 07:35:01,,532.0,532.0,26.2,21.0,,,
2023-11-20 07:37:26,1.0,,,,,,,
2023-11-20 07:38:26,,,,,,488.0,21.8,42.97
2023-11-20 07:42:26,1.0,,,,,,,
2023-11-20 07:45:02,,532.0,532.0,26.2,21.0,,,
2023-11-20 07:47:26,1.0,,,,,,,
2023-11-20 07:48:28,,,,,,495.0,21.8,42.97
2023-11-20 07:52:26,1.0,,,,,,,
2023-11-20 07:55:03,,532.0,532.0,26.2,21.0,,,
2023-11-20 07:57:26,1.0,,,,,,,
2023-11-20 08:02:26,1.0,,,,,,,
2023-11-20 08:05:04,,532.0,532.0,26.2,21.0,,,
2023-11-20 08:07:26,1.0,,,,,,,
2023-11-20 08:08:32,,,,,,464.0,21.8,42.97
2023-11-20 08:12:26,1.0,,,,,,,
2023-11-20 08:15:05,,532.0,532.0,26.2,21.0,,,
2023-11-20 08:17:26,1.0,,,,,,,
2023-11-20 08:18:34,,,,,,503.0,21.8,42.97
2023-11-20 08:22:26,1.0,,,,,,,
2023-11-20 08:25:06,,532.0,532.0,26.2,21.0,,,
2023-11-20 08:27:26,1.0,,,,,,,
2023-11-20 08:28:37,,,,,,503.0,21.8,42.97
2023-11-20 08:32:26,1.0,,,,,,,
2023-11-20 08:35:07,,532.0,532.0,26.4,21.0,,,
2023-11-20 08:37:26,1.0,,,,,,,
2023-11-20 08:38:39,,,,,,506.0,21.8,42.97
2023-11-20 08:42:26,1.0,,,,,,,
2023-11-20 08:45:08,,532.0,532.0,26.4,21.0,,,
2023-11-20 08:47:26,1.0,,,,,,,
2023-11-20 08:48:26,,,,,,486.0,21.8,42.97
2023-11-20 08:52:26,1.0,,,,,,,
2023-11-20 08:55:09,,532.0,532.0,26.4,21.0,,,
2023-11-20 08:57:26,1.0,,,,,,,
2023-11-20 08:58:44,,,,,,514.0,21.8,42.97
2023-11-20 09:02:26,1.0,,,,,,,
2023-11-20 09:05:10,,532.0,532.0,26.2,21.0,,,
2023-11-20 09:07:26,1.0,,,,,,,
2023-11-20 09:08:46,,,,,,500.0,21.8,42.97
2023-11-20 09:12:26,1.0,,,,,,,
2023-11-20 09:15:11,,532.0,532.0,26.4,21.0,,,
2023-11-20 09:17:26,1.0,,,,,,,
2023-11-20 09:18:49,,,,,,511.0,21.8,42.97
2023-11-20 09:22:26,1.0,,,,,,,
2023-11-20 09:25:12,,532.0,532.0,26.4,21.0,,,
2023-11-20 09:27:26,1.0,,,,,,,
2023-11-20 09:28:51,,,,,,540.0,21.8,42.97
2023-11-20 09:32:26,1.0,,,,,,,
2023-11-20 09:35:13,,532.0,532.0,26.4,21.0,,,
2023-11-20 09:37:26,1.0,,,,,,,
2023-11-20 09:38:54,,,,,,494.0,21.9,42.58
2023-11-20 09:42:26,1.0,,,,,,,
2023-11-20 09:45:13,,532.0,532.0,26.4,21.0,,,
2023-11-20 09:47:26,1.0,,,,,,,
2023-11-20 09:48:56,,,,,,531.0,21.8,42.97
2023-11-20 09:52:26,1.0,,,,,,,
2023-11-20 09:55:14,,532.0,532.0,26.4,21.0,,,
2023-11-20 09:57:26,1.0,,,,,,,
2023-11-20 09:58:41,,,,,,530.0,21.9,42.97
2023-11-20 10:02:26,1.0,,,,,,,
2023-11-20 10:05:15,,532.0,532.0,26.4,21.0,,,
2023-11-20 10:07:26,1.0,,,,,,,
2023-11-20 10:09:00,,,,,,536.0,21.9,42.58
2023-11-20 10:12:26,1.0,,,,,,,
2023-11-20 10:15:16,,532.0,532.0,26.4,21.0,,,
2023-11-20 10:17:26,1.0,,,,,,,
2023-11-20 10:19:02,,,,,,495.0,21.9,42.97
2023-11-20 10:22:26,1.0,,,,,,,
2023-11-20 10:25:17,,532.0,532.0,26.4,21.0,,,
2023-11-20 10:27:26,1.0,,,,,,,
2023-11-20 10:29:04,,,,,,547.0,21.9,42.58
2023-11-20 10:35:18,,532.0,532.0,26.4,21.0,,,
2023-11-20 10:37:26,1.0,,,,,,,
2023-11-20 10:39:07,,,,,,550.0,21.8,42.97
2023-11-20 10:42:26,1.0,,,,,,,
2023-11-20 10:45:19,,532.0,532.0,26.4,21.0,,,
2023-11-20 10:47:26,1.0,,,,,,,
2023-11-20 10:49:09,,,,,,458.0,21.9,42.97
2023-11-20 10:52:26,1.0,,,,,,,
2023-11-20 10:55:20,,532.0,532.0,26.4,21.0,,,
2023-11-20 10:57:26,1.0,,,,,,,
2023-11-20 10:59:12,,,,,,573.0,21.9,42.97
2023-11-20 11:02:26,1.0,,,,,,,
2023-11-20 11:05:21,,532.0,532.0,26.4,21.0,,,
2023-11-20 11:07:26,1.0,,,,,,,
2023-11-20 11:08:58,,,,,,544.0,21.9,42.97
2023-11-20 11:12:26,1.0,,,,,,,
2023-11-20 11:15:22,,532.0,532.0,26.4,21.0,,,
2023-11-20 11:17:26,1.0,,,,,,,
2023-11-20 11:19:16,,,,,,648.0,21.9,42.97
2023-11-20 11:22:26,1.0,,,,,,,
2023-11-20 11:25:23,,532.0,532.0,26.2,21.0,,,
2023-11-20 11:27:26,1.0,,,,,,,
2023-11-20 11:29:19,,,,,,621.0,21.9,42.97
2023-11-20 11:32:26,1.0,,,,,,,
2023-11-20 11:35:24,,532.0,532.0,26.4,21.0,,,
2023-11-20 11:37:25,1.0,,,,,,,
2023-11-20 11:38:49,,,,,,621.0,21.9,42.97
2023-11-20 11:42:25,1.0,,,,,,,
2023-11-20 11:45:25,,532.0,532.0,26.4,21.0,,,
2023-11-20 11:47:25,1.0,,,,,,,
2023-11-20 11:48:59,,,,,,624.0,21.9,42.97
2023-11-20 11:52:25,1.0,,,,,,,
2023-11-20 11:55:26,,532.0,532.0,26.4,21.0,,,
2023-11-20 11:57:25,1.0,,,,,,,
2023-11-20 11:59:15,,,,,,671.0,22.0,42.97
2023-11-20 12:02:25,1.0,,,,,,,
2023-11-20 12:05:27,,532.0,532.0,26.4,21.0,,,
2023-11-20 12:07:25,1.0,,,,,,,
2023-11-20 12:09:32,,,,,,650.0,22.0,42.97
2023-11-20 12:12:25,1.0,,,,,,,
2023-11-20 12:15:28,,532.0,532.0,26.4,21.0,,,
2023-11-20 12:17:25,1.0,,,,,,,
2023-11-20 12:19:32,,,,,,603.0,22.0,42.97
2023-11-20 12:22:25,1.0,,,,,,,
2023-11-20 12:27:25,1.0,,,,,,,
2023-11-20 12:29:18,,,,,,628.0,22.0,42.97
2023-11-20 12:32:25,1.0,,,,,,,
2023-11-20 12:35:29,,532.0,532.0,26.4,21.0,,,
2023-11-20 12:37:25,1.0,,,,,,,
2023-11-20 12:39:36,,,,,,696.0,22.0,42.97
2023-11-20 12:42:25,1.0,,,,,,,
2023-11-20 12:45:30,,532.0,532.0,26.4,21.0,,,
2023-11-20 12:47:25,1.0,,,,,,,
2023-11-20 12:49:39,,,,,,620.0,22.0,42.58
2023-11-20 12:52:25,1.0,,,,,,,
2023-11-20 12:55:32,,532.0,532.0,26.4,21.0,,,
2023-11-20 12:57:25,1.0,,,,,,,
2023-11-20 12:59:41,,,,,,683.0,22.0,42.97
2023-11-20 13:02:25,1.0,,,,,,,
2023-11-20 13:05:32,,532.0,532.0,26.4,21.0,,,
2023-11-20 13:07:25,1.0,,,,,,,
2023-11-20 13:09:44,,,,,,581.0,22.0,42.97
2023-11-20 13:12:25,1.0,,,,,,,
2023-11-20 13:15:33,,532.0,532.0,26.4,21.0,,,
2023-11-20 13:17:25,1.0,,,,,,,
2023-11-20 13:19:46,,,,,,720.0,22.0,42.97
2023-11-20 13:22:25,1.0,,,,,,,
2023-11-20 13:25:34,,532.0,532.0,26.4,21.0,,,
2023-11-20 13:27:25,1.0,,,,,,,
2023-11-20 13:29:48,,,,,,657.0,22.0,42.97
2023-11-20 13:32:25,1.0,,,,,,,
2023-11-20 13:35:35,,532.0,532.0,26.4,21.0,,,
2023-11-20 13:37:25,1.0,,,,,,,
2023-11-20 13:39:35,,,,,,710.0,22.1,42.97
2023-11-20 13:42:25,1.0,,,,,,,
2023-11-20 13:45:36,,532.0,532.0,26.6,21.0,,,
2023-11-20 13:47:25,1.0,,,,,,,
2023-11-20 13:49:53,,,,,,683.0,22.0,42.97
2023-11-20 13:52:25,1.0,,,,,,,
2023-11-20 13:55:41,,532.0,532.0,26.6,21.0,,,
2023-11-20 13:57:25,1.0,,,,,,,
2023-11-20 13:59:54,,,,,,683.0,22.1,42.58
2023-11-20 14:02:25,1.0,,,,,,,
2023-11-20 14:05:38,,532.0,532.0,26.6,21.0,,,
2023-11-20 14:07:25,1.0,,,,,,,
2023-11-20 14:09:57,,,,,,725.0,22.0,42.58
2023-11-20 14:12:25,1.0,,,,,,,
2023-11-20 14:15:39,,532.0,532.0,26.6,21.0,,,
2023-11-20 14:17:25,1.0,,,,,,,
2023-11-20 14:19:59,,,,,,753.0,22.1,42.58
2023-11-20 14:22:25,1.0,,,,,,,
2023-11-20 14:25:40,,532.0,532.0,26.6,21.0,,,
2023-11-20 14:27:25,1.0,,,,,,,
2023-11-20 14:29:46,,,,,,701.0,22.1,42.58
2023-11-20 14:32:25,1.0,,,,,,,
2023-11-20 14:35:41,,532.0,532.0,26.6,21.0,,,
2023-11-20 14:37:25,1.0,,,,,,,
2023-11-20 14:42:25,1.0,,,,,,,
2023-11-20 14:45:42,,532.0,532.0,26.6,21.0,,,
2023-11-20 14:47:25,1.0,,,,,,,
2023-11-20 14:50:06,,,,,,762.0,22.1,42.58
2023-11-20 14:52:25,1.0,,,,,,,
2023-11-20 14:55:43,,532.0,532.0,26.6,21.0,,,
2023-11-20 14:57:25,1.0,,,,,,,
2023-11-20 15:00:09,,,,,,743.0,22.2,42.58
2023-11-20 15:02:25,1.0,,,,,,,
2023-11-20 15:05:44,,532.0,532.0,26.6,21.0,,,
2023-11-20 15:07:25,1.0,,,,,,,
2023-11-20 15:10:11,,,,,,761.0,22.1,42.97
2023-11-20 15:12:25,1.0,,,,,,,
2023-11-20 15:15:45,,532.0,532.0,26.4,21.0,,,
2023-11-20 15:17:25,1.0,,,,,,,
2023-11-20 15:19:58,,,,,,768.0,22.2,42.58
2023-11-20 15:22:25,1.0,,,,,,,
2023-11-20 15:25:45,,532.0,532.0,26.4,21.0,,,
2023-11-20 15:27:25,1.0,,,,,,,
2023-11-20 15:32:25,1.0,,,,,,,
2023-11-20 15:35:46,,532.0,532.0,26.4,21.0,,,
2023-11-20 15:37:25,1.0,,,,,,,
2023-11-20 15:40:18,,,,,,788.0,22.1,42.58
2023-11-20 15:42:25,1.0,,,,,,,
2023-11-20 15:45:47,,532.0,532.0,26.4,21.0,,,
2023-11-20 15:47:25,1.0,,,,,,,
2023-11-20 15:50:20,,,,,,826.0,22.2,42.58
2023-11-20 15:52:25,1.0,,,,,,,
2023-11-20 15:55:48,,532.0,532.0,26.4,21.0,,,
2023-11-20 15:57:25,1.0,,,,,,,
2023-11-20 16:00:21,,,,,,703.0,22.1,42.58
2023-11-20 16:02:25,1.0,,,,,,,
2023-11-20 16:05:49,,532.0,532.0,26.4,21.0,,,
2023-11-20 16:07:25,1.0,,,,,,,
2023-11-20 16:10:30,,,,,,705.0,22.2,42.58
2023-11-20 16:12:25,1.0,,,,,,,
2023-11-20 16:15:50,,532.0,532.0,26.4,21.0,,,
2023-11-20 16:17:25,1.0,,,,,,,
2023-11-20 16:20:38,,,,,,823.0,22.2,42.58
2023-11-20 16:22:25,1.0,,,,,,,
2023-11-20 16:25:51,,532.0,532.0,26.4,21.0,,,
2023-11-20 16:27:25,1.0,,,,,,,
2023-11-20 16:30:46,,,,,,783.0,22.2,42.58
2023-11-20 16:32:25,1.0,,,,,,,
2023-11-20 16:35:52,,532.0,532.0,26.4,21.0,,,
2023-11-20 16:37:25,1.0,,,,,,,
2023-11-20 16:40:54,,,,,,744.0,22.1,42.58
2023-11-20 16:42:25,1.0,,,,,,,
2023-11-20 16:45:53,,532.0,532.0,26.6,21.0,,,
2023-11-20 16:47:25,1.0,,,,,,,
2023-11-20 16:51:02,,,,,,750.0,22.2,42.58
2023-11-20 16:52:25,1.0,,,,,,,
2023-11-20 16:55:54,,532.0,532.0,26.6,21.0,,,
2023-11-20 16:57:25,1.0,,,,,,,
2023-11-20 17:01:10,,,,,,726.0,22.2,42.58
2023-11-20 17:02:25,1.0,,,,,,,
2023-11-20 17:05:55,,532.0,532.0,26.6,21.0,,,
2023-11-20 17:11:18,,,,,,742.0,22.2,42.58
2023-11-20 17:12:24,1.0,,,,,,,
2023-11-20 17:15:56,,532.0,532.0,26.6,21.0,,,
2023-11-20 17:17:24,1.0,,,,,,,
2023-11-20 17:21:26,,,,,,760.0,22.2,42.58
2023-11-20 17:22:24,1.0,,,,,,,
2023-11-20 17:25:57,,532.0,532.0,26.6,21.0,,,
2023-11-20 17:27:24,1.0,,,,,,,
2023-11-20 17:31:34,,,,,,760.0,22.2,42.58
2023-11-20 17:32:24,1.0,,,,,,,
2023-11-20 17:35:58,,532.0,532.0,26.8,21.0,,,
2023-11-20 17:37:24,1.0,,,,,,,
2023-11-20 17:41:45,,,,,,816.0,22.2,42.58
2023-11-20 17:42:24,1.0,,,,,,,
2023-11-20 17:45:59,,532.0,532.0,26.6,21.0,,,
2023-11-20 17:47:24,1.0,,,,,,,
2023-11-20 17:51:51,,,,,,755.0,22.2,42.58
2023-11-20 17:52:24,1.0,,,,,,,
2023-11-20 17:56:00,,532.0,532.0,26.8,21.0,,,
2023-11-20 17:57:24,1.0,,,,,,,
2023-11-20 18:01:52,,,,,,734.0,22.2,42.58
2023-11-20 18:02:24,1.0,,,,,,,
2023-11-20 18:06:01,,532.0,532.0,26.8,21.0,,,
2023-11-20 18:07:24,1.0,,,,,,,
2023-11-20 18:12:00,,,,,,771.0,22.2,42.58
2023-11-20 18:12:24,1.0,,,,,,,
2023-11-20 18:16:02,,532.0,532.0,26.8,21.0,,,
2023-11-20 18:17:24,1.0,,,,,,,
2023-11-20 18:22:08,,,,,,840.0,22.2,42.58
2023-11-20 18:22:24,1.0,,,,,,,
2023-11-20 18:26:02,,532.0,532.0,26.8,21.0,,,
2023-11-20 18:27:24,1.0,,,,,,,
2023-11-20 18:32:17,,,,,,885.0,22.2,42.58
2023-11-20 18:32:24,1.0,,,,,,,
2023-11-20 18:36:03,,532.0,532.0,26.8,21.0,,,
2023-11-20 18:37:24,1.0,,,,,,,
2023-11-20 18:42:24,1.0,,,,,,,
2023-11-20 18:42:25,,,,,,824.0,22.2,42.58
2023-11-20 18:46:04,,532.0,532.0,26.8,21.0,,,
2023-11-20 18:47:24,1.0,,,,,,,
2023-11-20 18:52:24,1.0,,,,,,,
2023-11-20 18:52:33,,,,,,771.0,22.2,42.58
2023-11-20 18:56:05,,532.0,532.0,26.8,21.0,,,
2023-11-20 18:57:25,1.0,,,,,,,
2023-11-20 19:02:24,1.0,,,,,,,
2023-11-20 19:02:34,,,,,,728.0,22.2,42.58
2023-11-20 19:06:06,,532.0,532.0,26.8,21.0,,,
2023-11-20 19:07:24,1.0,,,,,,,
2023-11-20 19:12:24,1.0,,,,,,,
2023-11-20 19:12:35,,,,,,737.0,22.2,42.58
2023-11-20 19:16:07,,532.0,532.0,26.8,21.0,,,
2023-11-20 19:17:24,1.0,,,,,,,
2023-11-20 19:22:24,1.0,,,,,,,
2023-11-20 19:22:38,,,,,,799.0,22.2,42.58
2023-11-20 19:26:08,,532.0,532.0,26.8,21.0,,,
2023-11-20 19:27:24,1.0,,,,,,,
2023-11-20 19:32:24,1.0,,,,,,,
2023-11-20 19:32:40,,,,,,804.0,22.3,42.58
2023-11-20 19:36:09,,532.0,532.0,26.8,21.0,,,
2023-11-20 19:37:24,1.0,,,,,,,
2023-11-20 19:42:24,1.0,,,,,,,
2023-11-20 19:42:42,,,,,,840.0,22.2,42.58
2023-11-20 19:46:10,,532.0,532.0,26.8,21.0,,,
2023-11-20 19:47:24,1.0,,,,,,,
2023-11-20 19:52:24,1.0,,,,,,,
2023-11-20 19:52:45,,,,,,887.0,22.3,42.58
2023-11-20 19:56:11,,532.0,532.0,26.8,21.0,,,
2023-11-20 19:57:24,1.0,,,,,,,
2023-11-20 20:02:24,1.0,,,,,,,
2023-11-20 20:02:31,,,,,,770.0,22.2,42.58
2023-11-20 20:06:12,,532.0,532.0,26.8,21.0,,,
2023-11-20 20:07:24,1.0,,,,,,,
2023-11-20 20:12:24,1.0,,,,,,,
2023-11-20 20:12:48,,,,,,845.0,22.2,42.58
2023-11-20 20:16:13,,532.0,532.0,26.8,21.0,,,
2023-11-20 20:17:24,1.0,,,,,,,
2023-11-20 20:22:24,1.0,,,,,,,
2023-11-20 20:22:51,,,,,,718.0,22.2,42.58
2023-11-20 20:26:14,,532.0,532.0,26.8,21.0,,,
2023-11-20 20:27:24,1.0,,,,,,,
2023-11-20 20:32:24,1.0,,,,,,,
2023-11-20 20:32:53,,,,,,736.0,22.2,42.58
2023-11-20 20:36:15,,532.0,532.0,26.8,21.0,,,
2023-11-20 20:37:24,1.0,,,,,,,
2023-11-20 20:42:24,1.0,,,,,,,
2023-11-20 20:42:56,,,,,,841.0,22.2,42.58
2023-11-20 20:46:16,,532.0,532.0,26.8,21.0,,,
2023-11-20 20:47:24,1.0,,,,,,,
2023-11-20 20:52:24,1.0,,,,,,,
2023-11-20 20:52:26,,,,,,841.0,22.2,42.58
2023-11-20 20:56:17,,532.0,532.0,26.8,21.0,,,
2023-11-20 20:57:24,1.0,,,,,,,
2023-11-20 21:02:24,1.0,,,,,,,
2023-11-20 21:02:36,,,,,,816.0,22.2,42.58
2023-11-20 21:06:18,,532.0,532.0,26.9,21.0,,,
2023-11-20 21:07:24,1.0,,,,,,,
2023-11-20 21:12:24,1.0,,,,,,,
2023-11-20 21:12:52,,,,,,770.0,22.3,42.58
2023-11-20 21:16:18,,532.0,532.0,26.9,21.0,,,
2023-11-20 21:17:24,1.0,,,,,,,
2023-11-20 21:22:24,1.0,,,,,,,
2023-11-20 21:23:08,,,,,,771.0,22.3,42.58
2023-11-20 21:26:20,,532.0,532.0,26.9,21.0,,,
2023-11-20 21:27:24,1.0,,,,,,,
2023-11-20 21:32:24,1.0,,,,,,,
2023-11-20 21:32:53,,,,,,754.0,22.2,42.58
2023-11-20 21:36:20,,532.0,532.0,26.9,21.0,,,
2023-11-20 21:37:24,1.0,,,,,,,
2023-11-20 21:42:24,1.0,,,,,,,
2023-11-20 21:43:11,,,,,,742.0,22.2,42.58
2023-11-20 21:46:21,,532.0,532.0,26.9,21.0,,,
2023-11-20 21:47:24,1.0,,,,,,,
2023-11-20 21:52:24,1.0,,,,,,,
2023-11-20 21:53:13,,,,,,763.0,22.2,42.58
2023-11-20 21:56:22,,532.0,532.0,26.9,21.0,,,
2023-11-20 21:57:24,1.0,,,,,,,
2023-11-20 22:02:24,1.0,,,,,,,
2023-11-20 22:03:15,,,,,,783.0,22.2,42.58
2023-11-20 22:06:23,,532.0,532.0,26.9,21.0,,,
2023-11-20 22:07:24,1.0,,,,,,,
2023-11-20 22:12:24,1.0,,,,,,,
2023-11-20 22:13:17,,,,,,729.0,22.2,42.58
2023-11-20 22:16:24,,532.0,532.0,26.9,21.0,,,
2023-11-20 22:17:24,1.0,,,,,,,
2023-11-20 22:22:24,1.0,,,,,,,
2023-11-20 22:23:19,,,,,,788.0,22.2,42.58
2023-11-20 22:26:25,,532.0,532.0,26.9,21.0,,,
2023-11-20 22:27:23,1.0,,,,,,,
2023-11-20 22:32:23,1.0,,,,,,,
2023-11-20 22:33:06,,,,,,768.0,22.2,42.58
2023-11-20 22:36:26,,532.0,532.0,26.9,21.0,,,
2023-11-20 22:37:24,1.0,,,,,,,
2023-11-20 22:42:23,1.0,,,,,,,
2023-11-20 22:43:24,,,,,,801.0,22.2,42.58
2023-11-20 22:46:27,,532.0,532.0,26.9,21.0,,,
2023-11-20 22:47:24,1.0,,,,,,,
2023-11-20 22:52:23,1.0,,,,,,,
2023-11-20 22:53:26,,,,,,682.0,22.2,42.58
2023-11-20 22:56:28,,532.0,532.0,26.9,21.0,,,
2023-11-20 22:57:23,1.0,,,,,,,
2023-11-20 23:02:23,1.0,,,,,,,
2023-11-20 23:03:29,,,,,,711.0,22.2,42.58
2023-11-20 23:06:29,,532.0,532.0,26.9,21.0,,,
2023-11-20 23:07:23,1.0,,,,,,,
2023-11-20 23:12:23,1.0,,,,,,,
2023-11-20 23:13:31,,,,,,718.0,22.2,42.58
2023-11-20 23:16:30,,532.0,532.0,26.9,21.0,,,
2023-11-20 23:17:23,1.0,,,,,,,
2023-11-20 23:22:23,1.0,,,,,,,
2023-11-20 23:23:34,,,,,,685.0,22.2,42.58
2023-11-20 23:26:31,,532.0,532.0,26.9,21.0,,,
2023-11-20 23:27:23,1.0,,,,,,,
2023-11-20 23:32:23,1.0,,,,,,,
2023-11-20 23:33:36,,,,,,791.0,22.2,42.58
2023-11-20 23:36:32,,532.0,532.0,26.9,21.0,,,
2023-11-20 23:37:23,1.0,,,,,,,
2023-11-20 23:43:39,,,,,,719.0,22.1,42.58
2023-11-20 23:46:33,,532.0,532.0,26.9,21.0,,,
2023-11-20 23:47:23,1.0,,,,,,,
2023-11-20 23:52:23,1.0,,,,,,,
2023-11-20 23:53:41,,,,,,739.0,22.2,42.58
2023-11-20 23:56:34,,532.0,532.0,26.9,21.0,,,
2023-11-20 23:57:23,1.0,,,,,,,
2023-11-21 00:02:23,1.0,,,,,,,
2023-11-21 00:03:42,,,,,,676.0,22.1,42.58
2023-11-21 00:06:34,,532.0,532.0,26.9,21.0,,,
2023-11-21 00:07:23,1.0,,,,,,,
2023-11-21 00:12:23,1.0,,,,,,,
2023-11-21 00:13:45,,,,,,626.0,22.2,42.97
2023-11-21 00:16:35,,532.0,532.0,26.9,21.0,,,
2023-11-21 00:17:23,1.0,,,,,,,
2023-11-21 00:22:23,1.0,,,,,,,
2023-11-21 00:23:47,,,,,,695.0,22.2,42.58
2023-11-21 00:26:36,,532.0,532.0,26.9,21.0,,,
2023-11-21 00:27:23,1.0,,,,,,,
2023-11-21 00:32:23,1.0,,,,,,,
2023-11-21 00:33:49,,,,,,719.0,22.1,42.58
2023-11-21 00:36:37,,532.0,532.0,26.9,21.0,,,
2023-11-21 00:37:23,1.0,,,,,,,
2023-11-21 00:42:23,1.0,,,,,,,
2023-11-21 00:43:52,,,,,,692.0,22.1,42.58
2023-11-21 00:46:38,,532.0,532.0,26.9,21.0,,,
2023-11-21 00:47:23,1.0,,,,,,,
2023-11-21 00:52:23,1.0,,,,,,,
2023-11-21 00:53:54,,,,,,711.0,22.1,42.58
2023-11-21 00:56:39,,532.0,532.0,26.9,21.0,,,
2023-11-21 00:57:23,1.0,,,,,,,
2023-11-21 01:02:23,1.0,,,,,,,
2023-11-21 01:03:56,,,,,,718.0,22.1,42.97
2023-11-21 01:06:40,,532.0,532.0,26.9,21.0,,,
2023-11-21 01:07:23,1.0,,,,,,,
2023-11-21 01:12:23,1.0,,,,,,,
2023-11-21 01:13:59,,,,,,744.0,22.2,42.58
2023-11-21 01:16:41,,532.0,532.0,26.9,21.0,,,
2023-11-21 01:17:23,1.0,,,,,,,
2023-11-21 01:22:23,1.0,,,,,,,
2023-11-21 01:24:01,,,,,,718.0,22.2,42.97
2023-11-21 01:26:42,,532.0,532.0,26.9,21.0,,,
2023-11-21 01:27:23,1.0,,,,,,,
2023-11-21 01:32:23,1.0,,,,,,,
2023-11-21 01:34:04,,,,,,702.0,22.2,42.97
2023-11-21 01:36:43,,532.0,532.0,26.9,21.0,,,
2023-11-21 01:37:23,1.0,,,,,,,
2023-11-21 01:42:23,1.0,,,,,,,
2023-11-21 01:44:06,,,,,,623.0,22.1,42.58
