datetime,closed,co2,temperature,humidity,motor_position,motor_range,trv_temperature,target_temperature
2023-11-01 00:03:02,True,,,,,,,
2023-11-01 00:03:08,True,,,,,,,
2023-11-01 00:09:14,,1091.0,22.1,51.95,,,,
2023-11-01 00:19:20,,1116.0,22.2,51.95,,,,
2023-11-01 00:29:27,,1110.0,22.2,51.95,,,,
2023-11-01 00:33:02,True,,,,,,,
2023-11-01 00:33:08,True,,,,,,,
2023-11-01 00:39:33,,1102.0,22.1,51.95,,,,
2023-11-01 00:49:39,,1030.0,22.1,51.95,,,,
2023-11-01 00:59:46,,1060.0,22.1,51.95,,,,
2023-11-01 01:03:02,True,,,,,,,
2023-11-01 01:03:08,True,,,,,,,
2023-11-01 01:09:52,,1070.0,22.2,51.95,,,,
2023-11-01 01:19:59,,1093.0,22.1,51.95,,,,
2023-11-01 01:30:05,,1036.0,22.1,51.95,,,,
2023-11-01 01:33:02,True,,,,,,,
2023-11-01 01:33:08,True,,,,,,,
2023-11-01 01:40:11,,1074.0,22.2,51.95,,,,
2023-11-01 01:50:18,,1026.0,22.1,51.95,,,,
2023-11-01 02:00:24,,1008.0,22.1,51.95,,,,
2023-11-01 02:03:02,True,,,,,,,
2023-11-01 02:03:08,True,,,,,,,
2023-11-01 02:10:31,,1000.0,22.1,51.95,,,,
2023-11-01 02:20:37,,941.0,22.1,51.95,,,,
2023-11-01 02:30:43,,993.0,22.1,51.95,,,,
2023-11-01 02:33:02,True,,,,,,,
2023-11-01 02:33:08,True,,,,,,,
2023-11-01 02:40:50,,961.0,22.1,51.95,,,,
2023-11-01 02:50:56,,997.0,22.0,51.95,,,,
2023-11-01 03:01:03,,984.0,22.1,51.95,,,,
2023-11-01 03:03:01,True,,,,,,,
2023-11-01 03:03:07,True,,,,,,,
2023-11-01 03:11:09,,957.0,22.1,51.95,,,,
2023-11-01 03:21:16,,981.0,22.2,51.56,,,,
2023-11-01 03:31:22,,968.0,22.1,51.56,,,,
2023-11-01 03:33:01,True,,,,,,,
2023-11-01 03:33:07,True,,,,,,,
2023-11-01 03:41:28,,959.0,22.1,51.95,,,,
2023-11-01 03:51:35,,944.0,22.1,51.56,,,,
2023-11-01 04:01:41,,888.0,22.1,51.56,,,,
2023-11-01 04:03:01,True,,,,,,,
2023-11-01 04:03:07,True,,,,,,,
2023-11-01 04:11:46,,904.0,22.0,51.56,,,,
2023-11-01 04:21:49,,894.0,22.1,51.56,,,,
2023-11-01 04:31:51,,941.0,22.1,51.56,,,,
2023-11-01 04:33:01,True,,,,,,,
2023-11-01 04:33:07,True,,,,,,,
2023-11-01 04:41:58,,894.0,22.0,51.56,,,,
2023-11-01 04:51:32,,894.0,22.0,51.56,,,,
2023-11-01 05:01:46,,919.0,22.0,51.56,,,,
2023-11-01 05:03:01,True,,,,,,,
2023-11-01 05:03:07,True,,,,,,,
2023-11-01 05:12:07,,894.0,22.1,51.56,,,,
2023-11-01 05:22:27,,893.0,22.0,51.56,,,,
2023-11-01 05:32:31,,941.0,22.0,51.56,,,,
2023-11-01 05:33:01,True,,,,,,,
2023-11-01 05:33:07,True,,,,,,,
2023-11-01 05:42:37,,891.0,22.0,51.56,,,,
2023-11-01 05:52:44,,927.0,22.0,51.56,,,,
2023-11-01 06:02:50,,927.0,22.0,51.56,,,,
2023-11-01 06:03:00,True,,,,,,,
2023-11-01 06:03:06,True,,,,,,,
2023-11-01 06:12:56,,892.0,22.0,51.56,,,,
2023-11-01 06:23:03,,864.0,22.0,51.56,,,,
2023-11-01 06:33:00,True,,,,,,,
2023-11-01 06:33:06,True,,,,,,,
2023-11-01 06:33:09,,889.0,22.0,51.56,,,,
2023-11-01 06:43:16,,873.0,22.0,51.56,,,,
2023-11-01 06:53:18,,819.0,22.0,51.17,,,,
2023-11-01 07:03:00,True,,,,,,,
2023-11-01 07:03:06,True,,,,,,,
2023-11-01 07:03:21,,836.0,22.0,51.17,,,,
2023-11-01 07:13:23,,860.0,22.0,51.17,,,,
2023-11-01 07:23:25,,813.0,22.0,51.17,,,,
2023-11-01 07:33:00,True,,,,,,,
2023-11-01 07:33:06,True,,,,,,,
2023-11-01 07:33:28,,808.0,21.9,51.17,,,,
2023-11-01 07:43:30,,797.0,22.0,51.17,,,,
2023-11-01 07:53:33,,723.0,22.0,47.27,,,,
2023-11-01 08:03:00,True,,,,,,,
2023-11-01 08:03:06,True,,,,,,,
2023-11-01 08:03:35,,771.0,22.1,46.48,,,,
2023-11-01 08:13:37,,926.0,22.2,46.88,,,,
2023-11-01 08:23:44,,1062.0,22.3,47.27,,,,
2023-11-01 08:25:37,False,,,,,,,
2023-11-01 08:33:00,False,,,,,,,
2023-11-01 08:33:06,False,,,,,,,
2023-11-01 08:33:46,,1316.0,22.4,48.44,,,,
2023-11-01 08:36:27,True,,,,,,,
2023-11-01 08:43:33,,1061.0,22.4,46.09,,,,
2023-11-01 08:53:55,,1439.0,22.5,47.27,,,,
2023-11-01 09:03:00,True,,,,,,,
2023-11-01 09:03:06,True,,,,,,,
2023-11-01 09:04:02,,1492.0,22.5,47.66,,,,
2023-11-01 09:14:08,,1427.0,22.3,48.05,,,,
2023-11-01 09:24:14,,1399.0,22.3,48.05,,,,
2023-11-01 09:32:59,True,,,,,,,
2023-11-01 09:33:05,True,,,,,,,
2023-11-01 09:34:21,,1427.0,22.3,48.44,,,,
2023-11-01 09:44:11,,1382.0,22.3,48.44,,,,
2023-11-01 09:54:34,,1373.0,22.1,48.44,,,,
2023-11-01 10:02:59,True,,,,,,,
2023-11-01 10:03:05,True,,,,,,,
2023-11-01 10:04:40,,1401.0,22.2,48.83,,,,
2023-11-01 10:14:45,,1341.0,22.2,48.83,,,,
2023-11-01 10:24:52,,1319.0,22.2,48.83,,,,
2023-11-01 10:32:59,True,,,,,,,
2023-11-01 10:33:05,True,,,,,,,
2023-11-01 10:34:58,,1302.0,22.2,48.83,,,,
2023-11-01 10:45:05,,1269.0,22.1,48.83,,,,
2023-11-01 10:55:11,,1289.0,22.1,47.66,,,,
2023-11-01 11:02:59,True,,,,,,,
2023-11-01 11:03:05,True,,,,,,,
2023-11-01 11:05:17,,1284.0,22.2,48.05,,,,
2023-11-01 11:14:52,,1553.0,22.4,48.83,,,,
2023-11-01 11:24:52,,1553.0,22.4,48.83,,,,
2023-11-01 11:32:59,True,,,,,,,
2023-11-01 11:33:05,True,,,,,,,
2023-11-01 11:35:04,,1705.0,22.4,48.83,,,,
2023-11-01 11:45:04,,1678.0,22.5,48.05,,,,
2023-11-01 11:55:08,,1741.0,22.7,47.27,,,,
2023-11-01 12:02:59,True,,,,,,,
2023-11-01 12:03:05,True,,,,,,,
2023-11-01 12:05:12,,1736.0,22.7,48.05,,,,
2023-11-01 12:15:52,,1374.0,22.6,46.09,,,,
2023-11-01 12:25:55,,1405.0,22.6,46.09,,,,
2023-11-01 12:32:59,True,,,,,,,
2023-11-01 12:33:05,True,,,,,,,
2023-11-01 12:35:57,,1458.0,22.8,46.48,,,,
2023-11-01 12:46:08,,1560.0,22.8,47.27,,,,
2023-11-01 12:56:10,,1582.0,22.7,47.66,,,,
2023-11-01 13:02:58,True,,,,,,,
2023-11-01 13:03:04,True,,,,,,,
2023-11-01 13:06:12,,1635.0,22.8,47.66,,,,
2023-11-01 13:16:03,,1688.0,22.7,47.27,,,,
2023-11-01 13:26:25,,1801.0,22.8,48.05,,,,
2023-11-01 13:32:58,True,,,,,,,
2023-11-01 13:33:04,True,,,,,,,
2023-11-01 13:36:32,,1661.0,22.9,46.48,,,,
2023-11-01 13:46:38,,1727.0,22.9,46.48,,,,
2023-11-01 13:56:45,,1736.0,22.9,46.48,,,,
2023-11-01 14:02:58,True,,,,,,,
2023-11-01 14:03:04,True,,,,,,,
2023-11-01 14:06:51,,1989.0,22.9,47.66,,,,
2023-11-01 14:16:57,,1858.0,22.9,46.88,,,,
2023-11-01 14:27:04,,1875.0,23.0,46.88,,,,
2023-11-01 14:32:58,True,,,,,,,
2023-11-01 14:33:04,True,,,,,,,
2023-11-01 14:37:10,,2070.0,23.0,47.66,,,,
2023-11-01 14:47:17,,1937.0,22.9,46.88,,,,
2023-11-01 14:57:23,,1956.0,23.0,47.27,,,,
2023-11-01 15:02:58,True,,,,,,,
2023-11-01 15:03:04,True,,,,,,,
2023-11-01 15:07:29,,2013.0,22.9,47.27,,,,
2023-11-01 15:17:36,,1859.0,22.9,46.48,,,,
2023-11-01 15:27:42,,1820.0,22.9,47.27,,,,
2023-11-01 15:32:58,True,,,,,,,
2023-11-01 15:33:04,True,,,,,,,
2023-11-01 15:37:49,,1832.0,22.8,47.27,,,,
2023-11-01 15:47:55,,1793.0,22.7,47.66,,,,
2023-11-01 15:58:01,,1754.0,22.6,47.66,,,,
2023-11-01 16:02:58,True,,,,,,,
2023-11-01 16:03:03,True,,,,,,,
2023-11-01 16:08:08,,1700.0,22.6,47.66,,,,
2023-11-01 16:18:13,,1712.0,22.6,48.05,,,,
2023-11-01 16:28:20,,1640.0,22.6,48.05,,,,
2023-11-01 16:32:57,True,,,,,,,
2023-11-01 16:33:03,True,,,,,,,
2023-11-01 16:38:26,,1660.0,22.6,48.05,,,,
2023-11-01 16:48:32,,1622.0,22.5,48.05,,,,
2023-11-01 16:58:39,,1570.0,22.4,48.05,,,,
2023-11-01 17:02:57,True,,,,,,,
2023-11-01 17:03:03,True,,,,,,,
2023-11-01 17:08:45,,1543.0,22.5,48.05,,,,
2023-11-01 17:18:52,,1498.0,22.4,48.05,,,,
2023-11-01 17:28:58,,1483.0,22.4,48.05,,,,
2023-11-01 17:32:57,True,,,,,,,
2023-11-01 17:33:03,True,,,,,,,
2023-11-01 17:39:04,,1542.0,22.5,48.05,,,,
2023-11-01 17:49:11,,1514.0,22.4,48.05,,,,
2023-11-01 17:58:45,,1514.0,22.4,48.05,,,,
2023-11-01 18:02:57,True,,,,,,,
2023-11-01 18:03:03,True,,,,,,,
2023-11-01 18:09:00,,1491.0,22.3,48.05,,,,
2023-11-01 18:19:20,,1494.0,22.3,48.44,,,,
2023-11-01 18:29:40,,1466.0,22.4,48.05,,,,
2023-11-01 18:32:57,True,,,,,,,
2023-11-01 18:33:03,True,,,,,,,
2023-11-01 18:39:44,,1455.0,22.3,48.44,,,,
2023-11-01 18:49:50,,1376.0,22.3,48.44,,,,
2023-11-01 18:59:53,,1376.0,22.4,48.44,,,,
2023-11-01 19:02:57,True,,,,,,,
2023-11-01 19:03:03,True,,,,,,,
2023-11-01 19:09:55,,1387.0,22.4,48.44,,,,
2023-11-01 19:20:02,,1395.0,22.4,48.44,,,,
2023-11-01 19:30:08,,1325.0,22.4,48.44,,,,
2023-11-01 19:32:56,True,,,,,,,
2023-11-01 19:33:02,True,,,,,,,
2023-11-01 19:40:14,,1359.0,22.4,48.44,,,,
2023-11-01 19:50:21,,1307.0,22.4,48.44,,,,
2023-11-01 20:00:11,,1259.0,22.3,48.44,,,,
2023-11-01 20:02:56,True,,,,,,,
2023-11-01 20:03:02,True,,,,,,,
2023-11-01 20:10:34,,1324.0,22.4,48.44,,,,
2023-11-01 20:20:39,,1319.0,22.3,48.83,,,,
2023-11-01 20:30:45,,1338.0,22.3,48.83,,,,
2023-11-01 20:32:56,True,,,,,,,
2023-11-01 20:33:02,True,,,,,,,
2023-11-01 20:40:52,,1315.0,22.3,48.83,,,,
2023-11-01 20:50:58,,1294.0,22.3,48.83,,,,
2023-11-01 21:01:05,,1291.0,22.3,48.83,,,,
2023-11-01 21:02:56,True,,,,,,,
2023-11-01 21:03:02,True,,,,,,,
2023-11-01 21:11:11,,1321.0,22.3,48.83,,,,
2023-11-01 21:21:17,,1230.0,22.3,48.83,,,,
2023-11-01 21:31:24,,1255.0,22.3,48.83,,,,
2023-11-01 21:32:56,True,,,,,,,
2023-11-01 21:33:02,True,,,,,,,
2023-11-01 21:41:30,,1285.0,22.3,48.83,,,,
2023-11-01 21:51:37,,1287.0,22.2,48.83,,,,
2023-11-01 22:01:43,,1177.0,22.3,48.83,,,,
2023-11-01 22:02:56,True,,,,,,,
2023-11-01 22:03:02,True,,,,,,,
2023-11-01 22:11:49,,1208.0,22.3,48.83,,,,
2023-11-01 22:21:55,,1185.0,22.3,49.22,,,,
2023-11-01 22:32:01,,1206.0,22.3,49.22,,,,
2023-11-01 22:32:55,True,,,,,,,
2023-11-01 22:33:01,True,,,,,,,
2023-11-01 22:42:08,,1230.0,22.3,48.83,,,,
2023-11-01 22:52:14,,1133.0,22.3,48.83,,,,
2023-11-01 23:02:20,,1139.0,22.3,49.22,,,,
2023-11-01 23:02:55,True,,,,,,,
2023-11-01 23:03:01,True,,,,,,,
2023-11-01 23:12:27,,1168.0,22.2,49.22,,,,
2023-11-01 23:22:33,,1147.0,22.2,49.22,,,,
2023-11-01 23:32:40,,1133.0,22.3,49.22,,,,
2023-11-01 23:32:55,True,,,,,,,
2023-11-01 23:33:01,True,,,,,,,
2023-11-01 23:42:46,,1111.0,22.3,49.22,,,,
2023-11-01 23:52:52,,1104.0,22.3,49.22,,,,
2023-11-02 00:02:43,,1093.0,22.2,49.22,,,,
2023-11-02 00:02:55,True,,,,,,,
2023-11-02 00:03:01,True,,,,,,,
2023-11-02 00:13:05,,1138.0,22.2,49.22,,,,
2023-11-02 00:23:12,,1080.0,22.2,49.22,,,,
2023-11-02 00:32:46,,1080.0,22.2,49.22,,,,
2023-11-02 00:32:55,True,,,,,,,
2023-11-02 00:33:01,True,,,,,,,
2023-11-02 00:43:00,,1110.0,22.1,49.22,,,,
2023-11-02 00:53:21,,1091.0,22.2,49.22,,,,
2023-11-02 01:02:55,True,,,,,,,
2023-11-02 01:03:01,True,,,,,,,
2023-11-02 01:03:41,,1039.0,22.2,49.22,,,,
2023-11-02 01:13:45,,1049.0,22.3,49.22,,,,
2023-11-02 01:23:51,,1045.0,22.2,49.22,,,,
2023-11-02 01:32:55,True,,,,,,,
2023-11-02 01:33:01,True,,,,,,,
2023-11-02 01:33:54,,1039.0,22.2,49.22,,,,
2023-11-02 01:43:56,,1002.0,22.2,49.22,,,,
2023-11-02 01:54:02,,1068.0,22.2,49.22,,,,
2023-11-02 02:02:55,True,,,,,,,
2023-11-02 02:03:00,True,,,,,,,
2023-11-02 02:04:09,,1050.0,22.2,49.22,,,,
2023-11-02 02:13:59,,1002.0,22.2,49.22,,,,
2023-11-02 02:24:21,,1073.0,22.1,49.61,,,,
2023-11-02 02:32:54,True,,,,,,,
2023-11-02 02:33:00,True,,,,,,,
2023-11-02 02:34:27,,1037.0,22.2,49.22,,,,
2023-11-02 02:44:33,,1012.0,22.2,49.61,,,,
2023-11-02 02:54:40,,994.0,22.1,49.61,,,,
2023-11-02 03:02:54,True,,,,,,,
2023-11-02 03:03:00,True,,,,,,,
2023-11-02 03:04:46,,948.0,22.1,49.61,,,,
2023-11-02 03:14:53,,1022.0,22.2,49.61,,,,
2023-11-02 03:24:59,,994.0,22.2,49.61,,,,
2023-11-02 03:32:54,True,,,,,,,
2023-11-02 03:33:00,True,,,,,,,
2023-11-02 03:35:05,,1000.0,22.1,49.61,,,,
2023-11-02 03:45:12,,979.0,22.1,49.61,,,,
2023-11-02 03:55:18,,980.0,22.2,49.61,,,,
2023-11-02 04:02:54,True,,,,,,,
2023-11-02 04:03:00,True,,,,,,,
2023-11-02 04:05:25,,950.0,22.2,49.61,,,,
2023-11-02 04:15:31,,962.0,22.1,49.61,,,,
2023-11-02 04:25:36,,965.0,22.2,49.61,,,,
2023-11-02 04:32:54,True,,,,,,,
2023-11-02 04:33:00,True,,,,,,,
2023-11-02 04:35:43,,955.0,22.0,49.61,,,,
2023-11-02 04:45:49,,909.0,22.1,49.61,,,,
2023-11-02 04:55:56,,922.0,22.1,49.61,,,,
2023-11-02 05:02:54,True,,,,,,,
2023-11-02 05:03:00,True,,,,,,,
2023-11-02 05:06:02,,935.0,22.2,49.61,,,,
2023-11-02 05:16:08,,899.0,22.1,49.61,,,,
2023-11-02 05:26:15,,940.0,22.2,49.61,,,,
2023-11-02 05:32:53,True,,,,,,,
2023-11-02 05:32:59,True,,,,,,,
2023-11-02 05:36:21,,902.0,22.1,49.61,,,,
2023-11-02 05:46:28,,870.0,22.1,49.61,,,,
2023-11-02 05:56:34,,905.0,22.1,49.61,,,,
2023-11-02 06:02:53,True,,,,,,,
2023-11-02 06:02:59,True,,,,,,,
2023-11-02 06:06:41,,894.0,22.2,49.61,,,,
2023-11-02 06:16:47,,879.0,22.1,50.0,,,,
2023-11-02 06:26:52,,891.0,22.1,49.61,,,,
2023-11-02 06:32:53,True,,,,,,,
2023-11-02 06:32:59,True,,,,,,,
2023-11-02 06:36:43,,867.0,22.1,49.61,,,,
2023-11-02 06:47:05,,851.0,22.1,49.61,,,,
2023-11-02 06:57:11,,884.0,22.2,49.61,,,,
2023-11-02 07:02:53,True,,,,,,,
2023-11-02 07:02:59,True,,,,,,,
2023-11-02 07:06:46,,884.0,22.2,49.61,,,,
2023-11-02 07:17:00,,870.0,22.0,49.61,,,,
2023-11-02 07:27:20,,865.0,22.0,50.0,,,,
2023-11-02 07:32:53,True,,,,,,,
2023-11-02 07:32:59,True,,,,,,,
2023-11-02 07:37:37,,835.0,22.1,50.0,,,,
2023-11-02 07:47:21,,848.0,22.2,49.61,,,,
2023-11-02 07:57:39,,844.0,22.1,50.0,,,,
2023-11-02 08:02:53,True,,,,,,,
2023-11-02 08:02:59,True,,,,,,,
2023-11-02 08:07:41,,857.0,22.1,50.0,,,,
2023-11-02 08:17:44,,828.0,22.1,50.39,,,,
2023-11-02 08:27:46,,907.0,22.3,50.39,,,,
2023-11-02 08:32:52,True,,,,,,,
2023-11-02 08:32:58,True,,,,,,,
2023-11-02 08:37:53,,966.0,22.3,50.39,,,,
2023-11-02 08:47:55,,1047.0,22.4,50.78,,,,
2023-11-02 08:57:58,,1098.0,22.5,50.78,,,,
2023-11-02 09:02:53,True,,,,,,,
2023-11-02 09:02:59,True,,,,,,,
2023-11-02 09:08:04,,1098.0,22.6,50.39,,,,
2023-11-02 09:17:54,,1069.0,22.7,50.39,,,,
2023-11-02 09:28:17,,1096.0,22.6,50.39,,,,
2023-11-02 09:32:52,True,,,,,,,
2023-11-02 09:32:58,True,,,,,,,
2023-11-02 09:38:23,,1102.0,22.7,50.39,,,,
2023-11-02 09:48:30,,1151.0,22.7,50.39,,,,
2023-11-02 09:58:36,,1149.0,22.7,50.39,,,,
2023-11-02 10:02:52,True,,,,,,,
2023-11-02 10:02:58,True,,,,,,,
2023-11-02 10:08:26,,1287.0,22.7,50.78,,,,
2023-11-02 10:18:49,,1155.0,22.7,50.39,,,,
2023-11-02 10:28:54,,1313.0,22.7,50.78,,,,
2023-11-02 10:32:52,True,,,,,,,
2023-11-02 10:32:58,True,,,,,,,
2023-11-02 10:39:00,,1446.0,22.8,51.17,,,,
2023-11-02 10:49:07,,1449.0,22.8,51.56,,,,
2023-11-02 10:59:13,,1494.0,22.8,51.56,,,,
2023-11-02 11:02:52,True,,,,,,,
2023-11-02 11:02:58,True,,,,,,,
2023-11-02 11:09:20,,1538.0,22.9,51.56,,,,
2023-11-02 11:19:30,,1587.0,22.9,51.56,,,,
2023-11-02 11:29:33,,1536.0,22.8,51.56,,,,
2023-11-02 11:32:52,True,,,,,,,
2023-11-02 11:32:58,True,,,,,,,
2023-11-02 11:39:35,,1547.0,22.7,51.95,,,,
2023-11-02 11:49:41,,1714.0,22.7,52.34,,,,
2023-11-02 11:59:48,,1913.0,22.8,53.12,,,,
2023-11-02 12:02:51,True,,,,,,,
2023-11-02 12:02:57,True,,,,,,,
2023-11-02 12:09:54,,2252.0,22.8,54.69,,,,
2023-11-02 12:20:01,,2559.0,22.9,55.47,,,,
2023-11-02 12:30:07,,2705.0,23.1,55.86,,,,
2023-11-02 12:32:57,True,,,,,,,
2023-11-02 12:40:13,,3084.0,23.1,56.25,,,,
2023-11-02 12:50:20,,3235.0,23.1,57.03,,,,
2023-11-02 13:00:26,,3663.0,23.1,57.42,,,,
2023-11-02 13:02:51,True,,,,,,,
2023-11-02 13:02:57,True,,,,,,,
2023-11-02 13:10:33,,3799.0,23.3,57.42,,,,
2023-11-02 13:20:39,,3825.0,23.3,58.2,,,,
2023-11-02 13:30:46,,3825.0,23.2,57.03,,,,
2023-11-02 13:32:51,True,,,,,,,
2023-11-02 13:32:57,True,,,,,,,
2023-11-02 13:40:20,,3825.0,23.2,57.03,,,,
2023-11-02 13:50:34,,3607.0,23.1,55.86,,,,
2023-11-02 14:00:55,,3558.0,23.1,55.86,,,,
2023-11-02 14:02:51,True,,,,,,,
2023-11-02 14:02:57,True,,,,,,,
2023-11-02 14:11:15,,3455.0,23.0,55.47,,,,
2023-11-02 14:21:19,,3415.0,23.0,55.08,,,,
2023-11-02 14:31:08,,3331.0,22.9,55.08,,,,
2023-11-02 14:32:51,True,,,,,,,
2023-11-02 14:32:57,True,,,,,,,
2023-11-02 14:41:30,,3313.0,22.8,55.08,,,,
2023-11-02 14:51:37,,3188.0,22.9,54.69,,,,
2023-11-02 15:01:43,,3252.0,22.8,54.69,,,,
2023-11-02 15:02:51,True,,,,,,,
2023-11-02 15:02:56,True,,,,,,,
2023-11-02 15:11:34,,1996.0,22.7,52.34,,,,
2023-11-02 15:21:40,,1744.0,22.8,51.17,,,,
2023-11-02 15:32:02,,1770.0,22.9,51.56,,,,
2023-11-02 15:32:50,True,,,,,,,
2023-11-02 15:32:56,True,,,,,,,
2023-11-02 15:41:53,,1748.0,22.9,51.95,,,,
2023-11-02 15:52:15,,1732.0,22.8,51.95,,,,
2023-11-02 16:02:22,,1690.0,22.8,51.95,,,,
2023-11-02 16:02:50,True,,,,,,,
2023-11-02 16:02:56,True,,,,,,,
2023-11-02 16:12:28,,1692.0,22.7,52.34,,,,
2023-11-02 16:22:34,,1637.0,22.7,51.95,,,,
2023-11-02 16:32:40,,1663.0,22.7,52.34,,,,
2023-11-02 16:32:50,True,,,,,,,
2023-11-02 16:32:56,True,,,,,,,
2023-11-02 16:42:46,,1587.0,22.7,51.95,,,,
2023-11-02 16:52:53,,1606.0,22.7,51.95,,,,
2023-11-02 17:02:50,True,,,,,,,
2023-11-02 17:02:56,True,,,,,,,
2023-11-02 17:02:59,,1551.0,22.7,51.95,,,,
2023-11-02 17:13:05,,1537.0,22.7,51.95,,,,
2023-11-02 17:23:12,,1486.0,22.6,51.95,,,,
2023-11-02 17:32:50,True,,,,,,,
2023-11-02 17:32:56,True,,,,,,,
2023-11-02 17:33:18,,1502.0,22.6,51.95,,,,
2023-11-02 17:43:25,,1480.0,22.6,51.95,,,,
2023-11-02 17:53:15,,1497.0,22.6,51.95,,,,
2023-11-02 18:02:50,True,,,,,,,
2023-11-02 18:02:56,True,,,,,,,
2023-11-02 18:03:33,,1459.0,22.5,51.95,,,,
2023-11-02 18:13:44,,1400.0,22.6,51.95,,,,
2023-11-02 18:23:46,,1411.0,22.5,51.95,,,,
2023-11-02 18:32:49,True,,,,,,,
2023-11-02 18:32:55,True,,,,,,,
2023-11-02 18:33:47,,1391.0,22.6,51.95,,,,
2023-11-02 18:43:54,,1419.0,22.5,51.95,,,,
2023-11-02 18:54:00,,1397.0,22.5,51.95,,,,
2023-11-02 19:02:49,True,,,,,,,
2023-11-02 19:02:55,True,,,,,,,
2023-11-02 19:04:07,,1277.0,22.5,51.95,,,,
2023-11-02 19:14:13,,1322.0,22.5,51.95,,,,
2023-11-02 19:24:20,,1307.0,22.5,51.95,,,,
2023-11-02 19:32:49,True,,,,,,,
2023-11-02 19:32:55,True,,,,,,,
2023-11-02 19:34:26,,1329.0,22.5,51.95,,,,
2023-11-02 19:44:32,,1311.0,22.5,51.95,,,,
2023-11-02 19:54:39,,1276.0,22.5,51.56,,,,
2023-11-02 20:02:49,True,,,,,,,
2023-11-02 20:02:55,True,,,,,,,
2023-11-02 20:04:45,,1309.0,22.5,51.95,,,,
2023-11-02 20:14:20,,1309.0,22.5,51.95,,,,
2023-11-02 20:24:34,,1262.0,22.4,51.95,,,,
2023-11-02 20:32:49,True,,,,,,,
2023-11-02 20:32:55,True,,,,,,,
2023-11-02 20:34:54,,1241.0,22.4,51.56,,,,
2023-11-02 20:45:14,,1251.0,22.4,51.56,,,,
2023-11-02 20:55:18,,1217.0,22.5,51.56,,,,
2023-11-02 21:02:49,True,,,,,,,
2023-11-02 21:02:55,True,,,,,,,
2023-11-02 21:05:25,,1187.0,22.5,51.56,,,,
2023-11-02 21:15:31,,1188.0,22.4,51.56,,,,
2023-11-02 21:25:38,,1205.0,22.4,51.95,,,,
2023-11-02 21:32:49,True,,,,,,,
2023-11-02 21:32:55,True,,,,,,,
2023-11-02 21:35:44,,1201.0,22.4,51.56,,,,
2023-11-02 21:45:50,,1193.0,22.4,51.56,,,,
2023-11-02 21:55:57,,1179.0,22.4,51.56,,,,
2023-11-02 22:02:48,True,,,,,,,
2023-11-02 22:02:54,True,,,,,,,
2023-11-02 22:06:03,,1154.0,22.4,51.56,,,,
2023-11-02 22:16:10,,1155.0,22.3,51.56,,,,
2023-11-02 22:26:16,,1140.0,22.4,51.56,,,,
2023-11-02 22:32:48,True,,,,,,,
2023-11-02 22:32:54,True,,,,,,,
2023-11-02 22:36:22,,1154.0,22.4,51.56,,,,
2023-11-02 22:46:29,,1093.0,22.4,51.56,,,,
2023-11-02 22:56:35,,1082.0,22.3,51.56,,,,
2023-11-02 23:02:48,True,,,,,,,
2023-11-02 23:02:54,True,,,,,,,
2023-11-02 23:06:42,,1077.0,22.4,51.56,,,,
2023-11-02 23:16:48,,1014.0,22.3,51.56,,,,
2023-11-02 23:26:55,,1061.0,22.3,51.56,,,,
2023-11-02 23:32:48,True,,,,,,,
2023-11-02 23:32:54,True,,,,,,,
2023-11-02 23:37:01,,1049.0,22.3,51.56,,,,
2023-11-02 23:47:07,,1034.0,22.4,51.56,,,,
2023-11-02 23:57:14,,1052.0,22.3,51.56,,,,
2023-11-03 00:02:48,True,,,,,,,
2023-11-03 00:02:54,True,,,,,,,
2023-11-03 00:07:20,,1052.0,22.4,51.56,,,,
2023-11-03 00:17:27,,1019.0,22.3,51.56,,,,
2023-11-03 00:27:33,,1036.0,22.3,51.56,,,,
2023-11-03 00:32:48,True,,,,,,,
2023-11-03 00:32:54,True,,,,,,,
2023-11-03 00:37:40,,1070.0,22.2,51.56,,,,
2023-11-03 00:47:46,,982.0,22.3,51.56,,,,
2023-11-03 00:57:48,,1036.0,22.3,51.56,,,,
2023-11-03 01:02:48,True,,,,,,,
2023-11-03 01:02:53,True,,,,,,,
2023-11-03 01:07:35,,967.0,22.3,51.56,,,,
2023-11-03 01:17:41,,1035.0,22.3,51.56,,,,
2023-11-03 01:28:04,,1032.0,22.2,51.56,,,,
2023-11-03 01:32:47,True,,,,,,,
2023-11-03 01:32:53,True,,,,,,,
2023-11-03 01:38:10,,1012.0,22.3,51.56,,,,
2023-11-03 01:48:17,,954.0,22.3,51.56,,,,
2023-11-03 01:58:23,,995.0,22.2,51.56,,,,
2023-11-03 02:02:47,True,,,,,,,
2023-11-03 02:02:53,True,,,,,,,
2023-11-03 02:08:29,,970.0,22.3,51.56,,,,
2023-11-03 02:18:36,,993.0,22.3,51.56,,,,
2023-11-03 02:28:42,,1022.0,22.3,51.56,,,,
2023-11-03 02:32:47,True,,,,,,,
2023-11-03 02:32:53,True,,,,,,,
2023-11-03 02:38:48,,922.0,22.3,51.56,,,,
2023-11-03 02:48:22,,922.0,22.3,51.56,,,,
2023-11-03 02:58:36,,929.0,22.2,51.56,,,,
2023-11-03 03:02:47,True,,,,,,,
2023-11-03 03:02:53,True,,,,,,,
2023-11-03 03:08:56,,955.0,22.3,51.56,,,,
2023-11-03 03:19:16,,943.0,22.2,51.56,,,,
2023-11-03 03:29:20,,944.0,22.3,51.56,,,,
