datetime,value,userId
2023-11-07 09:58:49,radio_0_opt_2,83
2023-11-09 08:41:01,radio_0_opt_2,83
2023-11-09 08:41:01,radio_0_opt_2,83
2023-11-20 09:08:20,radio_0_opt_3,83
2023-11-20 13:15:52,radio_0_opt_2,83
2023-12-11 08:40:44,radio_0_opt_2,83
2023-12-12 11:53:58,radio_0_opt_2,83
2023-12-18 15:14:57,radio_0_opt_1,83
2024-01-15 15:54:41,radio_0_opt_1,83
2024-01-25 08:46:09,radio_0_opt_3,83
2024-01-26 12:07:32,radio_0_opt_2,83
2024-01-26 12:07:45,radio_0_opt_1,83
2024-01-30 08:38:26,radio_0_opt_3,83
2024-02-01 15:55:29,radio_0_opt_2,83
2024-02-02 08:45:49,radio_0_opt_3,83
2024-02-06 08:38:27,radio_0_opt_3,83
2024-02-09 08:39:11,radio_0_opt_2,83
