datetime,value,userId
2023-11-07 13:13:06,radio_0_opt_2,86
2023-11-09 13:26:16,radio_0_opt_2,86
2023-11-13 13:02:22,radio_0_opt_2,86
2023-11-14 13:22:48,radio_0_opt_3,86
2023-11-16 10:40:41,radio_0_opt_3,86
2023-11-16 13:49:16,radio_0_opt_3,86
2023-11-17 12:50:38,radio_0_opt_3,86
2023-11-20 14:31:03,radio_0_opt_2,86
2023-11-21 10:09:45,radio_0_opt_2,86
2023-11-22 10:49:36,radio_0_opt_2,86
2023-11-22 13:46:46,radio_0_opt_3,86
2023-11-23 09:36:09,radio_0_opt_2,86
2023-11-23 13:26:43,radio_0_opt_2,86
2023-11-24 13:11:06,radio_0_opt_3,89
2023-11-24 14:14:29,radio_0_opt_2,86
2023-12-08 15:48:58,radio_0_opt_2,89
2024-01-24 10:12:00,radio_0_opt_1,86
2024-01-25 10:21:09,radio_0_opt_1,86
2024-01-25 12:57:55,radio_0_opt_1,86
2024-01-26 12:25:16,radio_0_opt_2,86
2024-01-29 14:22:34,radio_0_opt_2,86
2024-01-31 09:42:17,radio_0_opt_2,86
2024-02-01 13:30:40,radio_0_opt_2,86
2024-02-02 13:52:20,radio_0_opt_1,86
2024-02-05 11:21:19,radio_0_opt_2,86
2024-02-07 10:22:18,radio_0_opt_3,86
2024-02-07 10:48:20,radio_0_opt_3,86
2024-02-08 15:14:31,radio_0_opt_1,86
2024-02-09 11:51:22,radio_0_opt_3,86
