datetime,motion,light,co2,temperature,humidity
2023-11-01 00:04:10,1.0,0.0,609.0,24.3,39.0
2023-11-01 00:14:11,0.0,0.0,606.0,24.3,39.0
2023-11-01 00:24:10,0.0,0.0,588.0,24.3,39.0
2023-11-01 00:34:10,0.0,0.0,573.0,24.3,39.0
2023-11-01 00:44:10,0.0,0.0,587.0,24.3,39.0
2023-11-01 00:54:10,0.0,0.0,588.0,24.3,39.0
2023-11-01 01:04:10,0.0,0.0,566.0,24.3,39.0
2023-11-01 01:14:10,0.0,0.0,565.0,24.3,39.0
2023-11-01 01:24:10,0.0,0.0,553.0,24.3,39.0
2023-11-01 01:34:10,0.0,0.0,569.0,24.3,39.0
2023-11-01 01:44:10,0.0,0.0,566.0,24.3,39.0
2023-11-01 01:54:10,0.0,0.0,537.0,24.3,39.0
2023-11-01 02:04:10,0.0,0.0,536.0,24.3,39.0
2023-11-01 02:14:10,0.0,0.0,555.0,24.3,39.0
2023-11-01 02:24:10,0.0,0.0,538.0,24.2,39.0
2023-11-01 02:34:10,0.0,0.0,535.0,24.2,39.0
2023-11-01 02:44:10,0.0,0.0,526.0,24.3,39.0
2023-11-01 02:54:10,0.0,0.0,516.0,24.2,39.0
2023-11-01 03:04:10,0.0,0.0,516.0,24.2,39.0
2023-11-01 03:14:10,0.0,0.0,520.0,24.3,39.0
2023-11-01 03:24:10,1.0,33.0,521.0,24.2,39.0
2023-11-01 03:34:10,0.0,33.0,532.0,24.3,39.0
2023-11-01 03:44:09,0.0,0.0,536.0,24.3,39.0
2023-11-01 03:54:09,0.0,0.0,512.0,24.3,39.0
2023-11-01 04:04:09,0.0,0.0,527.0,24.3,39.0
2023-11-01 04:14:09,0.0,0.0,504.0,24.3,39.0
2023-11-01 04:24:09,1.0,23.0,513.0,24.3,39.0
2023-11-01 04:34:09,0.0,33.0,507.0,24.3,38.0
2023-11-01 04:44:09,0.0,0.0,512.0,24.3,39.0
2023-11-01 04:54:09,0.0,0.0,506.0,24.3,39.0
2023-11-01 05:04:09,0.0,0.0,498.0,24.3,38.0
2023-11-01 05:14:09,0.0,0.0,506.0,24.3,38.0
2023-11-01 05:24:09,0.0,0.0,509.0,24.3,38.0
2023-11-01 05:34:09,0.0,0.0,508.0,24.2,38.0
2023-11-01 05:44:09,0.0,0.0,510.0,24.3,38.0
2023-11-01 05:54:09,0.0,0.0,506.0,24.3,38.0
2023-11-01 06:04:09,0.0,23.0,506.0,24.3,38.0
2023-11-01 06:14:09,0.0,33.0,490.0,24.3,38.0
2023-11-01 06:24:09,1.0,0.0,497.0,24.3,38.0
2023-11-01 06:34:09,0.0,3.0,518.0,24.3,38.0
2023-11-01 06:44:09,0.0,3.0,503.0,24.3,38.0
2023-11-01 06:54:09,0.0,3.0,506.0,24.3,38.0
2023-11-01 07:04:09,0.0,3.0,500.0,24.3,38.0
2023-11-01 07:14:09,2.0,33.0,497.0,24.3,38.0
2023-11-01 07:24:09,1.0,37.0,517.0,24.3,38.0
2023-11-01 07:34:09,0.0,40.0,525.0,24.2,38.0
2023-11-01 07:44:08,2.0,43.0,532.0,24.2,37.0
2023-11-01 07:54:08,9.0,53.0,647.0,24.1,38.0
2023-11-01 08:04:08,5.0,53.0,678.0,24.1,38.0
2023-11-01 08:14:08,6.0,53.0,686.0,24.0,38.0
2023-11-01 08:24:08,2.0,50.0,681.0,24.0,38.0
2023-11-01 08:34:08,2.0,50.0,719.0,24.0,38.0
2023-11-01 08:44:08,6.0,50.0,732.0,24.0,38.0
2023-11-01 08:54:08,10.0,57.0,772.0,24.0,38.0
2023-11-01 09:04:08,11.0,53.0,778.0,24.1,38.0
2023-11-01 09:14:08,0.0,53.0,763.0,24.0,38.0
2023-11-01 09:24:08,6.0,53.0,771.0,24.1,38.0
2023-11-01 09:34:08,1.0,50.0,786.0,24.1,37.0
2023-11-01 09:44:08,1.0,50.0,741.0,24.1,37.0
2023-11-01 09:54:08,2.0,53.0,797.0,24.1,37.0
2023-11-01 10:04:08,0.0,53.0,801.0,24.1,37.0
2023-11-01 10:14:08,5.0,53.0,855.0,24.2,38.0
2023-11-01 10:24:08,0.0,53.0,815.0,24.2,37.0
2023-11-01 10:34:08,8.0,47.0,813.0,24.2,37.0
2023-11-01 10:44:08,4.0,53.0,909.0,24.2,38.0
2023-11-01 10:54:08,12.0,43.0,973.0,24.1,38.0
2023-11-01 11:04:08,5.0,47.0,916.0,24.1,38.0
2023-11-01 11:14:08,11.0,43.0,935.0,24.1,38.0
2023-11-01 11:24:08,4.0,43.0,928.0,24.1,38.0
2023-11-01 11:34:07,0.0,40.0,895.0,24.2,38.0
2023-11-01 11:44:07,3.0,40.0,907.0,24.1,38.0
2023-11-01 11:54:07,2.0,43.0,922.0,24.1,38.0
2023-11-01 12:04:07,6.0,43.0,988.0,24.1,38.0
2023-11-01 12:14:07,5.0,47.0,982.0,24.1,39.0
2023-11-01 12:24:07,6.0,47.0,987.0,24.1,39.0
2023-11-01 12:34:07,14.0,40.0,1049.0,24.2,39.0
2023-11-01 12:44:07,2.0,47.0,1055.0,24.1,39.0
2023-11-01 12:54:07,3.0,47.0,1055.0,24.2,39.0
2023-11-01 13:04:07,0.0,43.0,1048.0,24.1,39.0
2023-11-01 13:14:07,8.0,47.0,1131.0,24.1,39.0
2023-11-01 13:24:07,12.0,43.0,1062.0,24.1,39.0
