datetime,closed,co2,temperature,humidity
2023-11-01 00:04:59,True,,,
2023-11-01 00:05:05,True,,,
2023-11-01 00:07:57,,2106.0,23.9,53.91
2023-11-01 00:18:03,,2102.0,23.8,53.91
2023-11-01 00:27:37,,2102.0,23.8,53.91
2023-11-01 00:34:59,True,,,
2023-11-01 00:35:05,True,,,
2023-11-01 00:37:52,,2052.0,23.8,53.91
2023-11-01 00:48:12,,2029.0,23.8,53.91
2023-11-01 00:58:32,,2019.0,23.8,53.91
2023-11-01 01:04:59,True,,,
2023-11-01 01:05:05,True,,,
2023-11-01 01:08:36,,1984.0,23.8,53.91
2023-11-01 01:18:42,,2042.0,23.8,53.91
2023-11-01 01:28:49,,1977.0,23.8,53.91
2023-11-01 01:34:59,True,,,
2023-11-01 01:35:05,True,,,
2023-11-01 01:38:55,,2001.0,23.8,53.91
2023-11-01 01:49:00,,1972.0,23.8,53.91
2023-11-01 01:59:07,,1954.0,23.8,53.91
2023-11-01 02:04:59,True,,,
2023-11-01 02:05:05,True,,,
2023-11-01 02:09:13,,1942.0,23.8,53.91
2023-11-01 02:19:20,,1924.0,23.8,53.91
2023-11-01 02:29:26,,1932.0,23.7,53.91
2023-11-01 02:34:59,True,,,
2023-11-01 02:35:05,True,,,
2023-11-01 02:39:32,,1858.0,23.7,53.91
2023-11-01 02:49:39,,1901.0,23.7,53.91
2023-11-01 02:59:45,,1802.0,23.7,53.91
2023-11-01 03:04:59,True,,,
2023-11-01 03:05:04,True,,,
2023-11-01 03:09:52,,1801.0,23.7,53.91
2023-11-01 03:19:58,,1826.0,23.7,53.91
2023-11-01 03:30:05,,1826.0,23.7,53.91
2023-11-01 03:34:58,True,,,
2023-11-01 03:35:04,True,,,
2023-11-01 03:40:11,,1797.0,23.7,53.52
2023-11-01 03:50:17,,1797.0,23.7,53.91
2023-11-01 04:00:24,,1800.0,23.7,53.52
2023-11-01 04:04:58,True,,,
2023-11-01 04:05:04,True,,,
2023-11-01 04:10:30,,1750.0,23.7,53.52
2023-11-01 04:20:37,,1736.0,23.6,53.52
2023-11-01 04:30:43,,1806.0,23.6,53.52
2023-11-01 04:34:58,True,,,
2023-11-01 04:35:04,True,,,
2023-11-01 04:40:49,,1752.0,23.6,53.52
2023-11-01 04:50:56,,1752.0,23.6,53.52
2023-11-01 05:00:58,,1793.0,23.6,53.52
2023-11-01 05:04:58,True,,,
2023-11-01 05:05:04,True,,,
2023-11-01 05:11:01,,1752.0,23.6,53.52
2023-11-01 05:21:07,,1731.0,23.6,53.52
2023-11-01 05:31:13,,1682.0,23.6,53.52
2023-11-01 05:34:58,True,,,
2023-11-01 05:35:04,True,,,
2023-11-01 05:41:04,,1657.0,23.6,53.52
2023-11-01 05:51:25,,1631.0,23.6,53.52
2023-11-01 06:01:31,,1631.0,23.6,53.52
2023-11-01 06:04:58,True,,,
2023-11-01 06:05:04,True,,,
2023-11-01 06:11:38,,1642.0,23.6,53.52
2023-11-01 06:21:44,,1590.0,23.6,53.52
2023-11-01 06:31:51,,1642.0,23.5,53.52
2023-11-01 06:34:57,True,,,
2023-11-01 06:35:03,True,,,
2023-11-01 06:41:57,,1562.0,23.5,53.52
2023-11-01 06:52:03,,1540.0,23.5,53.52
2023-11-01 07:01:38,,1540.0,23.5,53.52
2023-11-01 07:04:57,True,,,
2023-11-01 07:05:03,True,,,
2023-11-01 07:11:52,,1658.0,23.5,53.52
2023-11-01 07:22:12,,1625.0,23.5,53.52
2023-11-01 07:32:32,,1543.0,23.5,53.52
2023-11-01 07:34:57,True,,,
2023-11-01 07:35:03,True,,,
2023-11-01 07:42:36,,1581.0,23.5,53.12
2023-11-01 07:51:45,False,,,
2023-11-01 07:52:42,,1559.0,23.5,52.73
2023-11-01 08:02:48,,1243.0,23.5,48.83
2023-11-01 08:04:57,False,,,
2023-11-01 08:05:03,False,,,
2023-11-01 08:12:50,,1116.0,23.5,46.88
2023-11-01 08:22:53,,1192.0,23.5,46.48
2023-11-01 08:32:59,,1366.0,23.5,46.48
2023-11-01 08:34:57,False,,,
2023-11-01 08:35:03,False,,,
2023-11-01 08:43:06,,1506.0,23.6,46.88
2023-11-01 08:53:12,,1353.0,23.6,46.48
2023-11-01 09:03:19,,1416.0,23.6,45.7
2023-11-01 09:04:57,False,,,
2023-11-01 09:05:03,False,,,
2023-11-01 09:13:25,,1419.0,23.7,45.7
2023-11-01 09:22:12,True,,,
2023-11-01 09:23:31,,1515.0,23.7,45.31
2023-11-01 09:33:38,,1456.0,23.7,44.92
2023-11-01 09:34:57,True,,,
2023-11-01 09:35:03,True,,,
2023-11-01 09:43:48,,1739.0,23.7,45.7
2023-11-01 09:53:51,,1947.0,23.8,46.09
2023-11-01 10:03:53,,2207.0,23.8,46.48
2023-11-01 10:04:56,True,,,
2023-11-01 10:05:02,True,,,
2023-11-01 10:13:59,,2208.0,23.8,46.88
2023-11-01 10:24:06,,2227.0,23.9,47.27
2023-11-01 10:34:12,,2273.0,23.9,46.88
2023-11-01 10:34:56,True,,,
2023-11-01 10:35:02,True,,,
2023-11-01 10:44:19,,2072.0,23.9,46.48
2023-11-01 10:54:25,,2258.0,23.9,46.88
2023-11-01 11:04:31,,2212.0,23.9,46.88
2023-11-01 11:04:56,True,,,
2023-11-01 11:05:02,True,,,
2023-11-01 11:14:38,,2169.0,23.9,46.48
2023-11-01 11:24:44,,2165.0,23.9,46.88
2023-11-01 11:34:51,,2185.0,23.8,47.27
2023-11-01 11:34:56,True,,,
2023-11-01 11:35:02,True,,,
2023-11-01 11:44:57,,2199.0,23.8,47.66
2023-11-01 11:55:03,,2222.0,23.7,47.66
2023-11-01 12:04:56,True,,,
2023-11-01 12:05:02,True,,,
2023-11-01 12:05:10,,2045.0,23.7,46.88
2023-11-01 12:15:16,,2022.0,23.7,47.27
2023-11-01 12:25:23,,2354.0,23.7,47.66
2023-11-01 12:34:56,True,,,
2023-11-01 12:35:02,True,,,
2023-11-01 12:35:29,,2293.0,23.8,46.88
2023-11-01 12:45:36,,2354.0,23.8,47.66
2023-11-01 12:55:42,,2354.0,23.8,47.66
2023-11-01 13:04:56,True,,,
2023-11-01 13:05:02,True,,,
2023-11-01 13:05:48,,2354.0,23.9,47.66
2023-11-01 13:15:55,,2354.0,23.9,47.27
2023-11-01 13:26:01,,2091.0,23.9,45.31
2023-11-01 13:34:55,True,,,
2023-11-01 13:35:01,True,,,
2023-11-01 13:35:36,,2091.0,23.9,45.31
2023-11-01 13:45:50,,2124.0,23.8,44.92
2023-11-01 13:56:10,,2354.0,23.9,45.7
2023-11-01 14:04:55,True,,,
2023-11-01 14:05:01,True,,,
2023-11-01 14:06:30,,2317.0,23.9,45.7
2023-11-01 14:16:34,,2354.0,23.9,46.09
2023-11-01 14:26:41,,2354.0,23.9,46.09
2023-11-01 14:34:55,True,,,
2023-11-01 14:35:01,True,,,
2023-11-01 14:36:47,,2354.0,23.9,46.09
2023-11-01 14:46:53,,2354.0,24.0,45.7
2023-11-01 14:57:00,,2354.0,23.9,46.09
2023-11-01 15:04:55,True,,,
2023-11-01 15:05:01,True,,,
2023-11-01 15:07:06,,2341.0,23.9,45.7
2023-11-01 15:17:13,,2341.0,23.9,45.31
2023-11-01 15:27:19,,2341.0,23.9,45.31
2023-11-01 15:34:55,True,,,
2023-11-01 15:35:01,True,,,
2023-11-01 15:37:25,,2341.0,23.9,47.27
2023-11-01 15:47:32,,2341.0,24.0,47.66
2023-11-01 15:57:37,,2341.0,24.0,48.05
2023-11-01 16:04:55,True,,,
2023-11-01 16:05:01,True,,,
2023-11-01 16:07:43,,2341.0,24.0,47.66
2023-11-01 16:17:50,,2341.0,24.0,48.05
2023-11-01 16:27:52,,2341.0,23.9,48.05
2023-11-01 16:34:55,True,,,
2023-11-01 16:35:01,True,,,
2023-11-01 16:37:55,,2341.0,23.9,48.44
2023-11-01 16:48:01,,2341.0,23.8,48.44
2023-11-01 16:58:07,,2341.0,23.8,48.44
2023-11-01 17:04:54,True,,,
2023-11-01 17:05:00,True,,,
2023-11-01 17:08:14,,2341.0,23.8,48.44
2023-11-01 17:18:20,,2341.0,23.7,48.83
2023-11-01 17:28:11,,2341.0,23.7,48.83
2023-11-01 17:34:54,True,,,
2023-11-01 17:35:00,True,,,
2023-11-01 17:38:17,,2341.0,23.7,48.83
2023-11-01 17:48:40,,2341.0,23.7,48.83
2023-11-01 17:58:45,,2341.0,23.7,48.83
2023-11-01 18:04:54,True,,,
2023-11-01 18:05:00,True,,,
2023-11-01 18:08:51,,2341.0,23.6,48.83
2023-11-01 18:18:58,,2341.0,23.6,48.83
2023-11-01 18:29:04,,2341.0,23.6,49.22
2023-11-01 18:34:54,True,,,
2023-11-01 18:35:00,True,,,
