datetime,motor_position,motor_range,trv_temperature,target_temperature,closed,co2,temperature,humidity
2024-01-02 11:02:08,580.0,580.0,25.0,6.0,,,,
2024-01-02 11:11:49,,,,,,447.0,21.0,42.58
2024-01-02 11:12:09,580.0,580.0,25.0,6.0,,,,
2024-01-02 11:21:51,,,,,,445.0,20.9,42.58
2024-01-02 11:22:10,580.0,580.0,25.0,6.0,,,,
2024-01-02 11:28:26,,,,,True,,,
2024-01-02 11:28:32,,,,,True,,,
2024-01-02 11:31:53,,,,,,464.0,21.0,42.58
2024-01-02 11:32:11,580.0,580.0,25.2,6.0,,,,
2024-01-02 11:41:55,,,,,,481.0,21.0,42.58
2024-01-02 11:42:12,580.0,580.0,25.2,6.0,,,,
2024-01-02 11:51:58,,,,,,443.0,21.0,42.58
2024-01-02 11:52:13,580.0,580.0,25.2,6.0,,,,
2024-01-02 11:58:26,,,,,True,,,
2024-01-02 11:58:32,,,,,True,,,
2024-01-02 12:02:00,,,,,,453.0,21.0,42.58
2024-01-02 12:02:14,580.0,580.0,25.2,6.0,,,,
2024-01-02 12:12:03,,,,,,465.0,20.9,42.58
2024-01-02 12:12:15,580.0,580.0,25.2,6.0,,,,
2024-01-02 12:22:05,,,,,,440.0,20.9,42.58
2024-01-02 12:22:16,580.0,580.0,25.2,6.0,,,,
2024-01-02 12:28:26,,,,,True,,,
2024-01-02 12:28:32,,,,,True,,,
2024-01-02 12:32:07,,,,,,486.0,21.0,42.58
2024-01-02 12:32:17,580.0,580.0,25.2,6.0,,,,
2024-01-02 12:42:10,,,,,,473.0,21.0,42.19
2024-01-02 12:42:18,580.0,580.0,25.2,6.0,,,,
2024-01-02 12:52:12,,,,,,440.0,21.0,42.58
2024-01-02 12:52:19,580.0,580.0,25.2,6.0,,,,
2024-01-02 12:58:26,,,,,True,,,
2024-01-02 12:58:32,,,,,True,,,
2024-01-02 13:02:15,,,,,,461.0,21.0,42.58
2024-01-02 13:02:20,580.0,580.0,25.2,6.0,,,,
2024-01-02 13:12:17,,,,,,457.0,21.0,42.19
2024-01-02 13:12:21,580.0,580.0,25.2,6.0,,,,
2024-01-02 13:22:18,,,,,,490.0,21.0,42.19
2024-01-02 13:22:22,580.0,580.0,25.2,6.0,,,,
2024-01-02 13:28:26,,,,,True,,,
2024-01-02 13:28:32,,,,,True,,,
2024-01-02 13:32:05,,,,,,457.0,21.0,42.19
2024-01-02 13:32:22,580.0,580.0,25.2,6.0,,,,
2024-01-02 13:42:23,,,,,,436.0,20.9,42.19
2024-01-02 13:42:23,580.0,580.0,25.2,6.0,,,,
2024-01-02 13:52:24,580.0,580.0,25.2,6.0,,,,
2024-01-02 13:52:25,,,,,,463.0,21.0,42.19
2024-01-02 13:58:26,,,,,True,,,
2024-01-02 13:58:32,,,,,True,,,
2024-01-02 14:02:25,580.0,580.0,25.0,6.0,,,,
2024-01-02 14:02:28,,,,,,494.0,20.9,42.19
2024-01-02 14:12:26,580.0,580.0,25.0,6.0,,,,
2024-01-02 14:12:30,,,,,,438.0,20.9,42.19
2024-01-02 14:22:27,580.0,580.0,25.0,6.0,,,,
2024-01-02 14:22:33,,,,,,444.0,20.9,42.19
2024-01-02 14:28:26,,,,,True,,,
2024-01-02 14:28:32,,,,,True,,,
2024-01-02 14:32:28,580.0,580.0,25.0,6.0,,,,
2024-01-02 14:32:35,,,,,,472.0,20.9,42.19
2024-01-02 14:42:21,,,,,,474.0,20.9,42.19
2024-01-02 14:42:29,580.0,580.0,25.0,6.0,,,,
2024-01-02 14:52:30,580.0,580.0,25.0,6.0,,,,
2024-01-02 14:52:40,,,,,,468.0,20.9,42.19
2024-01-02 14:58:25,,,,,True,,,
2024-01-02 14:58:31,,,,,True,,,
2024-01-02 15:02:10,,,,,,468.0,20.9,42.19
2024-01-02 15:02:31,580.0,580.0,25.2,6.0,,,,
2024-01-02 15:12:20,,,,,,466.0,20.9,42.19
2024-01-02 15:12:32,580.0,580.0,25.2,6.0,,,,
2024-01-02 15:22:33,580.0,580.0,25.2,6.0,,,,
2024-01-02 15:22:37,,,,,,486.0,20.9,42.19
2024-01-02 15:28:25,,,,,True,,,
2024-01-02 15:28:31,,,,,True,,,
2024-01-02 15:32:34,580.0,580.0,25.2,6.0,,,,
2024-01-02 15:32:53,,,,,,497.0,20.9,42.19
2024-01-02 15:42:35,580.0,580.0,25.2,6.0,,,,
2024-01-02 15:42:37,,,,,,449.0,20.9,42.19
2024-01-02 15:52:35,580.0,580.0,25.4,6.0,,,,
2024-01-02 15:52:55,,,,,,452.0,20.9,42.19
2024-01-02 15:58:25,,,,,True,,,
2024-01-02 15:58:31,,,,,True,,,
2024-01-02 16:02:36,580.0,580.0,25.4,6.0,,,,
2024-01-02 16:02:58,,,,,,486.0,20.9,42.19
2024-01-02 16:12:37,580.0,580.0,25.4,6.0,,,,
2024-01-02 16:13:00,,,,,,474.0,20.9,42.19
2024-01-02 16:22:38,580.0,580.0,25.4,6.0,,,,
2024-01-02 16:23:02,,,,,,488.0,20.9,41.8
2024-01-02 16:28:25,,,,,True,,,
2024-01-02 16:28:31,,,,,True,,,
2024-01-02 16:32:39,580.0,580.0,25.2,6.0,,,,
2024-01-02 16:33:05,,,,,,486.0,20.9,41.8
2024-01-02 16:42:40,580.0,580.0,25.2,6.0,,,,
2024-01-02 16:43:07,,,,,,470.0,20.9,41.8
2024-01-02 16:52:41,580.0,580.0,25.2,6.0,,,,
2024-01-02 16:53:10,,,,,,481.0,20.9,41.8
2024-01-02 16:58:25,,,,,True,,,
2024-01-02 16:58:31,,,,,True,,,
2024-01-02 17:02:42,580.0,580.0,25.2,6.0,,,,
2024-01-02 17:03:12,,,,,,459.0,20.9,41.8
2024-01-02 17:12:43,580.0,580.0,25.2,6.0,,,,
2024-01-02 17:13:14,,,,,,479.0,20.9,41.8
2024-01-02 17:22:44,580.0,580.0,25.2,6.0,,,,
2024-01-02 17:23:17,,,,,,470.0,20.9,41.8
2024-01-02 17:28:25,,,,,True,,,
2024-01-02 17:28:31,,,,,True,,,
2024-01-02 17:32:45,580.0,580.0,25.2,6.0,,,,
2024-01-02 17:33:19,,,,,,468.0,20.9,41.8
2024-01-02 17:42:46,580.0,580.0,25.2,6.0,,,,
2024-01-02 17:43:22,,,,,,474.0,20.9,41.8
2024-01-02 17:52:47,580.0,580.0,25.2,6.0,,,,
2024-01-02 17:53:24,,,,,,457.0,20.8,41.8
2024-01-02 17:58:25,,,,,True,,,
2024-01-02 17:58:30,,,,,True,,,
2024-01-02 18:02:48,580.0,580.0,25.2,6.0,,,,
2024-01-02 18:03:26,,,,,,474.0,20.9,41.8
2024-01-02 18:12:49,580.0,580.0,25.4,6.0,,,,
2024-01-02 18:13:29,,,,,,493.0,20.9,41.41
2024-01-02 18:22:50,580.0,580.0,25.4,6.0,,,,
2024-01-02 18:23:31,,,,,,434.0,20.9,41.8
2024-01-02 18:28:24,,,,,True,,,
2024-01-02 18:28:30,,,,,True,,,
2024-01-02 18:32:50,580.0,580.0,25.4,6.0,,,,
2024-01-02 18:33:34,,,,,,497.0,20.9,41.41
2024-01-02 18:42:51,580.0,580.0,25.4,6.0,,,,
2024-01-02 18:43:36,,,,,,448.0,20.9,41.41
2024-01-02 18:52:52,580.0,580.0,25.4,6.0,,,,
2024-01-02 18:53:22,,,,,,472.0,20.8,41.8
2024-01-02 18:58:24,,,,,True,,,
2024-01-02 18:58:30,,,,,True,,,
2024-01-02 19:02:53,580.0,580.0,25.4,6.0,,,,
2024-01-02 19:03:41,,,,,,476.0,20.9,41.41
2024-01-02 19:12:54,580.0,580.0,25.4,6.0,,,,
2024-01-02 19:13:43,,,,,,479.0,20.9,41.8
2024-01-02 19:22:55,580.0,580.0,25.4,6.0,,,,
2024-01-02 19:23:46,,,,,,470.0,20.9,41.8
2024-01-02 19:28:24,,,,,True,,,
2024-01-02 19:28:30,,,,,True,,,
2024-01-02 19:32:56,580.0,580.0,25.4,6.0,,,,
2024-01-02 19:33:48,,,,,,465.0,20.9,41.8
2024-01-02 19:42:57,580.0,580.0,25.4,6.0,,,,
2024-01-02 19:43:50,,,,,,474.0,20.9,41.8
2024-01-02 19:52:58,580.0,580.0,25.4,6.0,,,,
2024-01-02 19:53:37,,,,,,474.0,20.9,41.8
2024-01-02 19:58:24,,,,,True,,,
2024-01-02 19:58:30,,,,,True,,,
2024-01-02 20:02:59,580.0,580.0,25.4,6.0,,,,
2024-01-02 20:03:55,,,,,,472.0,20.9,41.8
2024-01-02 20:13:00,580.0,580.0,25.4,6.0,,,,
2024-01-02 20:13:58,,,,,,480.0,20.8,41.8
2024-01-02 20:23:01,580.0,580.0,25.4,6.0,,,,
2024-01-02 20:24:00,,,,,,474.0,20.8,41.8
2024-01-02 20:28:24,,,,,True,,,
2024-01-02 20:28:30,,,,,True,,,
2024-01-02 20:33:02,580.0,580.0,25.4,6.0,,,,
2024-01-02 20:34:02,,,,,,447.0,20.8,41.8
2024-01-02 20:43:03,580.0,580.0,25.4,6.0,,,,
2024-01-02 20:44:05,,,,,,470.0,20.8,41.8
2024-01-02 20:53:03,580.0,580.0,25.2,6.0,,,,
2024-01-02 20:54:07,,,,,,505.0,20.9,41.8
2024-01-02 20:58:24,,,,,True,,,
2024-01-02 20:58:30,,,,,True,,,
2024-01-02 21:03:04,580.0,580.0,25.2,6.0,,,,
2024-01-02 21:03:54,,,,,,496.0,20.8,41.8
2024-01-02 21:13:05,580.0,580.0,25.2,6.0,,,,
2024-01-02 21:14:12,,,,,,487.0,20.9,41.41
2024-01-02 21:23:06,580.0,580.0,25.2,6.0,,,,
2024-01-02 21:24:14,,,,,,457.0,20.8,41.41
2024-01-02 21:28:23,,,,,True,,,
2024-01-02 21:28:29,,,,,True,,,
2024-01-02 21:33:07,580.0,580.0,25.2,6.0,,,,
2024-01-02 21:33:45,,,,,,457.0,20.8,41.41
2024-01-02 21:43:08,580.0,580.0,25.2,6.0,,,,
2024-01-02 21:43:55,,,,,,479.0,20.8,41.41
2024-01-02 21:53:09,580.0,580.0,25.2,6.0,,,,
2024-01-02 21:54:11,,,,,,474.0,20.8,41.41
2024-01-02 21:58:23,,,,,True,,,
2024-01-02 21:58:29,,,,,True,,,
2024-01-02 22:03:10,580.0,580.0,25.2,6.0,,,,
2024-01-02 22:04:27,,,,,,463.0,20.8,41.41
2024-01-02 22:13:11,580.0,580.0,25.2,6.0,,,,
2024-01-02 22:14:11,,,,,,461.0,20.8,41.41
2024-01-02 22:23:12,580.0,580.0,25.2,6.0,,,,
2024-01-02 22:24:30,,,,,,460.0,20.8,41.41
2024-01-02 22:28:23,,,,,True,,,
2024-01-02 22:28:29,,,,,True,,,
2024-01-02 22:33:13,580.0,580.0,25.2,6.0,,,,
2024-01-02 22:34:32,,,,,,456.0,20.8,41.41
2024-01-02 22:43:14,580.0,580.0,25.2,6.0,,,,
2024-01-02 22:44:35,,,,,,476.0,20.8,41.41
2024-01-02 22:53:15,580.0,580.0,25.2,6.0,,,,
2024-01-02 22:54:37,,,,,,434.0,20.8,41.41
2024-01-02 22:58:23,,,,,True,,,
2024-01-02 22:58:29,,,,,True,,,
2024-01-02 23:03:16,580.0,580.0,25.2,6.0,,,,
2024-01-02 23:04:39,,,,,,474.0,20.8,41.41
2024-01-02 23:13:17,580.0,580.0,25.2,6.0,,,,
2024-01-02 23:14:26,,,,,,464.0,20.8,41.41
2024-01-02 23:23:17,580.0,580.0,25.2,6.0,,,,
2024-01-02 23:24:44,,,,,,468.0,20.8,41.41
2024-01-02 23:28:23,,,,,True,,,
2024-01-02 23:28:29,,,,,True,,,
2024-01-02 23:33:18,580.0,580.0,25.2,6.0,,,,
2024-01-02 23:34:47,,,,,,459.0,20.8,41.41
2024-01-02 23:43:19,580.0,580.0,25.2,6.0,,,,
2024-01-02 23:44:49,,,,,,466.0,20.8,41.41
2024-01-02 23:53:20,580.0,580.0,25.2,6.0,,,,
2024-01-02 23:54:51,,,,,,480.0,20.8,41.41
2024-01-02 23:58:23,,,,,True,,,
2024-01-02 23:58:29,,,,,True,,,
2024-01-03 00:03:21,580.0,580.0,25.2,6.0,,,,
2024-01-03 00:04:54,,,,,,440.0,20.8,41.41
2024-01-03 00:13:22,580.0,580.0,25.2,6.0,,,,
2024-01-03 00:14:56,,,,,,469.0,20.8,41.41
2024-01-03 00:23:23,580.0,580.0,25.2,6.0,,,,
2024-01-03 00:24:58,,,,,,459.0,20.7,41.41
2024-01-03 00:28:23,,,,,True,,,
2024-01-03 00:28:29,,,,,True,,,
2024-01-03 00:33:24,580.0,580.0,25.2,6.0,,,,
2024-01-03 00:34:45,,,,,,460.0,20.7,41.41
2024-01-03 00:43:25,580.0,580.0,25.2,6.0,,,,
2024-01-03 00:45:03,,,,,,465.0,20.8,41.41
2024-01-03 00:53:26,580.0,580.0,25.2,6.0,,,,
2024-01-03 00:55:06,,,,,,447.0,20.7,41.41
2024-01-03 00:58:23,,,,,True,,,
2024-01-03 00:58:28,,,,,True,,,
2024-01-03 01:03:27,580.0,580.0,25.2,6.0,,,,
2024-01-03 01:05:08,,,,,,488.0,20.7,41.41
2024-01-03 01:13:28,580.0,580.0,25.2,6.0,,,,
2024-01-03 01:15:10,,,,,,460.0,20.7,41.41
2024-01-03 01:23:29,580.0,580.0,25.2,6.0,,,,
2024-01-03 01:25:13,,,,,,452.0,20.7,41.41
2024-01-03 01:28:22,,,,,True,,,
2024-01-03 01:28:28,,,,,True,,,
2024-01-03 01:33:30,580.0,580.0,25.2,6.0,,,,
2024-01-03 01:35:15,,,,,,463.0,20.8,41.41
2024-01-03 01:43:31,580.0,580.0,25.2,6.0,,,,
2024-01-03 01:45:18,,,,,,442.0,20.8,41.41
2024-01-03 01:53:32,580.0,580.0,25.2,6.0,,,,
2024-01-03 01:55:20,,,,,,440.0,20.7,41.8
2024-01-03 01:58:22,,,,,True,,,
2024-01-03 01:58:28,,,,,True,,,
2024-01-03 02:03:32,580.0,580.0,25.2,6.0,,,,
2024-01-03 02:05:22,,,,,,472.0,20.7,41.8
2024-01-03 02:13:33,580.0,580.0,25.2,6.0,,,,
2024-01-03 02:15:25,,,,,,464.0,20.7,41.41
2024-01-03 02:23:34,580.0,580.0,25.2,6.0,,,,
2024-01-03 02:25:27,,,,,,444.0,20.7,41.8
2024-01-03 02:28:22,,,,,True,,,
2024-01-03 02:28:28,,,,,True,,,
2024-01-03 02:33:35,580.0,580.0,25.2,6.0,,,,
2024-01-03 02:35:28,,,,,,479.0,20.7,41.41
2024-01-03 02:43:36,580.0,580.0,25.2,6.0,,,,
2024-01-03 02:45:31,,,,,,472.0,20.7,41.41
2024-01-03 02:53:37,580.0,580.0,25.2,6.0,,,,
2024-01-03 02:55:33,,,,,,460.0,20.7,41.41
2024-01-03 02:58:22,,,,,True,,,
2024-01-03 02:58:28,,,,,True,,,
2024-01-03 03:03:38,580.0,580.0,25.2,6.0,,,,
2024-01-03 03:05:36,,,,,,466.0,20.7,41.41
2024-01-03 03:13:39,580.0,580.0,25.2,6.0,,,,
2024-01-03 03:15:38,,,,,,456.0,20.7,41.41
2024-01-03 03:23:40,580.0,580.0,25.2,6.0,,,,
2024-01-03 03:25:39,,,,,,456.0,20.7,41.41
2024-01-03 03:28:22,,,,,True,,,
2024-01-03 03:28:28,,,,,True,,,
2024-01-03 03:33:41,580.0,580.0,25.2,6.0,,,,
2024-01-03 03:35:42,,,,,,461.0,20.7,41.41
2024-01-03 03:43:42,580.0,580.0,25.2,6.0,,,,
2024-01-03 03:45:44,,,,,,452.0,20.7,41.41
2024-01-03 03:53:43,580.0,580.0,25.2,6.0,,,,
2024-01-03 03:55:46,,,,,,469.0,20.7,41.41
2024-01-03 03:58:22,,,,,True,,,
2024-01-03 03:58:28,,,,,True,,,
2024-01-03 04:03:44,580.0,580.0,25.2,6.0,,,,
2024-01-03 04:05:17,,,,,,469.0,20.7,41.41
2024-01-03 04:13:44,580.0,580.0,25.2,6.0,,,,
2024-01-03 04:15:27,,,,,,468.0,20.7,41.41
2024-01-03 04:23:45,580.0,580.0,25.2,6.0,,,,
2024-01-03 04:25:43,,,,,,456.0,20.7,41.41
2024-01-03 04:28:21,,,,,True,,,
2024-01-03 04:28:27,,,,,True,,,
2024-01-03 04:33:46,580.0,580.0,25.2,6.0,,,,
2024-01-03 04:36:00,,,,,,480.0,20.7,41.41
2024-01-03 04:43:47,580.0,580.0,25.2,6.0,,,,
2024-01-03 04:45:59,,,,,,427.0,20.7,41.41
2024-01-03 04:53:48,580.0,580.0,25.2,6.0,,,,
2024-01-03 04:56:02,,,,,,451.0,20.7,41.41
2024-01-03 04:58:21,,,,,True,,,
2024-01-03 04:58:27,,,,,True,,,
2024-01-03 05:03:49,580.0,580.0,25.2,6.0,,,,
2024-01-03 05:06:04,,,,,,443.0,20.7,41.41
2024-01-03 05:13:50,580.0,580.0,25.2,6.0,,,,
2024-01-03 05:16:07,,,,,,432.0,20.7,41.41
2024-01-03 05:23:51,580.0,580.0,25.2,6.0,,,,
2024-01-03 05:26:09,,,,,,472.0,20.6,41.41
2024-01-03 05:28:21,,,,,True,,,
2024-01-03 05:28:27,,,,,True,,,
2024-01-03 05:33:52,580.0,580.0,25.0,6.0,,,,
2024-01-03 05:36:11,,,,,,430.0,20.7,41.41
2024-01-03 05:43:53,580.0,580.0,25.2,6.0,,,,
2024-01-03 05:46:14,,,,,,435.0,20.6,41.41
2024-01-03 05:53:54,580.0,580.0,25.2,6.0,,,,
2024-01-03 05:56:16,,,,,,459.0,20.6,41.41
2024-01-03 05:58:21,,,,,True,,,
2024-01-03 05:58:27,,,,,True,,,
2024-01-03 06:03:55,580.0,580.0,25.4,6.0,,,,
2024-01-03 06:06:19,,,,,,474.0,20.7,41.41
2024-01-03 06:13:56,580.0,580.0,25.4,6.0,,,,
2024-01-03 06:16:21,,,,,,452.0,20.6,41.41
2024-01-03 06:23:57,580.0,580.0,25.4,6.0,,,,
2024-01-03 06:26:23,,,,,,427.0,20.7,41.41
2024-01-03 06:28:21,,,,,True,,,
2024-01-03 06:28:27,,,,,True,,,
2024-01-03 06:33:58,580.0,580.0,25.4,6.0,,,,
2024-01-03 06:36:26,,,,,,466.0,20.7,41.02
2024-01-03 06:43:58,580.0,580.0,25.5,6.0,,,,
2024-01-03 06:46:28,,,,,,481.0,20.7,41.02
2024-01-03 06:53:59,580.0,580.0,25.5,6.0,,,,
2024-01-03 06:56:31,,,,,,474.0,20.6,41.02
2024-01-03 06:58:21,,,,,True,,,
2024-01-03 06:58:27,,,,,True,,,
2024-01-03 07:04:00,580.0,580.0,25.4,6.0,,,,
2024-01-03 07:06:17,,,,,,461.0,20.6,41.02
2024-01-03 07:14:01,580.0,580.0,25.4,6.0,,,,
2024-01-03 07:16:35,,,,,,472.0,20.6,41.02
2024-01-03 07:24:02,580.0,580.0,25.4,6.0,,,,
2024-01-03 07:26:37,,,,,,463.0,20.7,41.02
2024-01-03 07:28:21,,,,,True,,,
2024-01-03 07:28:27,,,,,True,,,
2024-01-03 07:34:03,580.0,580.0,25.2,6.0,,,,
2024-01-03 07:36:39,,,,,,452.0,20.6,41.02
2024-01-03 07:44:04,580.0,580.0,25.2,6.0,,,,
2024-01-03 07:46:41,,,,,,438.0,20.6,41.02
2024-01-03 07:54:05,580.0,580.0,25.0,6.0,,,,
2024-01-03 07:56:44,,,,,,453.0,20.6,41.02
2024-01-03 07:58:21,,,,,True,,,
2024-01-03 07:58:26,,,,,True,,,
2024-01-03 08:04:06,580.0,580.0,25.0,6.0,,,,
2024-01-03 08:06:47,,,,,,431.0,20.6,40.62
2024-01-03 08:14:07,580.0,580.0,25.0,6.0,,,,
2024-01-03 08:16:33,,,,,,423.0,20.6,40.62
2024-01-03 08:24:08,580.0,580.0,25.0,6.0,,,,
2024-01-03 08:26:35,,,,,,445.0,20.6,40.62
2024-01-03 08:28:20,,,,,True,,,
2024-01-03 08:28:26,,,,,True,,,
2024-01-03 08:34:09,580.0,580.0,25.0,6.0,,,,
2024-01-03 08:36:53,,,,,,431.0,20.6,40.62
2024-01-03 08:44:10,580.0,580.0,24.8,6.0,,,,
2024-01-03 08:46:56,,,,,,457.0,20.6,41.02
2024-01-03 08:54:11,580.0,580.0,24.8,6.0,,,,
2024-01-03 08:56:58,,,,,,445.0,20.6,40.62
2024-01-03 08:58:21,,,,,True,,,
2024-01-03 08:58:26,,,,,True,,,
2024-01-03 09:04:12,580.0,580.0,24.8,6.0,,,,
2024-01-03 09:07:01,,,,,,434.0,20.6,40.62
2024-01-03 09:14:12,580.0,580.0,24.8,6.0,,,,
2024-01-03 09:16:47,,,,,,452.0,20.6,40.62
2024-01-03 09:24:13,580.0,580.0,24.8,6.0,,,,
2024-01-03 09:27:04,,,,,,448.0,20.6,40.62
2024-01-03 09:28:20,,,,,True,,,
2024-01-03 09:28:26,,,,,True,,,
2024-01-03 09:34:14,580.0,580.0,24.8,6.0,,,,
2024-01-03 09:37:07,,,,,,448.0,20.6,40.62
2024-01-03 09:44:15,580.0,580.0,24.8,6.0,,,,
2024-01-03 09:47:09,,,,,,473.0,20.6,40.62
2024-01-03 09:54:16,580.0,580.0,25.0,6.0,,,,
2024-01-03 09:57:11,,,,,,444.0,20.6,40.62
2024-01-03 09:58:20,,,,,True,,,
2024-01-03 09:58:26,,,,,True,,,
2024-01-03 10:04:17,580.0,580.0,25.0,6.0,,,,
2024-01-03 10:07:14,,,,,,434.0,20.6,40.62
2024-01-03 10:14:18,580.0,580.0,25.0,6.0,,,,
2024-01-03 10:17:16,,,,,,448.0,20.6,40.62
2024-01-03 10:24:19,580.0,580.0,25.0,6.0,,,,
2024-01-03 10:27:19,,,,,,438.0,20.6,40.62
2024-01-03 10:28:20,,,,,True,,,
2024-01-03 10:28:26,,,,,True,,,
2024-01-03 10:34:20,580.0,580.0,25.0,6.0,,,,
2024-01-03 10:36:49,,,,,,438.0,20.6,40.62
2024-01-03 10:44:21,580.0,580.0,25.0,6.0,,,,
2024-01-03 10:46:59,,,,,,443.0,20.6,40.62
2024-01-03 10:54:22,580.0,580.0,25.0,6.0,,,,
2024-01-03 10:57:15,,,,,,427.0,20.6,40.62
2024-01-03 10:58:20,,,,,True,,,
2024-01-03 10:58:26,,,,,True,,,
2024-01-03 11:04:23,580.0,580.0,25.0,6.0,,,,
2024-01-03 11:07:32,,,,,,417.0,20.6,40.62
2024-01-03 11:14:24,580.0,580.0,25.0,6.0,,,,
2024-01-03 11:17:32,,,,,,444.0,20.6,40.62
2024-01-03 11:24:25,580.0,580.0,25.0,6.0,,,,
2024-01-03 11:27:33,,,,,,453.0,20.6,40.62
2024-01-03 11:28:19,,,,,True,,,
2024-01-03 11:28:25,,,,,True,,,
2024-01-03 11:34:26,580.0,580.0,25.0,6.0,,,,
2024-01-03 11:37:35,,,,,,451.0,20.6,40.62
2024-01-03 11:44:26,580.0,580.0,25.0,6.0,,,,
2024-01-03 11:47:22,,,,,,434.0,20.5,40.62
2024-01-03 11:54:27,580.0,580.0,25.0,6.0,,,,
2024-01-03 11:57:40,,,,,,431.0,20.6,40.62
2024-01-03 11:58:19,,,,,True,,,
2024-01-03 11:58:25,,,,,True,,,
2024-01-03 12:04:28,580.0,580.0,25.0,6.0,,,,
2024-01-03 12:07:42,,,,,,449.0,20.6,40.62
2024-01-03 12:14:29,580.0,580.0,25.0,6.0,,,,
2024-01-03 12:17:45,,,,,,422.0,20.6,40.62
2024-01-03 12:24:30,580.0,580.0,25.0,6.0,,,,
2024-01-03 12:27:31,,,,,,423.0,20.5,40.62
2024-01-03 12:28:19,,,,,True,,,
2024-01-03 12:28:25,,,,,True,,,
2024-01-03 12:34:31,580.0,580.0,25.0,6.0,,,,
2024-01-03 12:37:50,,,,,,460.0,20.5,40.62
2024-01-03 12:44:32,580.0,580.0,25.0,6.0,,,,
2024-01-03 12:47:36,,,,,,455.0,20.5,40.62
2024-01-03 12:54:33,580.0,580.0,25.0,6.0,,,,
2024-01-03 12:57:54,,,,,,434.0,20.5,40.62
2024-01-03 12:58:19,,,,,True,,,
2024-01-03 12:58:25,,,,,True,,,
2024-01-03 13:04:34,580.0,580.0,25.0,6.0,,,,
2024-01-03 13:07:57,,,,,,460.0,20.5,40.62
2024-01-03 13:14:35,580.0,580.0,25.0,6.0,,,,
2024-01-03 13:17:59,,,,,,432.0,20.5,40.62
2024-01-03 13:24:36,580.0,580.0,25.0,6.0,,,,
2024-01-03 13:28:02,,,,,,463.0,20.5,40.62
2024-01-03 13:28:19,,,,,True,,,
2024-01-03 13:28:25,,,,,True,,,
2024-01-03 13:34:37,580.0,580.0,25.0,6.0,,,,
2024-01-03 13:37:48,,,,,,436.0,20.5,41.02
2024-01-03 13:44:38,580.0,580.0,25.0,6.0,,,,
2024-01-03 13:48:06,,,,,,417.0,20.6,40.62
2024-01-03 13:54:39,580.0,580.0,25.0,6.0,,,,
2024-01-03 13:58:09,,,,,,474.0,20.5,40.62
2024-01-03 13:58:19,,,,,True,,,
2024-01-03 13:58:25,,,,,True,,,
2024-01-03 14:04:40,580.0,580.0,25.0,6.0,,,,
2024-01-03 14:08:11,,,,,,466.0,20.5,40.62
2024-01-03 14:14:40,580.0,580.0,25.0,6.0,,,,
2024-01-03 14:18:14,,,,,,457.0,20.5,41.02
2024-01-03 14:24:41,580.0,580.0,25.0,6.0,,,,
2024-01-03 14:28:16,,,,,,451.0,20.5,41.02
2024-01-03 14:28:19,,,,,True,,,
2024-01-03 14:28:25,,,,,True,,,
2024-01-03 14:34:42,580.0,580.0,25.0,6.0,,,,
2024-01-03 14:38:18,,,,,,439.0,20.5,40.62
2024-01-03 14:44:43,580.0,580.0,25.0,6.0,,,,
2024-01-03 14:48:21,,,,,,479.0,20.5,41.02
2024-01-03 14:54:44,580.0,580.0,25.0,6.0,,,,
2024-01-03 14:58:19,,,,,True,,,
2024-01-03 14:58:23,,,,,,461.0,20.5,40.62
2024-01-03 14:58:24,,,,,True,,,
2024-01-03 15:04:45,580.0,580.0,25.0,6.0,,,,
2024-01-03 15:08:26,,,,,,430.0,20.5,40.62
2024-01-03 15:14:46,580.0,580.0,25.0,6.0,,,,
2024-01-03 15:18:28,,,,,,466.0,20.5,40.62
2024-01-03 15:24:47,580.0,580.0,25.0,6.0,,,,
2024-01-03 15:28:18,,,,,True,,,
2024-01-03 15:28:24,,,,,True,,,
2024-01-03 15:28:30,,,,,,435.0,20.5,40.62
2024-01-03 15:34:48,580.0,580.0,25.0,6.0,,,,
2024-01-03 15:38:17,,,,,,424.0,20.5,40.62
2024-01-03 15:44:49,580.0,580.0,25.0,6.0,,,,
2024-01-03 15:48:35,,,,,,439.0,20.5,40.62
2024-01-03 15:54:50,580.0,580.0,25.0,6.0,,,,
2024-01-03 15:58:18,,,,,True,,,
2024-01-03 15:58:24,,,,,True,,,
2024-01-03 15:58:38,,,,,,424.0,20.5,40.62
2024-01-03 16:04:51,580.0,580.0,25.0,6.0,,,,
2024-01-03 16:08:40,,,,,,445.0,20.5,40.62
2024-01-03 16:14:52,580.0,580.0,25.0,6.0,,,,
2024-01-03 16:18:42,,,,,,453.0,20.5,40.62
2024-01-03 16:24:53,580.0,580.0,25.0,6.0,,,,
2024-01-03 16:28:18,,,,,True,,,
2024-01-03 16:28:24,,,,,True,,,
2024-01-03 16:28:45,,,,,,456.0,20.5,40.62
2024-01-03 16:34:54,580.0,580.0,25.0,6.0,,,,
2024-01-03 16:38:47,,,,,,452.0,20.5,40.62
2024-01-03 16:44:54,580.0,580.0,25.0,6.0,,,,
2024-01-03 16:48:50,,,,,,434.0,20.4,40.62
2024-01-03 16:54:55,580.0,580.0,25.0,6.0,,,,
2024-01-03 16:58:18,,,,,True,,,
2024-01-03 16:58:24,,,,,True,,,
2024-01-03 16:58:52,,,,,,484.0,20.5,40.62
