DateFrom,DateTo,mean_temp,mean_relative_hum,mean_wind_speed,mean_wind_dir,mean_pressure,mean_cloud_cover,mean_radiation
2024-01-14 23:00:00+00:00,2024-01-15 00:00:00+00:00,0.1,90.1,3.7,235.0,983.9,67.0,0.0
2024-01-14 22:00:00+00:00,2024-01-14 23:00:00+00:00,0.6,90.3,4.0,248.0,985.3,50.0,0.0
2024-01-14 21:00:00+00:00,2024-01-14 22:00:00+00:00,1.0,92.6,4.0,256.0,986.3,66.0,0.0
2024-01-14 20:00:00+00:00,2024-01-14 21:00:00+00:00,0.7,95.6,3.9,264.0,987.3,92.0,0.0
2024-01-14 19:00:00+00:00,2024-01-14 20:00:00+00:00,0.8,94.8,4.4,259.0,988.1,99.0,0.0
2024-01-14 18:00:00+00:00,2024-01-14 19:00:00+00:00,1.3,92.3,4.8,254.0,988.8,99.0,0.0
2024-01-14 17:00:00+00:00,2024-01-14 18:00:00+00:00,1.8,87.8,4.4,252.0,990.0,99.0,0.0
2024-01-14 16:00:00+00:00,2024-01-14 17:00:00+00:00,2.2,84.5,4.8,259.0,991.1,90.0,0.0
2024-01-14 15:00:00+00:00,2024-01-14 16:00:00+00:00,2.3,84.8,4.5,264.0,992.2,90.0,1.0
2024-01-14 14:00:00+00:00,2024-01-14 15:00:00+00:00,2.8,82.9,4.8,271.0,993.2,90.0,24.5
2024-01-14 13:00:00+00:00,2024-01-14 14:00:00+00:00,3.0,82.7,5.4,277.0,993.7,93.0,45.9
2024-01-14 12:00:00+00:00,2024-01-14 13:00:00+00:00,3.0,84.1,5.2,273.0,994.7,93.0,91.9
2024-01-14 11:00:00+00:00,2024-01-14 12:00:00+00:00,2.8,84.3,5.0,272.0,995.5,89.0,156.9
2024-01-14 10:00:00+00:00,2024-01-14 11:00:00+00:00,2.3,86.4,5.0,271.0,996.3,26.0,158.1
2024-01-14 09:00:00+00:00,2024-01-14 10:00:00+00:00,1.2,89.7,4.0,277.0,997.1,70.0,134.0
2024-01-14 08:00:00+00:00,2024-01-14 09:00:00+00:00,0.3,92.5,3.7,274.0,997.4,17.0,71.4
2024-01-14 07:00:00+00:00,2024-01-14 08:00:00+00:00,0.1,92.9,4.4,280.0,997.7,0.0,9.7
2024-01-14 06:00:00+00:00,2024-01-14 07:00:00+00:00,0.0,92.4,4.3,280.0,997.6,1.0,0.0
2024-01-14 05:00:00+00:00,2024-01-14 06:00:00+00:00,-0.1,92.5,3.4,275.0,998.0,0.0,0.0
2024-01-14 04:00:00+00:00,2024-01-14 05:00:00+00:00,0.1,91.8,3.2,278.0,998.2,0.0,0.0
2024-01-14 03:00:00+00:00,2024-01-14 04:00:00+00:00,0.5,90.6,3.2,289.0,998.2,1.0,0.0
2024-01-14 02:00:00+00:00,2024-01-14 03:00:00+00:00,0.8,89.8,3.5,292.0,998.5,1.0,0.0
2024-01-14 01:00:00+00:00,2024-01-14 02:00:00+00:00,1.1,89.1,4.0,294.0,998.7,25.0,0.0
2024-01-14 00:00:00+00:00,2024-01-14 01:00:00+00:00,1.1,88.4,4.5,289.0,998.9,38.0,0.0
2024-01-13 23:00:00+00:00,2024-01-14 00:00:00+00:00,1.4,87.2,4.2,288.0,999.0,11.0,0.0
2024-01-13 22:00:00+00:00,2024-01-13 23:00:00+00:00,1.7,85.4,5.0,289.0,999.2,40.0,0.0
2024-01-13 21:00:00+00:00,2024-01-13 22:00:00+00:00,2.0,84.4,5.2,288.0,999.2,63.0,0.0
2024-01-13 20:00:00+00:00,2024-01-13 21:00:00+00:00,2.3,84.1,5.4,288.0,999.4,78.0,0.0
2024-01-13 19:00:00+00:00,2024-01-13 20:00:00+00:00,2.5,83.3,5.5,284.0,999.5,87.0,0.0
2024-01-13 18:00:00+00:00,2024-01-13 19:00:00+00:00,2.7,82.9,6.1,290.0,999.6,27.0,0.0
2024-01-13 17:00:00+00:00,2024-01-13 18:00:00+00:00,2.9,83.4,6.2,287.0,999.8,56.0,0.0
2024-01-13 16:00:00+00:00,2024-01-13 17:00:00+00:00,3.2,83.9,6.4,284.0,1000.2,69.0,0.0
2024-01-13 15:00:00+00:00,2024-01-13 16:00:00+00:00,3.6,83.8,6.8,285.0,1000.6,87.0,0.1
2024-01-13 14:00:00+00:00,2024-01-13 15:00:00+00:00,3.8,82.8,7.2,284.0,1000.8,98.0,11.6
2024-01-13 13:00:00+00:00,2024-01-13 14:00:00+00:00,3.8,85.0,6.7,281.0,1001.4,98.0,40.8
2024-01-13 12:00:00+00:00,2024-01-13 13:00:00+00:00,3.7,89.3,6.6,272.0,1002.2,97.0,46.1
2024-01-13 11:00:00+00:00,2024-01-13 12:00:00+00:00,3.1,94.0,5.8,266.0,1003.7,98.0,49.8
2024-01-13 10:00:00+00:00,2024-01-13 11:00:00+00:00,2.4,96.2,5.8,260.0,1005.1,99.0,44.8
2024-01-13 09:00:00+00:00,2024-01-13 10:00:00+00:00,1.5,96.7,4.8,249.0,1006.7,100.0,26.8
2024-01-13 08:00:00+00:00,2024-01-13 09:00:00+00:00,1.5,96.8,4.7,247.0,1008.2,100.0,12.2
2024-01-13 07:00:00+00:00,2024-01-13 08:00:00+00:00,1.5,97.3,4.8,257.0,1009.6,100.0,1.5
2024-01-13 06:00:00+00:00,2024-01-13 07:00:00+00:00,1.5,98.0,4.9,264.0,1010.8,100.0,0.0
2024-01-13 05:00:00+00:00,2024-01-13 06:00:00+00:00,1.4,98.7,4.1,265.0,1011.8,100.0,0.0
2024-01-13 04:00:00+00:00,2024-01-13 05:00:00+00:00,1.1,98.9,3.5,258.0,1013.0,100.0,0.0
2024-01-13 03:00:00+00:00,2024-01-13 04:00:00+00:00,0.1,98.9,1.3,239.0,1014.3,100.0,0.0
2024-01-13 02:00:00+00:00,2024-01-13 03:00:00+00:00,-0.4,98.9,0.3,6.0,1015.4,100.0,0.0
2024-01-13 01:00:00+00:00,2024-01-13 02:00:00+00:00,-0.8,98.8,0.6,215.0,1016.6,48.0,0.0
2024-01-13 00:00:00+00:00,2024-01-13 01:00:00+00:00,-1.3,98.8,1.6,245.0,1017.7,99.0,0.0
2024-01-12 23:00:00+00:00,2024-01-13 00:00:00+00:00,-1.7,98.1,3.0,251.0,1018.7,100.0,0.0
2024-01-12 22:00:00+00:00,2024-01-12 23:00:00+00:00,-1.3,98.1,2.0,244.0,1019.4,99.0,0.0
2024-01-12 21:00:00+00:00,2024-01-12 22:00:00+00:00,-1.2,98.3,2.5,280.0,1020.3,91.0,0.0
2024-01-12 20:00:00+00:00,2024-01-12 21:00:00+00:00,-1.3,98.3,3.1,274.0,1021.0,100.0,0.0
2024-01-12 19:00:00+00:00,2024-01-12 20:00:00+00:00,-1.1,98.2,2.7,275.0,1021.6,98.0,0.0
2024-01-12 18:00:00+00:00,2024-01-12 19:00:00+00:00,-0.9,98.1,2.6,297.0,1022.0,99.0,0.0
2024-01-12 17:00:00+00:00,2024-01-12 18:00:00+00:00,-1.0,98.0,2.9,300.0,1022.4,93.0,0.0
2024-01-12 16:00:00+00:00,2024-01-12 17:00:00+00:00,-1.0,97.4,2.7,301.0,1022.6,100.0,0.0
2024-01-12 15:00:00+00:00,2024-01-12 16:00:00+00:00,-0.8,95.5,2.8,306.0,1023.0,100.0,1.0
2024-01-12 14:00:00+00:00,2024-01-12 15:00:00+00:00,-0.6,92.6,3.1,310.0,1023.0,100.0,11.1
2024-01-12 13:00:00+00:00,2024-01-12 14:00:00+00:00,0.1,93.3,3.0,299.0,1023.3,100.0,29.6
2024-01-12 12:00:00+00:00,2024-01-12 13:00:00+00:00,0.1,96.5,2.8,275.0,1023.9,100.0,46.6
2024-01-12 11:00:00+00:00,2024-01-12 12:00:00+00:00,-0.2,96.4,2.5,299.0,1024.9,100.0,63.3
2024-01-12 10:00:00+00:00,2024-01-12 11:00:00+00:00,0.2,90.4,3.1,282.0,1024.8,89.0,139.8
2024-01-12 09:00:00+00:00,2024-01-12 10:00:00+00:00,0.0,88.9,2.7,287.0,1025.5,3.0,128.9
2024-01-12 08:00:00+00:00,2024-01-12 09:00:00+00:00,-0.8,89.4,3.2,284.0,1025.6,2.0,91.3
2024-01-12 07:00:00+00:00,2024-01-12 08:00:00+00:00,-1.9,93.0,2.2,277.0,1025.9,1.0,5.0
2024-01-12 06:00:00+00:00,2024-01-12 07:00:00+00:00,-2.1,96.2,1.7,266.0,1026.3,3.0,0.0
2024-01-12 05:00:00+00:00,2024-01-12 06:00:00+00:00,-2.1,97.0,2.3,270.0,1026.8,86.0,0.0
2024-01-12 04:00:00+00:00,2024-01-12 05:00:00+00:00,-3.4,97.1,1.7,265.0,1027.8,82.0,0.0
2024-01-12 03:00:00+00:00,2024-01-12 04:00:00+00:00,-3.9,96.5,1.0,237.0,1028.8,56.0,0.0
2024-01-12 02:00:00+00:00,2024-01-12 03:00:00+00:00,-3.9,96.7,0.4,255.0,1029.4,3.0,0.0
2024-01-12 01:00:00+00:00,2024-01-12 02:00:00+00:00,-3.7,96.8,0.6,243.0,1029.9,15.0,0.0
2024-01-12 00:00:00+00:00,2024-01-12 01:00:00+00:00,-3.0,97.0,0.5,253.0,1030.5,17.0,0.0
2024-01-11 23:00:00+00:00,2024-01-12 00:00:00+00:00,-2.9,97.1,0.7,286.0,1030.7,24.0,0.0
2024-01-11 22:00:00+00:00,2024-01-11 23:00:00+00:00,-2.7,97.2,0.1,350.0,1031.1,0.0,0.0
2024-01-11 21:00:00+00:00,2024-01-11 22:00:00+00:00,-2.3,96.9,0.3,349.0,1031.2,0.0,0.0
2024-01-11 20:00:00+00:00,2024-01-11 21:00:00+00:00,-1.6,96.6,0.7,314.0,1031.4,0.0,0.0
2024-01-11 19:00:00+00:00,2024-01-11 20:00:00+00:00,-1.3,95.5,0.4,310.0,1031.3,0.0,0.0
2024-01-11 18:00:00+00:00,2024-01-11 19:00:00+00:00,-0.9,94.4,1.0,307.0,1031.1,0.0,0.0
2024-01-11 17:00:00+00:00,2024-01-11 18:00:00+00:00,-0.2,91.3,0.9,311.0,1030.9,0.0,0.0
2024-01-11 16:00:00+00:00,2024-01-11 17:00:00+00:00,0.8,86.5,2.0,336.0,1030.5,0.0,0.0
2024-01-11 15:00:00+00:00,2024-01-11 16:00:00+00:00,1.8,80.2,2.9,341.0,1030.1,0.0,1.0
2024-01-11 14:00:00+00:00,2024-01-11 15:00:00+00:00,2.6,76.2,3.6,344.0,1029.7,0.0,30.0
2024-01-11 13:00:00+00:00,2024-01-11 14:00:00+00:00,3.0,74.8,4.1,333.0,1029.3,0.0,96.6
2024-01-11 12:00:00+00:00,2024-01-11 13:00:00+00:00,2.8,76.2,4.4,329.0,1029.3,0.0,186.4
2024-01-11 11:00:00+00:00,2024-01-11 12:00:00+00:00,1.8,81.2,3.9,323.0,1029.5,0.0,207.9
2024-01-11 10:00:00+00:00,2024-01-11 11:00:00+00:00,0.9,85.1,3.9,316.0,1029.4,2.0,200.0
2024-01-11 09:00:00+00:00,2024-01-11 10:00:00+00:00,0.1,89.6,3.6,316.0,1029.5,3.0,147.2
2024-01-11 08:00:00+00:00,2024-01-11 09:00:00+00:00,-0.1,95.2,3.7,316.0,1029.3,10.0,66.6
2024-01-11 07:00:00+00:00,2024-01-11 08:00:00+00:00,0.1,96.1,4.0,314.0,1029.1,17.0,5.3
2024-01-11 06:00:00+00:00,2024-01-11 07:00:00+00:00,0.6,97.0,3.9,319.0,1029.1,90.0,0.0
2024-01-11 05:00:00+00:00,2024-01-11 06:00:00+00:00,0.8,97.6,4.1,318.0,1029.0,96.0,0.0
2024-01-11 04:00:00+00:00,2024-01-11 05:00:00+00:00,0.7,97.8,4.2,313.0,1029.0,99.0,0.0
2024-01-11 03:00:00+00:00,2024-01-11 04:00:00+00:00,0.6,97.8,3.9,310.0,1029.3,91.0,0.0
2024-01-11 02:00:00+00:00,2024-01-11 03:00:00+00:00,0.5,97.1,4.6,308.0,1029.8,100.0,0.0
2024-01-11 01:00:00+00:00,2024-01-11 02:00:00+00:00,0.1,97.7,4.2,305.0,1030.2,99.0,0.0
2024-01-11 00:00:00+00:00,2024-01-11 01:00:00+00:00,-0.4,97.8,4.6,298.0,1030.3,99.0,0.0
2024-01-10 23:00:00+00:00,2024-01-11 00:00:00+00:00,-0.7,97.5,4.0,302.0,1030.9,99.0,0.0
2024-01-10 22:00:00+00:00,2024-01-10 23:00:00+00:00,-0.9,97.1,3.7,300.0,1031.4,93.0,0.0
2024-01-10 21:00:00+00:00,2024-01-10 22:00:00+00:00,-1.4,96.3,3.1,293.0,1031.6,99.0,0.0
2024-01-10 20:00:00+00:00,2024-01-10 21:00:00+00:00,-1.3,95.2,3.1,302.0,1032.1,96.0,0.0
2024-01-10 19:00:00+00:00,2024-01-10 20:00:00+00:00,-1.2,95.0,3.4,307.0,1032.4,97.0,0.0
2024-01-10 18:00:00+00:00,2024-01-10 19:00:00+00:00,-1.2,95.9,3.6,310.0,1032.4,97.0,0.0
2024-01-10 17:00:00+00:00,2024-01-10 18:00:00+00:00,-1.3,97.5,3.5,311.0,1032.3,93.0,0.0
2024-01-10 16:00:00+00:00,2024-01-10 17:00:00+00:00,-1.2,97.8,3.4,308.0,1032.6,99.0,0.0
2024-01-10 15:00:00+00:00,2024-01-10 16:00:00+00:00,-1.2,97.8,3.2,307.0,1032.9,99.0,0.0
2024-01-10 14:00:00+00:00,2024-01-10 15:00:00+00:00,-1.2,97.8,3.6,313.0,1032.9,91.0,8.4
2024-01-10 13:00:00+00:00,2024-01-10 14:00:00+00:00,-1.1,97.6,3.3,314.0,1033.1,91.0,25.9
2024-01-10 12:00:00+00:00,2024-01-10 13:00:00+00:00,-1.1,97.3,3.2,304.0,1033.6,91.0,39.9
2024-01-10 11:00:00+00:00,2024-01-10 12:00:00+00:00,-1.1,96.9,2.5,308.0,1034.0,91.0,51.0
2024-01-10 10:00:00+00:00,2024-01-10 11:00:00+00:00,-1.2,96.8,1.9,310.0,1034.2,99.0,45.5
2024-01-10 09:00:00+00:00,2024-01-10 10:00:00+00:00,-1.1,96.1,1.9,333.0,1034.3,100.0,28.6
2024-01-10 08:00:00+00:00,2024-01-10 09:00:00+00:00,-1.1,95.6,2.6,336.0,1034.1,99.0,14.0
2024-01-10 07:00:00+00:00,2024-01-10 08:00:00+00:00,-1.1,93.9,2.8,308.0,1033.7,93.0,1.6
2024-01-10 06:00:00+00:00,2024-01-10 07:00:00+00:00,-0.7,92.2,2.7,317.0,1033.9,100.0,0.0
2024-01-10 05:00:00+00:00,2024-01-10 06:00:00+00:00,-0.5,91.2,2.4,324.0,1034.1,100.0,0.0
2024-01-10 04:00:00+00:00,2024-01-10 05:00:00+00:00,-0.2,91.5,2.9,328.0,1034.4,100.0,0.0
2024-01-10 03:00:00+00:00,2024-01-10 04:00:00+00:00,0.0,94.4,2.8,328.0,1034.8,100.0,0.0
2024-01-10 02:00:00+00:00,2024-01-10 03:00:00+00:00,0.0,97.0,2.4,329.0,1035.0,100.0,0.0
2024-01-10 01:00:00+00:00,2024-01-10 02:00:00+00:00,-0.3,97.1,1.7,316.0,1035.2,100.0,0.0
2024-01-10 00:00:00+00:00,2024-01-10 01:00:00+00:00,-0.7,96.8,0.4,291.0,1035.3,100.0,0.0
2024-01-09 23:00:00+00:00,2024-01-10 00:00:00+00:00,-1.0,96.3,0.7,267.0,1035.7,100.0,0.0
2024-01-09 22:00:00+00:00,2024-01-09 23:00:00+00:00,-1.2,95.8,0.8,261.0,1036.0,100.0,0.0
2024-01-09 21:00:00+00:00,2024-01-09 22:00:00+00:00,-1.5,94.8,1.0,265.0,1036.2,100.0,0.0
2024-01-09 20:00:00+00:00,2024-01-09 21:00:00+00:00,-1.7,94.5,1.2,257.0,1036.4,94.0,0.0
2024-01-09 19:00:00+00:00,2024-01-09 20:00:00+00:00,-2.0,94.0,1.0,277.0,1036.7,100.0,0.0
2024-01-09 18:00:00+00:00,2024-01-09 19:00:00+00:00,-2.0,94.4,1.4,269.0,1036.5,99.0,0.0
2024-01-09 17:00:00+00:00,2024-01-09 18:00:00+00:00,-2.4,95.0,1.0,254.0,1036.6,99.0,0.0
2024-01-09 16:00:00+00:00,2024-01-09 17:00:00+00:00,-2.4,94.9,1.2,282.0,1037.0,100.0,0.0
2024-01-09 15:00:00+00:00,2024-01-09 16:00:00+00:00,-2.0,93.2,1.6,265.0,1036.9,91.0,1.0
2024-01-09 14:00:00+00:00,2024-01-09 15:00:00+00:00,-1.5,91.7,1.5,273.0,1037.1,85.0,30.4
2024-01-09 13:00:00+00:00,2024-01-09 14:00:00+00:00,-1.4,90.6,1.8,306.0,1037.6,85.0,73.3
2024-01-09 12:00:00+00:00,2024-01-09 13:00:00+00:00,-1.6,91.1,2.4,307.0,1037.8,93.0,69.1
2024-01-09 11:00:00+00:00,2024-01-09 12:00:00+00:00,-1.6,90.8,2.6,289.0,1038.3,100.0,69.2
2024-01-09 10:00:00+00:00,2024-01-09 11:00:00+00:00,-1.7,90.9,2.5,310.0,1038.7,99.0,53.7
2024-01-09 09:00:00+00:00,2024-01-09 10:00:00+00:00,-1.9,91.4,2.1,319.0,1039.0,100.0,36.7
2024-01-09 08:00:00+00:00,2024-01-09 09:00:00+00:00,-2.1,91.5,2.4,319.0,1038.8,100.0,16.7
2024-01-09 07:00:00+00:00,2024-01-09 08:00:00+00:00,-2.2,91.4,2.3,324.0,1038.6,100.0,2.0
2024-01-09 06:00:00+00:00,2024-01-09 07:00:00+00:00,-2.3,91.3,1.8,320.0,1038.7,100.0,0.0
2024-01-09 05:00:00+00:00,2024-01-09 06:00:00+00:00,-2.5,90.9,2.1,318.0,1038.8,99.0,0.0
2024-01-09 04:00:00+00:00,2024-01-09 05:00:00+00:00,-2.8,90.7,2.4,325.0,1038.9,99.0,0.0
2024-01-09 03:00:00+00:00,2024-01-09 04:00:00+00:00,-2.9,89.8,2.7,325.0,1039.1,99.0,0.0
2024-01-09 02:00:00+00:00,2024-01-09 03:00:00+00:00,-2.9,88.9,2.6,322.0,1039.3,99.0,0.0
2024-01-09 01:00:00+00:00,2024-01-09 02:00:00+00:00,-2.9,87.5,2.7,319.0,1039.6,99.0,0.0
2024-01-09 00:00:00+00:00,2024-01-09 01:00:00+00:00,-3.2,86.9,2.3,314.0,1040.0,98.0,0.0
2024-01-08 23:00:00+00:00,2024-01-09 00:00:00+00:00,-3.2,87.2,2.4,329.0,1040.2,93.0,0.0
2024-01-08 22:00:00+00:00,2024-01-08 23:00:00+00:00,-3.3,86.8,2.1,327.0,1040.4,93.0,0.0
2024-01-08 21:00:00+00:00,2024-01-08 22:00:00+00:00,-3.6,87.6,1.6,309.0,1040.4,99.0,0.0
2024-01-08 20:00:00+00:00,2024-01-08 21:00:00+00:00,-4.4,88.3,1.4,308.0,1040.7,99.0,0.0
2024-01-08 19:00:00+00:00,2024-01-08 20:00:00+00:00,-5.0,88.2,1.0,321.0,1040.6,86.0,0.0
2024-01-08 18:00:00+00:00,2024-01-08 19:00:00+00:00,-6.9,91.0,1.3,325.0,1040.5,59.0,0.0
2024-01-08 17:00:00+00:00,2024-01-08 18:00:00+00:00,-6.6,90.3,0.4,295.0,1040.4,56.0,0.0
2024-01-08 16:00:00+00:00,2024-01-08 17:00:00+00:00,-6.0,87.3,0.3,354.0,1040.2,1.0,0.0
2024-01-08 15:00:00+00:00,2024-01-08 16:00:00+00:00,-5.2,84.4,1.2,323.0,1040.0,1.0,1.0
2024-01-08 14:00:00+00:00,2024-01-08 15:00:00+00:00,-4.1,82.5,1.0,349.0,1039.9,1.0,27.4
2024-01-08 13:00:00+00:00,2024-01-08 14:00:00+00:00,-3.6,79.9,1.7,11.0,1039.8,1.0,121.2
2024-01-08 12:00:00+00:00,2024-01-08 13:00:00+00:00,-3.3,77.2,1.6,21.0,1039.9,0.0,190.4
2024-01-08 11:00:00+00:00,2024-01-08 12:00:00+00:00,-3.5,77.3,1.1,23.0,1040.0,0.0,221.0
2024-01-08 10:00:00+00:00,2024-01-08 11:00:00+00:00,-4.2,80.5,1.1,17.0,1039.9,0.0,203.8
2024-01-08 09:00:00+00:00,2024-01-08 10:00:00+00:00,-5.1,83.7,1.0,26.0,1039.7,0.0,155.3
2024-01-08 08:00:00+00:00,2024-01-08 09:00:00+00:00,-6.4,89.1,1.0,22.0,1039.2,0.0,71.0
2024-01-08 07:00:00+00:00,2024-01-08 08:00:00+00:00,-6.6,88.8,1.2,14.0,1039.0,0.0,5.8
2024-01-08 06:00:00+00:00,2024-01-08 07:00:00+00:00,-6.7,88.1,1.6,360.0,1038.4,1.0,0.0
2024-01-08 05:00:00+00:00,2024-01-08 06:00:00+00:00,-6.4,87.0,2.1,10.0,1037.8,1.0,0.0
2024-01-08 04:00:00+00:00,2024-01-08 05:00:00+00:00,-6.1,85.9,1.5,13.0,1037.4,1.0,0.0
2024-01-08 03:00:00+00:00,2024-01-08 04:00:00+00:00,-5.5,83.5,2.7,39.0,1036.9,1.0,0.0
2024-01-08 02:00:00+00:00,2024-01-08 03:00:00+00:00,-5.1,81.3,2.8,46.0,1036.4,1.0,0.0
2024-01-08 01:00:00+00:00,2024-01-08 02:00:00+00:00,-4.9,79.8,3.5,49.0,1036.3,9.0,0.0
2024-01-08 00:00:00+00:00,2024-01-08 01:00:00+00:00,-4.6,79.6,4.1,45.0,1036.1,88.0,0.0
2024-01-07 23:00:00+00:00,2024-01-08 00:00:00+00:00,-4.7,79.4,4.3,43.0,1035.6,37.0,0.0
2024-01-07 22:00:00+00:00,2024-01-07 23:00:00+00:00,-5.1,80.2,3.4,44.0,1034.9,39.0,0.0
2024-01-07 21:00:00+00:00,2024-01-07 22:00:00+00:00,-5.5,81.0,3.0,45.0,1034.6,31.0,0.0
2024-01-07 20:00:00+00:00,2024-01-07 21:00:00+00:00,-5.1,79.6,3.4,49.0,1034.3,40.0,0.0
2024-01-07 19:00:00+00:00,2024-01-07 20:00:00+00:00,-5.0,78.3,3.1,46.0,1033.7,1.0,0.0
2024-01-07 18:00:00+00:00,2024-01-07 19:00:00+00:00,-4.9,76.1,3.7,52.0,1032.8,1.0,0.0
2024-01-07 17:00:00+00:00,2024-01-07 18:00:00+00:00,-4.9,77.8,4.0,50.0,1032.4,1.0,0.0
2024-01-07 16:00:00+00:00,2024-01-07 17:00:00+00:00,-5.0,81.4,2.9,37.0,1032.0,7.0,0.0
2024-01-07 15:00:00+00:00,2024-01-07 16:00:00+00:00,-4.6,82.4,2.7,30.0,1031.4,83.0,0.5
2024-01-07 14:00:00+00:00,2024-01-07 15:00:00+00:00,-4.5,81.0,2.8,40.0,1030.6,93.0,9.3
2024-01-07 13:00:00+00:00,2024-01-07 14:00:00+00:00,-4.6,80.2,3.0,45.0,1030.1,89.0,28.2
2024-01-07 12:00:00+00:00,2024-01-07 13:00:00+00:00,-5.1,79.4,3.2,42.0,1029.7,93.0,47.8
2024-01-07 11:00:00+00:00,2024-01-07 12:00:00+00:00,-5.0,76.3,2.9,37.0,1029.7,91.0,84.2
2024-01-07 10:00:00+00:00,2024-01-07 11:00:00+00:00,-5.0,79.0,3.3,37.0,1029.5,73.0,136.3
2024-01-07 09:00:00+00:00,2024-01-07 10:00:00+00:00,-5.3,78.6,2.7,46.0,1029.2,37.0,96.2
2024-01-07 08:00:00+00:00,2024-01-07 09:00:00+00:00,-6.8,85.9,2.3,42.0,1028.9,88.0,21.8
2024-01-07 07:00:00+00:00,2024-01-07 08:00:00+00:00,-8.4,90.5,1.9,29.0,1028.4,47.0,4.4
2024-01-07 06:00:00+00:00,2024-01-07 07:00:00+00:00,-8.7,90.5,2.0,22.0,1028.0,1.0,0.0
2024-01-07 05:00:00+00:00,2024-01-07 06:00:00+00:00,-9.2,89.8,1.7,11.0,1027.5,3.0,0.0
2024-01-07 04:00:00+00:00,2024-01-07 05:00:00+00:00,-9.2,89.1,1.3,10.0,1027.1,0.0,0.0
2024-01-07 03:00:00+00:00,2024-01-07 04:00:00+00:00,-8.2,86.2,1.2,33.0,1026.9,0.0,0.0
2024-01-07 02:00:00+00:00,2024-01-07 03:00:00+00:00,-8.3,88.2,1.1,34.0,1026.8,0.0,0.0
2024-01-07 01:00:00+00:00,2024-01-07 02:00:00+00:00,-8.5,89.6,1.0,39.0,1026.5,0.0,0.0
2024-01-07 00:00:00+00:00,2024-01-07 01:00:00+00:00,-8.1,88.2,0.5,42.0,1026.2,1.0,0.0
2024-01-06 23:00:00+00:00,2024-01-07 00:00:00+00:00,-7.9,87.8,1.1,30.0,1025.9,1.0,0.0
2024-01-06 22:00:00+00:00,2024-01-06 23:00:00+00:00,-7.3,86.8,1.3,39.0,1025.3,1.0,0.0
2024-01-06 21:00:00+00:00,2024-01-06 22:00:00+00:00,-7.1,86.4,1.6,54.0,1024.8,1.0,0.0
2024-01-06 20:00:00+00:00,2024-01-06 21:00:00+00:00,-6.9,86.2,1.6,56.0,1024.5,1.0,0.0
2024-01-06 19:00:00+00:00,2024-01-06 20:00:00+00:00,-6.8,86.2,2.2,61.0,1024.1,21.0,0.0
2024-01-06 18:00:00+00:00,2024-01-06 19:00:00+00:00,-7.1,86.4,2.3,49.0,1023.7,15.0,0.0
2024-01-06 17:00:00+00:00,2024-01-06 18:00:00+00:00,-6.9,84.3,2.4,53.0,1023.2,30.0,0.0
2024-01-06 16:00:00+00:00,2024-01-06 17:00:00+00:00,-6.7,83.5,2.2,57.0,1022.6,21.0,0.0
2024-01-06 15:00:00+00:00,2024-01-06 16:00:00+00:00,-6.4,82.5,2.5,56.0,1022.0,31.0,0.5
2024-01-06 14:00:00+00:00,2024-01-06 15:00:00+00:00,-6.3,83.1,2.8,58.0,1021.2,4.0,16.4
2024-01-06 13:00:00+00:00,2024-01-06 14:00:00+00:00,-6.2,83.0,2.9,62.0,1020.7,2.0,86.7
2024-01-06 12:00:00+00:00,2024-01-06 13:00:00+00:00,-6.2,87.3,2.8,74.0,1020.2,9.0,144.7
2024-01-06 11:00:00+00:00,2024-01-06 12:00:00+00:00,-6.9,91.8,2.7,72.0,1020.1,6.0,198.5
2024-01-06 10:00:00+00:00,2024-01-06 11:00:00+00:00,-6.9,93.1,2.7,72.0,1019.8,59.0,102.3
2024-01-06 09:00:00+00:00,2024-01-06 10:00:00+00:00,-7.0,93.2,2.6,77.0,1019.3,70.0,77.4
2024-01-06 08:00:00+00:00,2024-01-06 09:00:00+00:00,-7.7,93.9,2.4,77.0,1018.7,60.0,41.8
2024-01-06 07:00:00+00:00,2024-01-06 08:00:00+00:00,-8.5,93.8,2.7,84.0,1018.1,80.0,2.5
2024-01-06 06:00:00+00:00,2024-01-06 07:00:00+00:00,-7.8,93.6,2.6,78.0,1017.1,82.0,0.0
2024-01-06 05:00:00+00:00,2024-01-06 06:00:00+00:00,-7.7,93.1,2.7,75.0,1016.1,90.0,0.0
2024-01-06 04:00:00+00:00,2024-01-06 05:00:00+00:00,-7.0,91.6,3.0,74.0,1015.3,92.0,0.0
2024-01-06 03:00:00+00:00,2024-01-06 04:00:00+00:00,-6.1,90.4,2.9,67.0,1014.8,93.0,0.0
2024-01-06 02:00:00+00:00,2024-01-06 03:00:00+00:00,-5.8,91.4,3.2,62.0,1014.2,93.0,0.0
2024-01-06 01:00:00+00:00,2024-01-06 02:00:00+00:00,-5.3,89.9,3.1,62.0,1013.8,93.0,0.0
2024-01-06 00:00:00+00:00,2024-01-06 01:00:00+00:00,-4.9,88.0,3.7,61.0,1013.3,99.0,0.0
2024-01-05 23:00:00+00:00,2024-01-06 00:00:00+00:00,-5.1,88.8,3.4,66.0,1012.9,99.0,0.0
2024-01-05 22:00:00+00:00,2024-01-05 23:00:00+00:00,-5.3,89.5,3.1,68.0,1012.7,91.0,0.0
2024-01-05 21:00:00+00:00,2024-01-05 22:00:00+00:00,-6.1,90.7,2.9,71.0,1012.4,70.0,0.0
