datetime,value,userId
2023-11-23 14:27:51,radio_0_opt_2,95
2023-11-24 13:59:50,radio_0_opt_1,95
2023-11-27 09:48:08,radio_0_opt_2,95
2023-12-01 09:25:19,radio_0_opt_1,95
2023-12-08 12:58:06,radio_0_opt_2,95
2023-12-14 09:36:12,radio_0_opt_2,95
2024-01-04 10:02:16,radio_0_opt_2,95
2024-01-10 10:32:08,radio_0_opt_2,95
2024-01-11 10:14:42,radio_0_opt_1,95
2024-01-24 10:44:53,radio_0_opt_2,95
2024-01-29 11:53:03,radio_0_opt_2,95
2024-02-02 10:33:05,radio_0_opt_2,95
2024-02-05 10:20:08,radio_0_opt_1,95
2024-02-07 09:50:21,radio_0_opt_1,95
2024-02-09 09:52:53,radio_0_opt_1,95
2024-02-09 11:55:10,radio_0_opt_2,95
