datetime,value,userId
2023-12-12 14:29:48,radio_0_opt_3,85
2023-12-13 08:45:27,radio_0_opt_2,85
2023-12-13 14:49:03,radio_0_opt_3,85
2023-12-18 11:36:43,radio_0_opt_2,85
2023-12-18 15:39:10,radio_0_opt_2,85
2024-01-05 11:18:36,radio_0_opt_3,85
2024-01-22 08:55:13,radio_0_opt_1,85
2024-01-22 17:43:03,radio_0_opt_1,85
2024-01-24 10:21:51,radio_0_opt_1,85
2024-01-31 11:26:04,radio_0_opt_3,85
2024-02-01 15:45:42,radio_0_opt_2,85
2024-02-06 12:58:56,radio_0_opt_3,85
2024-02-07 11:57:21,radio_0_opt_2,85
2024-02-09 10:45:51,radio_0_opt_2,85
