order,state,s_prev,s_curr,mu,sigma,phi_1
1,1,,1,400.0,11.952880859375,0.5824012756347656
1,2,,2,559.0868530273438,134.00872802734375,0.566982626914978
1,3,,3,1265.8692626953125,27.398584365844727,1.0
1,4,,4,1434.101806640625,93.33416748046875,0.7983994483947754
