order,state,s_prev,s_curr,mu,sigma
1,1,,1,400.0,25.437517166137695
1,2,,2,545.477294921875,78.79934692382812
1,3,,3,893.197265625,101.26410675048828
1,4,,4,1302.6771240234375,198.52708435058594
