order,state,s_prev,s_curr,mu,sigma,phi_1
1,1,,1,400.0,12.500811576843262,0.6234620809555054
1,2,,2,509.3260803222656,77.70429229736328,0.3658849000930786
1,3,,3,560.2852783203125,11.005874633789062,0.946174144744873
1,4,,4,1366.661376953125,102.8358383178711,0.8318088054656982
